resource,task_id,start_s,end_s,source_function
transport:U07,SENS25-001,0.0,1297.4332394931612,eval_A.transport_interval
service:S001,SENS25-001,696.9016197465805,984.9016197465805,eval_A.service_interval
battery:C-B01,SENS25-001,0.0,2679.541609164337,eval_A.battery_interval
transport:U08,SENS25-002,0.0,1913.041173414566,eval_A.transport_interval
service:S002,SENS25-002,1002.930586707283,1290.930586707283,eval_A.service_interval
battery:C-B02,SENS25-002,0.0,4103.279189971616,eval_A.battery_interval
transport:U07,SENS25-003,1297.4332394931612,2660.2958762131275,eval_A.transport_interval
service:S006,SENS25-003,2020.5095578531445,2308.5095578531445,eval_A.service_interval
battery:C-B03,SENS25-003,1297.4332394931612,4091.7022502559416,eval_A.battery_interval
transport:U08,SENS25-004,1913.041173414566,3820.557812801536,eval_A.transport_interval
service:S007,SENS25-004,2900.7594931080507,3260.7594931080507,eval_A.service_interval
battery:C-B04,SENS25-004,1913.041173414566,5577.603616277208,eval_A.battery_interval
transport:U05,SENS25-005,0.0,1554.5963098536845,eval_A.transport_interval
service:S010,SENS25-005,844.8348215935089,1084.8348215935089,eval_A.service_interval
battery:B-B01,SENS25-005,0.0,3010.411224025971,eval_A.battery_interval
transport:U06,SENS25-006,0.0,1923.889339007083,eval_A.transport_interval
service:S012,SENS25-006,1031.8746695035416,1271.8746695035416,eval_A.service_interval
battery:B-B02,SENS25-006,0.0,3784.593839025665,eval_A.battery_interval
transport:U05,SENS25-007,1554.5963098536845,3065.036860578557,eval_A.transport_interval
service:S013,SENS25-007,2377.349918549454,2617.349918549454,eval_A.service_interval
battery:B-B03,SENS25-007,1554.5963098536845,4522.395904223762,eval_A.battery_interval
transport:U06,SENS25-008,1923.889339007083,3792.4790096968018,eval_A.transport_interval
service:S014,SENS25-008,2925.740841018609,3165.740841018609,eval_A.service_interval
battery:B-B04,SENS25-008,1923.889339007083,5385.301904198814,eval_A.battery_interval
transport:U07,SENS25-009,2679.541609164337,4917.439520779449,eval_A.transport_interval
service:S003,SENS25-009,3838.950564971892,4126.950564971892,eval_A.service_interval
battery:C-B01,SENS25-009,2679.541609164337,7112.2906381968305,eval_A.battery_interval
transport:U08,SENS25-010,4091.7022502559416,6198.890226337907,eval_A.transport_interval
service:S004,SENS25-010,5191.266238296924,5479.266238296924,eval_A.service_interval
battery:C-B03,SENS25-010,4091.7022502559416,8459.679915417899,eval_A.battery_interval
transport:U07,SENS25-011,4917.439520779449,7121.214278316479,eval_A.transport_interval
service:S008,SENS25-011,6057.166899547964,6417.166899547964,eval_A.service_interval
battery:C-B02,SENS25-011,4917.439520779449,9540.97439490134,eval_A.battery_interval
transport:U05,SENS25-012,3065.036860578557,4894.663106202548,eval_A.transport_interval
service:S015,SENS25-012,4043.289983390553,4283.289983390553,eval_A.service_interval
battery:B-B01,SENS25-012,3065.036860578557,6562.782314711138,eval_A.battery_interval
transport:U08,SENS25-013,6198.890226337907,7880.936146274087,eval_A.transport_interval
service:S005,SENS25-013,7087.548186305997,7375.548186305997,eval_A.service_interval
battery:C-B04,SENS25-013,6198.890226337907,9693.861961758366,eval_A.battery_interval
transport:U06,SENS25-014,3792.4790096968018,5353.281770897713,eval_A.transport_interval
service:S009,SENS25-014,4644.470390297258,4884.470390297258,eval_A.service_interval
battery:B-B02,SENS25-014,3792.4790096968018,6931.039038969422,eval_A.battery_interval
transport:U05,SENS25-015,4894.663106202548,6084.298669494842,eval_A.transport_interval
service:S011,SENS25-015,5561.667554515361,5801.667554515361,eval_A.service_interval
battery:B-B03,SENS25-015,4894.663106202548,7217.7456323388815,eval_A.battery_interval
transport:U07,SENS25-016,7121.214278316479,8484.64751780964,eval_A.transport_interval
service:S001,SENS25-016,7848.11589806306,8172.11589806306,eval_A.service_interval
battery:C-B01,SENS25-016,7121.214278316479,9945.345815339193,eval_A.battery_interval
transport:U08,SENS25-017,8459.679915417899,9823.11315491106,eval_A.transport_interval
service:S001,SENS25-017,9186.58153516448,9510.58153516448,eval_A.service_interval
battery:C-B03,SENS25-017,8459.679915417899,11220.02585587375,eval_A.battery_interval
transport:U07,SENS25-018,9540.97439490134,10904.4076343945,eval_A.transport_interval
service:S001,SENS25-018,10267.87601464792,10591.87601464792,eval_A.service_interval
battery:C-B02,SENS25-018,9540.97439490134,12391.04635611157,eval_A.battery_interval
transport:U06,SENS25-019,5385.301904198814,7145.224992896583,eval_A.transport_interval
service:S002,SENS25-019,6337.203448547698,6547.203448547698,eval_A.service_interval
battery:B-B04,SENS25-019,5385.301904198814,8838.340739686391,eval_A.battery_interval
transport:U08,SENS25-020,9823.11315491106,11736.154328325625,eval_A.transport_interval
service:S002,SENS25-020,10826.043741618343,11114.043741618343,eval_A.service_interval
battery:C-B04,SENS25-020,9823.11315491106,13955.092539105963,eval_A.battery_interval
transport:U05,SENS25-021,6562.782314711138,8583.112180265052,eval_A.transport_interval
service:S003,SENS25-021,7640.920580821427,7850.920580821427,eval_A.service_interval
battery:B-B01,SENS25-021,6562.782314711138,10300.036485988816,eval_A.battery_interval
transport:U07,SENS25-022,10904.4076343945,13142.305546009611,eval_A.transport_interval
service:S003,SENS25-022,12063.816590202056,12351.816590202056,eval_A.service_interval
battery:C-B01,SENS25-022,10904.4076343945,15366.503625281086,eval_A.battery_interval
transport:U08,SENS25-023,11736.154328325625,13843.34230440759,eval_A.transport_interval
service:S004,SENS25-023,12835.718316366609,13123.718316366609,eval_A.service_interval
battery:C-B03,SENS25-023,11736.154328325625,16087.945447907412,eval_A.battery_interval
transport:U07,SENS25-024,13142.305546009611,14824.35146594579,eval_A.transport_interval
service:S005,SENS25-024,14030.963505977701,14318.963505977701,eval_A.service_interval
battery:C-B02,SENS25-024,13142.305546009611,16626.155789225122,eval_A.battery_interval
transport:U08,SENS25-025,13955.092539105963,15317.95517582593,eval_A.transport_interval
service:S006,SENS25-025,14678.168857465946,14966.168857465946,eval_A.service_interval
battery:C-B04,SENS25-025,13955.092539105963,16742.322568083837,eval_A.battery_interval
