resource,task_id,start_s,end_s,source_function
transport:U08,SENS27-023,11736.154328325625,13843.34230440759,eval_A.transport_interval
service:S004,SENS27-023,12835.718316366609,13123.718316366609,eval_A.service_interval
battery:C-B03,SENS27-023,11736.154328325625,16087.945447907412,eval_A.battery_interval
transport:U07,SENS27-024,12776.258022365462,14458.303942301642,eval_A.transport_interval
service:S005,SENS27-024,13664.915982333552,13952.915982333552,eval_A.service_interval
battery:C-B02,SENS27-024,12776.258022365462,16260.108265580975,eval_A.battery_interval
transport:U08,SENS27-025,13955.092539105963,15317.95517582593,eval_A.transport_interval
service:S006,SENS27-025,14678.168857465946,14966.168857465946,eval_A.service_interval
battery:C-B04,SENS27-025,13955.092539105963,16742.322568083837,eval_A.battery_interval
transport:U07,SENS27-026,15000.456101636937,16775.972741023907,eval_A.transport_interval
service:S007,SENS27-026,15928.174421330423,16216.174421330423,eval_A.service_interval
battery:C-B01,SENS27-026,15000.456101636937,18462.675841976274,eval_A.battery_interval
transport:U08,SENS27-027,16087.945447907412,18159.720205444442,eval_A.transport_interval
service:S008,SENS27-027,17167.672826675927,17455.672826675927,eval_A.service_interval
battery:C-B03,SENS27-027,16087.945447907412,20461.370371124536,eval_A.battery_interval
