from_node,to_node,drone_type,relay_required_duration_s,pointwise_sample_count,nonpositive_sample_count,worst_best_joint_margin,communication_edge_possible,best_access_margin,best_backhaul_margin,corrected_access_margin,corrected_backhaul_margin,worst_best_joint_margin_v2,communication_edge_possible_v2,obstacle_loss_rule,pipeline_sha256
S003,S008,C,2040.253645845368,216,49,-0.4863967450237112,False,-0.4863967450237112,-0.4017885448383822,9.513603254976289,-0.4017885448383822,-0.4017885448383822,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S004,S008,C,1477.9847400931485,159,61,-0.3939969527329765,False,-0.0700310777113486,-0.3939969527329765,9.929968922288651,-0.3939969527329765,-0.0771202430435664,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S005,S008,C,1320.4499403326108,143,26,-0.3939969527329765,False,-0.0700310777113486,-0.3939969527329765,9.929968922288651,-0.3939969527329765,-0.0771202430435664,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S006,S008,C,1269.432977144475,133,33,-0.3939969527329765,False,-0.0700310777113486,-0.3939969527329765,9.929968922288651,-0.3939969527329765,-0.3939969527329765,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S007,S008,C,1677.09517970353,180,39,-0.3939969527329765,False,-0.3736736606801827,-0.3939969527329765,9.626326339319816,-0.3939969527329765,-0.0771202430435664,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S009,S008,C,1451.4464074071714,157,29,-0.3939969527329765,False,-0.2360694846369568,-0.3939969527329765,9.763930515363043,-0.3939969527329765,-0.3939969527329765,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S010,S008,C,1708.513724994473,182,32,-0.3939969527329765,False,-0.1785528342249591,-0.3939969527329765,9.82144716577504,-0.3939969527329765,-0.3939969527329765,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S011,S008,C,1008.9859405132496,108,27,-0.3939969527329765,False,-0.1990850714217344,-0.3939969527329765,9.800914928578266,-0.3939969527329765,-0.3939969527329765,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S012,S008,C,1732.0893796966225,185,51,-0.3939969527329765,False,-0.365174862430635,-0.3939969527329765,9.634825137569363,-0.3939969527329765,-0.3939969527329765,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S013,S008,C,1537.5121952529594,165,27,-0.3939969527329765,False,-0.0700310777113486,-0.3939969527329765,9.929968922288651,-0.3939969527329765,-0.3939969527329765,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S014,S008,C,2052.8821252679613,218,38,-0.3939969527329765,False,-0.0700310777113486,-0.3939969527329765,9.929968922288651,-0.3939969527329765,-0.3939969527329765,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S015,S008,C,1608.1126273000152,172,42,-0.3939969527329765,False,-0.3328788412878225,-0.3939969527329765,9.667121158712176,-0.3939969527329765,-0.3939969527329765,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,O01,C,1173.07148700441,125,26,-0.3939969527329765,False,-0.0700310777113486,-0.3939969527329765,9.929968922288651,-0.3939969527329765,-0.0771202430435664,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S001,C,1028.8585890371496,109,26,-0.3939969527329765,False,-0.1953818936125912,-0.3939969527329765,9.804618106387409,-0.3939969527329765,-0.0771202430435664,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S002,C,1568.3490497391267,168,45,-0.4303651068388774,False,-0.393823576271842,-0.4303651068388774,9.606176423728158,-0.4303651068388774,-0.4303651068388774,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S003,C,2021.2293821028456,213,46,-0.4137773646973812,False,-0.4137773646973812,-0.4077746302209277,9.58622263530262,-0.4077746302209277,-0.4077746302209277,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S004,C,1475.4619952650662,158,60,-0.3939969527329765,False,-0.0313528670875769,-0.3939969527329765,9.968647132912425,-0.3939969527329765,-0.0771202430435664,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S005,C,1325.1047305139766,144,26,-0.3939969527329765,False,-0.1981197426681689,-0.3939969527329765,9.801880257331833,-0.3939969527329765,-0.0771202430435664,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S006,C,1249.9468457166176,131,32,-0.3939969527329765,False,-0.0313528670875769,-0.3939969527329765,9.968647132912425,-0.3939969527329765,-0.3939969527329765,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S007,C,1663.1517410728643,178,37,-0.3939969527329765,False,-0.1065063155889021,-0.3939969527329765,9.893493684411098,-0.3939969527329765,-0.0771202430435664,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S009,C,1459.3634690801669,157,30,-0.3939969527329765,False,-0.0313528670875769,-0.3939969527329765,9.968647132912425,-0.3939969527329765,-0.3939969527329765,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S010,C,1702.0977751342182,181,31,-0.3939969527329765,False,-0.2004217477006733,-0.3939969527329765,9.799578252299328,-0.3939969527329765,-0.3939969527329765,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S011,C,1004.997438607816,107,26,-0.3939969527329765,False,-0.0313528670875769,-0.3939969527329765,9.968647132912425,-0.3939969527329765,-0.3939969527329765,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S012,C,1727.893777008716,184,51,-0.3939969527329765,False,-0.3919793587061804,-0.3939969527329765,9.60802064129382,-0.3939969527329765,-0.3939969527329765,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S013,C,1534.7531381990204,164,28,-0.3939969527329765,False,-0.3617282189548518,-0.3939969527329765,9.638271781045148,-0.3939969527329765,-0.3939969527329765,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S014,C,2030.826143998169,215,36,-0.3939969527329765,False,-0.1100759625359444,-0.3939969527329765,9.889924037464056,-0.3939969527329765,-0.3939969527329765,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S015,C,1588.1699362384554,170,39,-0.3939969527329765,False,-0.0313528670875769,-0.3939969527329765,9.968647132912425,-0.3939969527329765,-0.3939969527329765,False,conditional_on_DEM_LOS,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
