skeleton_id,service_sequence,edge_count,communication_margin,drone_type
SK-00458,S002>S006>S005,4,1.322380853485683e-06,C
SK-00459,S002>S006>S007,4,1.322380853485683e-06,C
SK-00460,S002>S006>S008,4,1.322380853485683e-06,C
SK-00461,S002>S006>S009,4,1.322380853485683e-06,C
SK-00462,S002>S006>S010,4,1.322380853485683e-06,C
SK-00463,S002>S006>S011,4,1.322380853485683e-06,C
SK-00464,S002>S006>S012,4,1.322380853485683e-06,C
SK-00465,S002>S006>S013,4,1.322380853485683e-06,C
SK-00466,S002>S006>S014,4,1.322380853485683e-06,C
SK-00467,S002>S006>S015,4,1.322380853485683e-06,C
SK-00468,S002>S007>S001,4,1.322380853485683e-06,C
SK-00469,S002>S007>S003,4,1.322380853485683e-06,C
SK-00470,S002>S007>S004,4,1.322380853485683e-06,C
SK-00471,S002>S007>S005,4,1.322380853485683e-06,C
SK-00472,S002>S007>S006,4,1.322380853485683e-06,C
SK-00473,S002>S007>S008,4,1.322380853485683e-06,C
SK-00474,S002>S007>S009,4,1.322380853485683e-06,C
SK-00475,S002>S007>S010,4,1.322380853485683e-06,C
SK-00476,S002>S007>S011,4,1.322380853485683e-06,C
SK-00477,S002>S007>S012,4,1.322380853485683e-06,C
SK-00478,S002>S007>S013,4,1.322380853485683e-06,C
SK-00479,S002>S007>S014,4,1.322380853485683e-06,C
SK-00480,S002>S007>S015,4,1.322380853485683e-06,C
SK-00481,S002>S008>S001,4,1.322380853485683e-06,C
SK-00482,S002>S008>S003,4,1.322380853485683e-06,C
SK-00483,S002>S008>S004,4,1.322380853485683e-06,C
SK-00484,S002>S008>S005,4,1.322380853485683e-06,C
SK-00485,S002>S008>S006,4,1.322380853485683e-06,C
SK-00486,S002>S008>S007,4,1.322380853485683e-06,C
SK-00487,S002>S008>S009,4,1.322380853485683e-06,C
SK-00488,S002>S008>S010,4,1.322380853485683e-06,C
SK-00489,S002>S008>S011,4,1.322380853485683e-06,C
SK-00490,S002>S008>S012,4,1.322380853485683e-06,C
SK-00491,S002>S008>S013,4,1.322380853485683e-06,C
SK-00492,S002>S008>S014,4,1.322380853485683e-06,C
SK-00493,S002>S008>S015,4,1.322380853485683e-06,C
SK-00494,S002>S009>S001,4,1.322380853485683e-06,C
SK-00495,S002>S009>S003,4,1.322380853485683e-06,C
SK-00496,S002>S009>S004,4,1.322380853485683e-06,C
SK-00497,S002>S009>S005,4,1.322380853485683e-06,C
SK-00498,S002>S009>S006,4,1.322380853485683e-06,C
SK-00499,S002>S009>S007,4,1.322380853485683e-06,C
SK-00500,S002>S009>S008,4,1.322380853485683e-06,C
SK-00501,S002>S009>S010,4,1.322380853485683e-06,C
SK-00502,S002>S009>S011,4,1.322380853485683e-06,C
SK-00503,S002>S009>S012,4,1.322380853485683e-06,C
SK-00504,S002>S009>S013,4,1.322380853485683e-06,C
SK-00505,S002>S009>S014,4,1.322380853485683e-06,C
SK-00506,S002>S009>S015,4,1.322380853485683e-06,C
SK-00507,S002>S010>S001,4,1.322380853485683e-06,C
SK-00508,S002>S010>S003,4,1.322380853485683e-06,C
SK-00509,S002>S010>S004,4,1.322380853485683e-06,C
SK-00510,S002>S010>S005,4,1.322380853485683e-06,C
SK-00511,S002>S010>S006,4,1.322380853485683e-06,C
SK-00512,S002>S010>S007,4,1.322380853485683e-06,C
SK-00513,S002>S010>S008,4,1.322380853485683e-06,C
SK-00514,S002>S010>S009,4,1.322380853485683e-06,C
SK-00515,S002>S010>S011,4,1.322380853485683e-06,C
SK-00516,S002>S010>S012,4,1.322380853485683e-06,C
