K,transport_sorties,relay_sorties,hard_violation_boxes,hard_violation_sorties,soft_late_boxes,soft_total_lateness_s,soft_max_lateness_s,joint_makespan_s,transport_energy_kwh,relay_energy_kwh,total_energy_kwh,transport_peak,relay_airframe_peak,relay_energy_component_peak,B_battery_peak,C_battery_peak,service_peak,communication_certificate_pass,reserve_ok,resource_available_ok,service_coverage_pass,resource_feasible,complete_feasible,runtime_s,proven_optimal,solver_status
19,19,14,24,12,40,231283.21264493722,15001.555425151782,22344.449994219376,61.04704641755705,4.595635641956809,65.64268205951386,2,2,2,3,4,2,False,True,False,True,False,False,10.341553926467896,False,DETERMINISTIC_STAGE_C1
