K,complete_feasible,assigned_boxes,duplicate_boxes,missing_boxes,hard_violations,route_feasible_count,communication_failures,transport_energy_failures,deadline_failures,transport_resource_failures,battery_failures,relay_resource_failures,component_failures,soft_late_boxes,total_soft_lateness,max_soft_lateness,joint_makespan,transport_energy,relay_energy,total_energy,transport_sorties,relay_sorties,transport_peak,B_battery_peak,C_battery_peak,battery_peak,relay_peak,component_peak,candidate_count,search_iterations,runtime_seconds,search_status,main_failure
21,False,80,0,0,0,15,5,0,0,0,0,1,1,12,53869.91928978314,6705.636820297677,10729.424387999941,64.35411831714616,0.0,64.35411831714616,21,14,1,1,1,"{'B-B01': 1, 'B-B02': 1, 'B-B03': 1, 'B-B04': 1, 'C-B01': 1, 'C-B02': 1, 'C-B03': 1, 'C-B04': 1}",5,3,21,1,555.0826568603516,FEASIBLE_NOT_FOUND_WITHIN_SEARCH,
