interval_id,t_start,t_end,phase,start_xyz,end_xyz,crossed_dem_cells,partition_reason
274,306.9016197465804,738.9016197465804,handoff,"[11180952.709727667, 2561222.188343018, 184.0]","[11180952.709727667, 2561222.188343018, 184.0]",3,phase_transition+DEM_route_cell_boundary
275,738.9016197465804,774.5242637895492,return_climb,"[11180952.709727667, 2561222.188343018, 184.0]","[11180952.709727667, 2561222.188343018, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
276,774.5242637895492,774.8332076366158,return_cruise,"[11180952.709727667, 2561222.188343018, 273.0566101074219]","[11180950.792955397, 2561217.969172281, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
277,774.8332076366158,775.1421514836824,return_cruise,"[11180950.792955397, 2561217.969172281, 273.0566101074219]","[11180948.876183126, 2561213.7500015446, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
278,775.1421514836824,775.3236804900367,return_cruise,"[11180948.876183126, 2561213.7500015446, 273.0566101074219]","[11180947.749927435, 2561211.2709041983, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
279,775.3236804900367,775.505209496391,return_cruise,"[11180947.749927435, 2561211.2709041983, 273.0566101074219]","[11180946.623671746, 2561208.7918068515, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
280,775.505209496391,776.6360608599861,return_cruise,"[11180946.623671746, 2561208.7918068515, 273.0566101074219]","[11180939.607560057, 2561193.348045708, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
281,776.6360608599861,777.7669122235811,return_cruise,"[11180939.607560057, 2561193.348045708, 273.0566101074219]","[11180932.591448369, 2561177.904284565, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
282,777.7669122235811,778.7457202772932,return_cruise,"[11180932.591448369, 2561177.904284565, 273.0566101074219]","[11180926.518655032, 2561164.5369418054, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
283,778.7457202772932,779.7245283310053,return_cruise,"[11180926.518655032, 2561164.5369418054, 273.0566101074219]","[11180920.445861695, 2561151.169599047, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
284,779.7245283310053,779.8765716409173,return_cruise,"[11180920.445861695, 2561151.169599047, 273.0566101074219]","[11180919.502543343, 2561149.0931806616, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
285,779.8765716409173,780.0286149508293,return_cruise,"[11180919.502543343, 2561149.0931806616, 273.0566101074219]","[11180918.559224993, 2561147.016762277, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
286,780.0286149508293,781.1594663144243,return_cruise,"[11180918.559224993, 2561147.016762277, 273.0566101074219]","[11180911.543113306, 2561131.5730011337, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
287,781.1594663144243,782.2903176780194,return_cruise,"[11180911.543113306, 2561131.5730011337, 273.0566101074219]","[11180904.527001617, 2561116.1292399904, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
288,782.2903176780194,783.2986114282911,return_cruise,"[11180904.527001617, 2561116.1292399904, 273.0566101074219]","[11180898.27127094, 2561102.3592182677, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
289,783.2986114282911,784.3069051785628,return_cruise,"[11180898.27127094, 2561102.3592182677, 273.0566101074219]","[11180892.015540263, 2561088.589196545, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
290,784.3069051785628,784.4294627919007,return_cruise,"[11180892.015540263, 2561088.589196545, 273.0566101074219]","[11180891.255159253, 2561086.9154571244, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
291,784.4294627919007,784.5520204052385,return_cruise,"[11180891.255159253, 2561086.9154571244, 273.0566101074219]","[11180890.49477824, 2561085.241717703, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
292,784.5520204052385,785.6828717688481,return_cruise,"[11180890.49477824, 2561085.241717703, 273.0566101074219]","[11180883.478666551, 2561069.7979565593, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
293,785.6828717688481,786.8137231324578,return_cruise,"[11180883.478666551, 2561069.7979565593, 273.0566101074219]","[11180876.462554866, 2561054.354195416, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
294,786.8137231324578,787.8515025792891,return_cruise,"[11180876.462554866, 2561054.354195416, 273.0566101074219]","[11180870.023886848, 2561040.18149473, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
295,787.8515025792891,788.8892820261204,return_cruise,"[11180870.023886848, 2561040.18149473, 273.0566101074219]","[11180863.585218832, 2561026.008794044, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
296,788.8892820261204,788.9823539428842,return_cruise,"[11180863.585218832, 2561026.008794044, 273.0566101074219]","[11180863.007775161, 2561024.7377335867, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
297,788.9823539428842,789.0754258596479,return_cruise,"[11180863.007775161, 2561024.7377335867, 273.0566101074219]","[11180862.43033149, 2561023.4666731292, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
298,789.0754258596479,790.2062772232574,return_cruise,"[11180862.43033149, 2561023.4666731292, 273.0566101074219]","[11180855.4142198, 2561008.022911986, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
299,790.2062772232574,791.337128586867,return_cruise,"[11180855.4142198, 2561008.022911986, 273.0566101074219]","[11180848.398108112, 2560992.579150842, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
300,791.337128586867,792.4043937301552,return_cruise,"[11180848.398108112, 2560992.579150842, 273.0566101074219]","[11180841.776502758, 2560978.0037711943, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
301,792.4043937301552,793.4716588734434,return_cruise,"[11180841.776502758, 2560978.0037711943, 273.0566101074219]","[11180835.154897401, 2560963.4283915465, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
302,793.4716588734434,793.5352450937647,return_cruise,"[11180835.154897401, 2560963.4283915465, 273.0566101074219]","[11180834.760391068, 2560962.560010051, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
303,793.5352450937647,793.598831314086,return_cruise,"[11180834.760391068, 2560962.560010051, 273.0566101074219]","[11180834.365884736, 2560961.691628555, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
304,793.598831314086,794.7296826776811,return_cruise,"[11180834.365884736, 2560961.691628555, 273.0566101074219]","[11180827.34977305, 2560946.2478674115, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
305,794.7296826776811,795.8605340412762,return_cruise,"[11180827.34977305, 2560946.2478674115, 273.0566101074219]","[11180820.333661359, 2560930.804106268, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
306,795.8605340412762,796.9572848811384,return_cruise,"[11180820.333661359, 2560930.804106268, 273.0566101074219]","[11180813.529118665, 2560915.8260476566, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
307,796.9572848811384,798.0540357210007,return_cruise,"[11180813.529118665, 2560915.8260476566, 273.0566101074219]","[11180806.724575968, 2560900.8479890455, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
308,798.0540357210007,798.0881362447624,return_cruise,"[11180806.724575968, 2560900.8479890455, 273.0566101074219]","[11180806.513006976, 2560900.3822865128, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
309,798.0881362447624,798.1222367685242,return_cruise,"[11180806.513006976, 2560900.3822865128, 273.0566101074219]","[11180806.301437985, 2560899.9165839804, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
310,798.1222367685242,799.2530881321193,return_cruise,"[11180806.301437985, 2560899.9165839804, 273.0566101074219]","[11180799.285326296, 2560884.4728228366, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
311,799.2530881321193,800.3839394957143,return_cruise,"[11180799.285326296, 2560884.4728228366, 273.0566101074219]","[11180792.26921461, 2560869.0290616937, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
312,800.3839394957143,801.5101760321362,return_cruise,"[11180792.26921461, 2560869.0290616937, 273.0566101074219]","[11180785.281734573, 2560853.648324119, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
313,801.5101760321362,802.6364125685581,return_cruise,"[11180785.281734573, 2560853.648324119, 273.0566101074219]","[11180778.294254538, 2560838.267586544, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
314,802.6364125685581,802.6410273957313,return_cruise,"[11180778.294254538, 2560838.267586544, 273.0566101074219]","[11180778.265622884, 2560838.2045629756, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
315,802.6410273957313,802.6456422229045,return_cruise,"[11180778.265622884, 2560838.2045629756, 273.0566101074219]","[11180778.236991232, 2560838.1415394065, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
316,802.6456422229045,803.7764935865285,return_cruise,"[11180778.236991232, 2560838.1415394065, 273.0566101074219]","[11180771.220879544, 2560822.697778263, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
317,803.7764935865285,804.9073449501526,return_cruise,"[11180771.220879544, 2560822.697778263, 273.0566101074219]","[11180764.204767855, 2560807.254017119, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
318,804.9073449501526,806.0381963137477,return_cruise,"[11180764.204767855, 2560807.254017119, 273.0566101074219]","[11180757.18865617, 2560791.810255976, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
319,806.0381963137477,807.1690476773427,return_cruise,"[11180757.18865617, 2560791.810255976, 273.0566101074219]","[11180750.17254448, 2560776.3664948326, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
320,807.1690476773427,807.1939185466119,return_cruise,"[11180750.17254448, 2560776.3664948326, 273.0566101074219]","[11180750.018238794, 2560776.0268394393, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
321,807.1939185466119,807.2187894158811,return_cruise,"[11180750.018238794, 2560776.0268394393, 273.0566101074219]","[11180749.863933105, 2560775.687184046, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
322,807.2187894158811,808.3247699102216,return_cruise,"[11180749.863933105, 2560775.687184046, 273.0566101074219]","[11180743.002127104, 2560760.583078296, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
323,808.3247699102216,809.430750404562,return_cruise,"[11180743.002127104, 2560760.583078296, 273.0566101074219]","[11180736.140321104, 2560745.4789725454, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
324,809.430750404562,810.5616017681716,return_cruise,"[11180736.140321104, 2560745.4789725454, 273.0566101074219]","[11180729.124209415, 2560730.035211401, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
325,810.5616017681716,811.6924531317811,return_cruise,"[11180729.124209415, 2560730.035211401, 273.0566101074219]","[11180722.108097728, 2560714.591450258, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
326,811.6924531317811,811.7468096976099,return_cruise,"[11180722.108097728, 2560714.591450258, 273.0566101074219]","[11180721.7708547, 2560713.8491159016, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
327,811.7468096976099,811.8011662634387,return_cruise,"[11180721.7708547, 2560713.8491159016, 273.0566101074219]","[11180721.433611674, 2560713.106781545, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
328,811.8011662634387,812.877661061205,return_cruise,"[11180721.433611674, 2560713.106781545, 273.0566101074219]","[11180714.754743012, 2560698.4053547583, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
329,812.877661061205,813.9541558589713,return_cruise,"[11180714.754743012, 2560698.4053547583, 273.0566101074219]","[11180708.075874353, 2560683.703927971, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
330,813.9541558589713,815.0850072225953,return_cruise,"[11180708.075874353, 2560683.703927971, 273.0566101074219]","[11180701.059762662, 2560668.2601668276, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
331,815.0850072225953,816.2158585862194,return_cruise,"[11180701.059762662, 2560668.2601668276, 273.0566101074219]","[11180694.043650975, 2560652.8164056838, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
332,816.2158585862194,816.2997008486078,return_cruise,"[11180694.043650975, 2560652.8164056838, 273.0566101074219]","[11180693.523470609, 2560651.671392364, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
333,816.2997008486078,816.3835431109962,return_cruise,"[11180693.523470609, 2560651.671392364, 273.0566101074219]","[11180693.003290242, 2560650.5263790437, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
334,816.3835431109962,817.4305522122029,return_cruise,"[11180693.003290242, 2560650.5263790437, 273.0566101074219]","[11180686.50735892, 2560636.2276312206, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
335,817.4305522122029,818.4775613134096,return_cruise,"[11180686.50735892, 2560636.2276312206, 273.0566101074219]","[11180680.0114276, 2560621.928883397, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
336,818.4775613134096,819.6084126770047,return_cruise,"[11180680.0114276, 2560621.928883397, 273.0566101074219]","[11180672.995315911, 2560606.485122253, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
337,819.6084126770047,820.7392640405998,return_cruise,"[11180672.995315911, 2560606.485122253, 273.0566101074219]","[11180665.979204223, 2560591.0413611103, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
338,820.7392640405998,820.8525919994595,return_cruise,"[11180665.979204223, 2560591.0413611103, 273.0566101074219]","[11180665.276086519, 2560589.4936688277, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
339,820.8525919994595,820.9659199583192,return_cruise,"[11180665.276086519, 2560589.4936688277, 273.0566101074219]","[11180664.57296881, 2560587.945976546, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
340,820.9659199583192,821.9834433630836,return_cruise,"[11180664.57296881, 2560587.945976546, 273.0566101074219]","[11180658.25997483, 2560574.049907684, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
341,821.9834433630836,823.0009667678478,return_cruise,"[11180658.25997483, 2560574.049907684, 273.0566101074219]","[11180651.946980847, 2560560.1538388226, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
342,823.0009667678478,824.1318181314429,return_cruise,"[11180651.946980847, 2560560.1538388226, 273.0566101074219]","[11180644.930869158, 2560544.710077679, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
343,824.1318181314429,825.2626694950379,return_cruise,"[11180644.930869158, 2560544.710077679, 273.0566101074219]","[11180637.914757472, 2560529.2663165354, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
344,825.2626694950379,825.4054831504573,return_cruise,"[11180637.914757472, 2560529.2663165354, 273.0566101074219]","[11180637.028702427, 2560527.31594529, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
345,825.4054831504573,825.5482968058766,return_cruise,"[11180637.028702427, 2560527.31594529, 273.0566101074219]","[11180636.142647378, 2560525.3655740446, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
346,825.5482968058766,826.5363345140668,return_cruise,"[11180636.142647378, 2560525.3655740446, 273.0566101074219]","[11180630.012590738, 2560511.8721841467, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
347,826.5363345140668,827.5243722222569,return_cruise,"[11180630.012590738, 2560511.8721841467, 273.0566101074219]","[11180623.882534096, 2560498.378794248, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
348,827.5243722222569,828.6552235858666,return_cruise,"[11180623.882534096, 2560498.378794248, 273.0566101074219]","[11180616.866422407, 2560482.935033105, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
349,828.6552235858666,829.7860749494761,return_cruise,"[11180616.866422407, 2560482.935033105, 273.0566101074219]","[11180609.850310719, 2560467.491271961, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
350,829.7860749494761,829.958374301455,return_cruise,"[11180609.850310719, 2560467.491271961, 273.0566101074219]","[11180608.781318333, 2560465.1382217524, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
351,829.958374301455,830.130673653434,return_cruise,"[11180608.781318333, 2560465.1382217524, 273.0566101074219]","[11180607.712325947, 2560462.7851715437, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
352,830.130673653434,831.0892256650501,return_cruise,"[11180607.712325947, 2560462.7851715437, 273.0566101074219]","[11180601.765206644, 2560449.694460609, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
353,831.0892256650501,832.0477776766662,return_cruise,"[11180601.765206644, 2560449.694460609, 273.0566101074219]","[11180595.818087343, 2560436.6037496747, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
354,832.0477776766662,833.1786290402903,return_cruise,"[11180595.818087343, 2560436.6037496747, 273.0566101074219]","[11180588.801975656, 2560421.1599885304, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
355,833.1786290402903,834.3094804039143,return_cruise,"[11180588.801975656, 2560421.1599885304, 273.0566101074219]","[11180581.785863966, 2560405.716227387, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
356,834.3094804039143,834.5112654523357,return_cruise,"[11180581.785863966, 2560405.716227387, 273.0566101074219]","[11180580.533934241, 2560402.9604982166, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
357,834.5112654523357,834.713050500757,return_cruise,"[11180580.533934241, 2560402.9604982166, 273.0566101074219]","[11180579.282004517, 2560400.204769046, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
358,834.713050500757,835.6421168159308,return_cruise,"[11180579.282004517, 2560400.204769046, 273.0566101074219]","[11180573.517822554, 2560387.516737073, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
359,835.6421168159308,836.5711831311045,return_cruise,"[11180573.517822554, 2560387.516737073, 273.0566101074219]","[11180567.75364059, 2560374.8287051, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
360,836.5711831311045,837.7020344946995,return_cruise,"[11180567.75364059, 2560374.8287051, 273.0566101074219]","[11180560.737528902, 2560359.384943957, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
361,837.7020344946995,838.8328858582946,return_cruise,"[11180560.737528902, 2560359.384943957, 273.0566101074219]","[11180553.721417215, 2560343.941182813, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
362,838.8328858582946,839.0641566033046,return_cruise,"[11180553.721417215, 2560343.941182813, 273.0566101074219]","[11180552.28655015, 2560340.7827746794, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
363,839.0641566033046,839.2954273483144,return_cruise,"[11180552.28655015, 2560340.7827746794, 273.0566101074219]","[11180550.851683084, 2560337.6243665447, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
364,839.2954273483144,840.1950079669285,return_cruise,"[11180550.851683084, 2560337.6243665447, 273.0566101074219]","[11180545.270438462, 2560325.339013535, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
365,840.1950079669285,841.0945885855426,return_cruise,"[11180545.270438462, 2560325.339013535, 273.0566101074219]","[11180539.68919384, 2560313.0536605255, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
366,841.0945885855426,842.2254399491377,return_cruise,"[11180539.68919384, 2560313.0536605255, 273.0566101074219]","[11180532.673082149, 2560297.609899382, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
367,842.2254399491377,843.3562913127328,return_cruise,"[11180532.673082149, 2560297.609899382, 273.0566101074219]","[11180525.656970462, 2560282.1661382387, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
368,843.3562913127328,843.6170477543022,return_cruise,"[11180525.656970462, 2560282.1661382387, 273.0566101074219]","[11180524.039166057, 2560278.605051141, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
369,843.6170477543022,843.8778041958717,return_cruise,"[11180524.039166057, 2560278.605051141, 273.0566101074219]","[11180522.421361651, 2560275.0439640437, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
370,843.8778041958717,844.7478991178973,return_cruise,"[11180522.421361651, 2560275.0439640437, 273.0566101074219]","[11180517.02305437, 2560263.161289998, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
371,844.7478991178973,845.6179940399229,return_cruise,"[11180517.02305437, 2560263.161289998, 273.0566101074219]","[11180511.624747086, 2560251.278615952, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
372,845.6179940399229,846.748845403547,return_cruise,"[11180511.624747086, 2560251.278615952, 273.0566101074219]","[11180504.6086354, 2560235.834854808, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
373,846.748845403547,847.879696767171,return_cruise,"[11180504.6086354, 2560235.834854808, 273.0566101074219]","[11180497.59252371, 2560220.3910936643, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
374,847.879696767171,848.1699389051829,return_cruise,"[11180497.59252371, 2560220.3910936643, 273.0566101074219]","[11180495.791781964, 2560216.427327605, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
375,848.1699389051829,848.4601810431948,return_cruise,"[11180495.791781964, 2560216.427327605, 273.0566101074219]","[11180493.991040222, 2560212.4635615456, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
376,848.4601810431948,849.300790268778,return_cruise,"[11180493.991040222, 2560212.4635615456, 273.0566101074219]","[11180488.775670279, 2560200.9835664616, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
377,849.300790268778,850.1413994943612,return_cruise,"[11180488.775670279, 2560200.9835664616, 273.0566101074219]","[11180483.560300333, 2560189.5035713776, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
378,850.1413994943612,851.2722508579707,return_cruise,"[11180483.560300333, 2560189.5035713776, 273.0566101074219]","[11180476.544188645, 2560174.0598102342, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
379,851.2722508579707,852.4031022215803,return_cruise,"[11180476.544188645, 2560174.0598102342, 273.0566101074219]","[11180469.52807696, 2560158.6160490904, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
380,852.4031022215803,852.7228300562836,return_cruise,"[11180469.52807696, 2560158.6160490904, 273.0566101074219]","[11180467.544397872, 2560154.2496040654, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
381,852.7228300562836,853.0425578909867,return_cruise,"[11180467.544397872, 2560154.2496040654, 273.0566101074219]","[11180465.560718788, 2560149.8831590414, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
382,853.0425578909867,853.8536814198931,return_cruise,"[11180465.560718788, 2560149.8831590414, 273.0566101074219]","[11180460.528286185, 2560138.8058429225, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
383,853.8536814198931,854.6648049487994,return_cruise,"[11180460.528286185, 2560138.8058429225, 273.0566101074219]","[11180455.495853582, 2560127.728526803, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
384,854.6648049487994,855.7956563123945,return_cruise,"[11180455.495853582, 2560127.728526803, 273.0566101074219]","[11180448.479741894, 2560112.28476566, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
385,855.7956563123945,856.9265076759896,return_cruise,"[11180448.479741894, 2560112.28476566, 273.0566101074219]","[11180441.463630205, 2560096.8410045165, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
386,856.9265076759896,857.2757212071497,return_cruise,"[11180441.463630205, 2560096.8410045165, 273.0566101074219]","[11180439.29701378, 2560092.07188053, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
387,857.2757212071497,857.6249347383098,return_cruise,"[11180439.29701378, 2560092.07188053, 273.0566101074219]","[11180437.130397357, 2560087.3027565437, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
388,857.6249347383098,858.4065725707737,return_cruise,"[11180437.130397357, 2560087.3027565437, 273.0566101074219]","[11180432.280902095, 2560076.6281193863, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
389,858.4065725707737,859.1882104032377,return_cruise,"[11180432.280902095, 2560076.6281193863, 273.0566101074219]","[11180427.431406828, 2560065.953482229, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
390,859.1882104032377,860.3190617668328,return_cruise,"[11180427.431406828, 2560065.953482229, 273.0566101074219]","[11180420.415295143, 2560050.5097210854, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
391,860.3190617668328,861.4499131304278,return_cruise,"[11180420.415295143, 2560050.5097210854, 273.0566101074219]","[11180413.399183452, 2560035.065959942, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
392,861.4499131304278,861.8286123580303,return_cruise,"[11180413.399183452, 2560035.065959942, 273.0566101074219]","[11180411.04962969, 2560029.894156994, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
393,861.8286123580303,862.2073115856329,return_cruise,"[11180411.04962969, 2560029.894156994, 273.0566101074219]","[11180408.700075926, 2560024.7223540456, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
394,862.2073115856329,862.9594637216254,return_cruise,"[11180408.700075926, 2560024.7223540456, 273.0566101074219]","[11180404.033518003, 2560014.4503958505, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
395,862.9594637216254,863.7116158576181,return_cruise,"[11180404.033518003, 2560014.4503958505, 273.0566101074219]","[11180399.366960078, 2560004.1784376553, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
396,863.7116158576181,864.8424672212421,return_cruise,"[11180399.366960078, 2560004.1784376553, 273.0566101074219]","[11180392.35084839, 2559988.7346765115, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
397,864.8424672212421,865.9733185848662,return_cruise,"[11180392.35084839, 2559988.7346765115, 273.0566101074219]","[11180385.334736701, 2559973.2909153677, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
398,865.9733185848662,866.3815035091455,return_cruise,"[11180385.334736701, 2559973.2909153677, 273.0566101074219]","[11180382.802245598, 2559967.7164334543, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
399,866.3815035091455,866.7896884334249,return_cruise,"[11180382.802245598, 2559967.7164334543, 273.0566101074219]","[11180380.269754494, 2559962.1419515414, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
400,866.7896884334249,867.5123548727407,return_cruise,"[11180380.269754494, 2559962.1419515414, 273.0566101074219]","[11180375.78613391, 2559952.272672311, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
401,867.5123548727407,868.2350213120566,return_cruise,"[11180375.78613391, 2559952.272672311, 273.0566101074219]","[11180371.302513326, 2559942.403393081, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
402,868.2350213120566,869.3658726756661,return_cruise,"[11180371.302513326, 2559942.403393081, 273.0566101074219]","[11180364.286401637, 2559926.959631937, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
403,869.3658726756661,870.4967240392757,return_cruise,"[11180364.286401637, 2559926.959631937, 273.0566101074219]","[11180357.270289948, 2559911.5158707937, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
404,870.4967240392757,870.9343946600119,return_cruise,"[11180357.270289948, 2559911.5158707937, 273.0566101074219]","[11180354.554861505, 2559905.538709919, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
405,870.9343946600119,871.3720652807481,return_cruise,"[11180354.554861505, 2559905.538709919, 273.0566101074219]","[11180351.839433063, 2559899.561549043, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
406,871.3720652807481,872.0652460236215,return_cruise,"[11180351.839433063, 2559899.561549043, 273.0566101074219]","[11180347.538749818, 2559890.0949487747, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
407,872.0652460236215,872.758426766495,return_cruise,"[11180347.538749818, 2559890.0949487747, 273.0566101074219]","[11180343.238066573, 2559880.6283485065, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
408,872.758426766495,873.88927813009,return_cruise,"[11180343.238066573, 2559880.6283485065, 273.0566101074219]","[11180336.221954884, 2559865.184587363, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
