interval_id,t_start,t_end,phase,start_xyz,end_xyz,crossed_dem_cells,partition_reason
136,160.2794413079164,160.9431363543474,cruise,"[11180319.291365726, 2559827.917225239, 273.0566101074219]","[11180323.409111632, 2559836.981146545, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
137,160.9431363543474,161.41029267154042,cruise,"[11180323.409111632, 2559836.981146545, 273.0566101074219]","[11180326.307477415, 2559843.3609863827, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
138,161.41029267154042,161.87744898873345,cruise,"[11180326.307477415, 2559843.3609863827, 273.0566101074219]","[11180329.205843197, 2559849.74082622, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
139,161.87744898873345,163.00830035232855,cruise,"[11180329.205843197, 2559849.74082622, 273.0566101074219]","[11180336.221954884, 2559865.184587363, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
140,163.00830035232855,164.13915171592362,cruise,"[11180336.221954884, 2559865.184587363, 273.0566101074219]","[11180343.238066573, 2559880.6283485065, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
141,164.13915171592362,164.83233245879703,cruise,"[11180343.238066573, 2559880.6283485065, 273.0566101074219]","[11180347.538749818, 2559890.0949487747, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
142,164.83233245879703,165.52551320167044,cruise,"[11180347.538749818, 2559890.0949487747, 273.0566101074219]","[11180351.839433063, 2559899.561549043, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
143,165.52551320167044,165.9631838224066,cruise,"[11180351.839433063, 2559899.561549043, 273.0566101074219]","[11180354.554861505, 2559905.538709919, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
144,165.9631838224066,166.40085444314278,cruise,"[11180354.554861505, 2559905.538709919, 273.0566101074219]","[11180357.270289948, 2559911.5158707937, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
145,166.40085444314278,167.53170580675234,cruise,"[11180357.270289948, 2559911.5158707937, 273.0566101074219]","[11180364.286401637, 2559926.959631937, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
146,167.53170580675234,168.66255717036188,cruise,"[11180364.286401637, 2559926.959631937, 273.0566101074219]","[11180371.302513326, 2559942.403393081, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
147,168.66255717036188,169.3852236096777,cruise,"[11180371.302513326, 2559942.403393081, 273.0566101074219]","[11180375.78613391, 2559952.272672311, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
148,169.3852236096777,170.1078900489935,cruise,"[11180375.78613391, 2559952.272672311, 273.0566101074219]","[11180380.269754494, 2559962.1419515414, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
149,170.1078900489935,170.51607497327282,cruise,"[11180380.269754494, 2559962.1419515414, 273.0566101074219]","[11180382.802245598, 2559967.7164334543, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
150,170.51607497327282,170.92425989755213,cruise,"[11180382.802245598, 2559967.7164334543, 273.0566101074219]","[11180385.334736701, 2559973.2909153677, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
151,170.92425989755213,172.05511126117614,cruise,"[11180385.334736701, 2559973.2909153677, 273.0566101074219]","[11180392.35084839, 2559988.7346765115, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
152,172.05511126117614,173.18596262480017,cruise,"[11180392.35084839, 2559988.7346765115, 273.0566101074219]","[11180399.366960078, 2560004.1784376553, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
153,173.18596262480017,173.9381147607928,cruise,"[11180399.366960078, 2560004.1784376553, 273.0566101074219]","[11180404.033518003, 2560014.4503958505, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
154,173.9381147607928,174.69026689678543,cruise,"[11180404.033518003, 2560014.4503958505, 273.0566101074219]","[11180408.700075926, 2560024.7223540456, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
155,174.69026689678543,175.0689661243879,cruise,"[11180408.700075926, 2560024.7223540456, 273.0566101074219]","[11180411.04962969, 2560029.894156994, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
156,175.0689661243879,175.4476653519904,cruise,"[11180411.04962969, 2560029.894156994, 273.0566101074219]","[11180413.399183452, 2560035.065959942, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
157,175.4476653519904,176.5785167155855,cruise,"[11180413.399183452, 2560035.065959942, 273.0566101074219]","[11180420.415295143, 2560050.5097210854, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
158,176.5785167155855,177.7093680791806,cruise,"[11180420.415295143, 2560050.5097210854, 273.0566101074219]","[11180427.431406828, 2560065.953482229, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
159,177.7093680791806,178.49100591164455,cruise,"[11180427.431406828, 2560065.953482229, 273.0566101074219]","[11180432.280902095, 2560076.6281193863, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
160,178.49100591164455,179.2726437441085,cruise,"[11180432.280902095, 2560076.6281193863, 273.0566101074219]","[11180437.130397357, 2560087.3027565437, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
161,179.2726437441085,179.62185727526858,cruise,"[11180437.130397357, 2560087.3027565437, 273.0566101074219]","[11180439.29701378, 2560092.07188053, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
162,179.62185727526858,179.97107080642866,cruise,"[11180439.29701378, 2560092.07188053, 273.0566101074219]","[11180441.463630205, 2560096.8410045165, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
163,179.97107080642866,181.10192217002376,cruise,"[11180441.463630205, 2560096.8410045165, 273.0566101074219]","[11180448.479741894, 2560112.28476566, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
164,181.10192217002376,182.23277353361885,cruise,"[11180448.479741894, 2560112.28476566, 273.0566101074219]","[11180455.495853582, 2560127.728526803, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
165,182.23277353361885,183.04389706252522,cruise,"[11180455.495853582, 2560127.728526803, 273.0566101074219]","[11180460.528286185, 2560138.8058429225, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
166,183.04389706252522,183.85502059143158,cruise,"[11180460.528286185, 2560138.8058429225, 273.0566101074219]","[11180465.560718788, 2560149.8831590414, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
167,183.85502059143158,184.17474842613478,cruise,"[11180465.560718788, 2560149.8831590414, 273.0566101074219]","[11180467.544397872, 2560154.2496040654, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
168,184.17474842613478,184.494476260838,cruise,"[11180467.544397872, 2560154.2496040654, 273.0566101074219]","[11180469.52807696, 2560158.6160490904, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
169,184.494476260838,185.62532762444758,cruise,"[11180469.52807696, 2560158.6160490904, 273.0566101074219]","[11180476.544188645, 2560174.0598102342, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
170,185.62532762444758,186.75617898805712,cruise,"[11180476.544188645, 2560174.0598102342, 273.0566101074219]","[11180483.560300333, 2560189.5035713776, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
171,186.75617898805712,187.5967882136403,cruise,"[11180483.560300333, 2560189.5035713776, 273.0566101074219]","[11180488.775670279, 2560200.9835664616, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
172,187.5967882136403,188.4373974392235,cruise,"[11180488.775670279, 2560200.9835664616, 273.0566101074219]","[11180493.991040222, 2560212.4635615456, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
173,188.4373974392235,188.72763957723544,cruise,"[11180493.991040222, 2560212.4635615456, 273.0566101074219]","[11180495.791781964, 2560216.427327605, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
174,188.72763957723544,189.01788171524737,cruise,"[11180495.791781964, 2560216.427327605, 273.0566101074219]","[11180497.59252371, 2560220.3910936643, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
175,189.01788171524737,190.14873307887137,cruise,"[11180497.59252371, 2560220.3910936643, 273.0566101074219]","[11180504.6086354, 2560235.834854808, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
176,190.14873307887137,191.2795844424954,cruise,"[11180504.6086354, 2560235.834854808, 273.0566101074219]","[11180511.624747086, 2560251.278615952, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
177,191.2795844424954,192.14967936452098,cruise,"[11180511.624747086, 2560251.278615952, 273.0566101074219]","[11180517.02305437, 2560263.161289998, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
178,192.14967936452098,193.01977428654655,cruise,"[11180517.02305437, 2560263.161289998, 273.0566101074219]","[11180522.421361651, 2560275.0439640437, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
179,193.01977428654655,193.28053072811608,cruise,"[11180522.421361651, 2560275.0439640437, 273.0566101074219]","[11180524.039166057, 2560278.605051141, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
180,193.28053072811608,193.5412871696856,cruise,"[11180524.039166057, 2560278.605051141, 273.0566101074219]","[11180525.656970462, 2560282.1661382387, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
181,193.5412871696856,194.6721385332807,cruise,"[11180525.656970462, 2560282.1661382387, 273.0566101074219]","[11180532.673082149, 2560297.609899382, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
182,194.6721385332807,195.8029898968758,cruise,"[11180532.673082149, 2560297.609899382, 273.0566101074219]","[11180539.68919384, 2560313.0536605255, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
183,195.8029898968758,196.7025705154899,cruise,"[11180539.68919384, 2560313.0536605255, 273.0566101074219]","[11180545.270438462, 2560325.339013535, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
184,196.7025705154899,197.60215113410402,cruise,"[11180545.270438462, 2560325.339013535, 273.0566101074219]","[11180550.851683084, 2560337.6243665447, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
185,197.60215113410402,197.8334218791139,cruise,"[11180550.851683084, 2560337.6243665447, 273.0566101074219]","[11180552.28655015, 2560340.7827746794, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
186,197.8334218791139,198.0646926241238,cruise,"[11180552.28655015, 2560340.7827746794, 273.0566101074219]","[11180553.721417215, 2560343.941182813, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
187,198.0646926241238,199.1955439877189,cruise,"[11180553.721417215, 2560343.941182813, 273.0566101074219]","[11180560.737528902, 2560359.384943957, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
188,199.1955439877189,200.326395351314,cruise,"[11180560.737528902, 2560359.384943957, 273.0566101074219]","[11180567.75364059, 2560374.8287051, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
189,200.326395351314,201.25546166648775,cruise,"[11180567.75364059, 2560374.8287051, 273.0566101074219]","[11180573.517822554, 2560387.516737073, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
190,201.25546166648775,202.1845279816615,cruise,"[11180573.517822554, 2560387.516737073, 273.0566101074219]","[11180579.282004517, 2560400.204769046, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
191,202.1845279816615,202.38631303008287,cruise,"[11180579.282004517, 2560400.204769046, 273.0566101074219]","[11180580.533934241, 2560402.9604982166, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
192,202.38631303008287,202.58809807850423,cruise,"[11180580.533934241, 2560402.9604982166, 273.0566101074219]","[11180581.785863966, 2560405.716227387, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
193,202.58809807850423,203.71894944212826,cruise,"[11180581.785863966, 2560405.716227387, 273.0566101074219]","[11180588.801975656, 2560421.1599885304, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
194,203.71894944212826,204.84980080575227,cruise,"[11180588.801975656, 2560421.1599885304, 273.0566101074219]","[11180595.818087343, 2560436.6037496747, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
195,204.84980080575227,205.8083528173684,cruise,"[11180595.818087343, 2560436.6037496747, 273.0566101074219]","[11180601.765206644, 2560449.694460609, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
196,205.8083528173684,206.7669048289845,cruise,"[11180601.765206644, 2560449.694460609, 273.0566101074219]","[11180607.712325947, 2560462.7851715437, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
197,206.7669048289845,206.9392041809635,cruise,"[11180607.712325947, 2560462.7851715437, 273.0566101074219]","[11180608.781318333, 2560465.1382217524, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
198,206.9392041809635,207.11150353294246,cruise,"[11180608.781318333, 2560465.1382217524, 273.0566101074219]","[11180609.850310719, 2560467.491271961, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
199,207.11150353294246,208.242354896552,cruise,"[11180609.850310719, 2560467.491271961, 273.0566101074219]","[11180616.866422407, 2560482.935033105, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
200,208.242354896552,209.37320626016157,cruise,"[11180616.866422407, 2560482.935033105, 273.0566101074219]","[11180623.882534096, 2560498.378794248, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
201,209.37320626016157,210.3612439683518,cruise,"[11180623.882534096, 2560498.378794248, 273.0566101074219]","[11180630.012590738, 2560511.8721841467, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
202,210.3612439683518,211.349281676542,cruise,"[11180630.012590738, 2560511.8721841467, 273.0566101074219]","[11180636.142647378, 2560525.3655740446, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
203,211.349281676542,211.49209533196134,cruise,"[11180636.142647378, 2560525.3655740446, 273.0566101074219]","[11180637.028702427, 2560527.31594529, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
204,211.49209533196134,211.63490898738067,cruise,"[11180637.028702427, 2560527.31594529, 273.0566101074219]","[11180637.914757472, 2560529.2663165354, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
205,211.63490898738067,212.76576035097577,cruise,"[11180637.914757472, 2560529.2663165354, 273.0566101074219]","[11180644.930869158, 2560544.710077679, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
206,212.76576035097577,213.89661171457087,cruise,"[11180644.930869158, 2560544.710077679, 273.0566101074219]","[11180651.946980847, 2560560.1538388226, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
207,213.89661171457087,214.91413511933513,cruise,"[11180651.946980847, 2560560.1538388226, 273.0566101074219]","[11180658.25997483, 2560574.049907684, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
208,214.91413511933513,215.93165852409942,cruise,"[11180658.25997483, 2560574.049907684, 273.0566101074219]","[11180664.57296881, 2560587.945976546, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
209,215.93165852409942,216.04498648295913,cruise,"[11180664.57296881, 2560587.945976546, 273.0566101074219]","[11180665.276086519, 2560589.4936688277, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
210,216.04498648295913,216.15831444181887,cruise,"[11180665.276086519, 2560589.4936688277, 273.0566101074219]","[11180665.979204223, 2560591.0413611103, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
211,216.15831444181887,217.28916580541397,cruise,"[11180665.979204223, 2560591.0413611103, 273.0566101074219]","[11180672.995315911, 2560606.485122253, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
212,217.28916580541397,218.42001716900907,cruise,"[11180672.995315911, 2560606.485122253, 273.0566101074219]","[11180680.0114276, 2560621.928883397, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
213,218.42001716900907,219.46702627021577,cruise,"[11180680.0114276, 2560621.928883397, 273.0566101074219]","[11180686.50735892, 2560636.2276312206, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
214,219.46702627021577,220.51403537142244,cruise,"[11180686.50735892, 2560636.2276312206, 273.0566101074219]","[11180693.003290242, 2560650.5263790437, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
215,220.51403537142244,220.59787763381084,cruise,"[11180693.003290242, 2560650.5263790437, 273.0566101074219]","[11180693.523470609, 2560651.671392364, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
216,220.59787763381084,220.68171989619924,cruise,"[11180693.523470609, 2560651.671392364, 273.0566101074219]","[11180694.043650975, 2560652.8164056838, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
217,220.68171989619924,221.81257125982327,cruise,"[11180694.043650975, 2560652.8164056838, 273.0566101074219]","[11180701.059762662, 2560668.2601668276, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
218,221.81257125982327,222.94342262344728,cruise,"[11180701.059762662, 2560668.2601668276, 273.0566101074219]","[11180708.075874353, 2560683.703927971, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
219,222.94342262344728,224.0199174212136,cruise,"[11180708.075874353, 2560683.703927971, 273.0566101074219]","[11180714.754743012, 2560698.4053547583, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
220,224.0199174212136,225.0964122189799,cruise,"[11180714.754743012, 2560698.4053547583, 273.0566101074219]","[11180721.433611674, 2560713.106781545, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
221,225.0964122189799,225.15076878480872,cruise,"[11180721.433611674, 2560713.106781545, 273.0566101074219]","[11180721.7708547, 2560713.8491159016, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
222,225.15076878480872,225.20512535063753,cruise,"[11180721.7708547, 2560713.8491159016, 273.0566101074219]","[11180722.108097728, 2560714.591450258, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
223,225.20512535063753,226.33597671424707,cruise,"[11180722.108097728, 2560714.591450258, 273.0566101074219]","[11180729.124209415, 2560730.0352114015, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
224,226.33597671424707,227.46682807785663,cruise,"[11180729.124209415, 2560730.0352114015, 273.0566101074219]","[11180736.140321104, 2560745.4789725454, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
225,227.46682807785663,228.572808572197,cruise,"[11180736.140321104, 2560745.4789725454, 273.0566101074219]","[11180743.002127104, 2560760.583078296, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
226,228.572808572197,229.67878906653738,cruise,"[11180743.002127104, 2560760.583078296, 273.0566101074219]","[11180749.863933105, 2560775.687184046, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
227,229.67878906653738,229.70365993580657,cruise,"[11180749.863933105, 2560775.687184046, 273.0566101074219]","[11180750.018238794, 2560776.0268394393, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
228,229.70365993580657,229.72853080507574,cruise,"[11180750.018238794, 2560776.0268394393, 273.0566101074219]","[11180750.17254448, 2560776.3664948326, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
229,229.72853080507574,230.85938216867083,cruise,"[11180750.17254448, 2560776.3664948326, 273.0566101074219]","[11180757.18865617, 2560791.810255976, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
230,230.85938216867083,231.99023353226593,cruise,"[11180757.18865617, 2560791.810255976, 273.0566101074219]","[11180764.204767855, 2560807.254017119, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
231,231.99023353226593,233.12108489588994,cruise,"[11180764.204767855, 2560807.254017119, 273.0566101074219]","[11180771.220879544, 2560822.697778263, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
232,233.12108489588994,234.25193625951394,cruise,"[11180771.220879544, 2560822.697778263, 273.0566101074219]","[11180778.236991232, 2560838.1415394065, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
233,234.25193625951394,234.25655108668715,cruise,"[11180778.236991232, 2560838.1415394065, 273.0566101074219]","[11180778.265622884, 2560838.2045629756, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
234,234.25655108668715,234.2611659138604,cruise,"[11180778.265622884, 2560838.2045629756, 273.0566101074219]","[11180778.294254538, 2560838.267586544, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
235,234.2611659138604,235.38740245028228,cruise,"[11180778.294254538, 2560838.267586544, 273.0566101074219]","[11180785.281734573, 2560853.648324119, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
236,235.38740245028228,236.51363898670417,cruise,"[11180785.281734573, 2560853.648324119, 273.0566101074219]","[11180792.26921461, 2560869.0290616937, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
237,236.51363898670417,237.64449035029924,cruise,"[11180792.26921461, 2560869.0290616937, 273.0566101074219]","[11180799.285326296, 2560884.4728228366, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
238,237.64449035029924,238.77534171389433,cruise,"[11180799.285326296, 2560884.4728228366, 273.0566101074219]","[11180806.301437985, 2560899.9165839804, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
239,238.77534171389433,238.8094422376561,cruise,"[11180806.301437985, 2560899.9165839804, 273.0566101074219]","[11180806.513006976, 2560900.3822865128, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
240,238.8094422376561,238.84354276141784,cruise,"[11180806.513006976, 2560900.3822865128, 273.0566101074219]","[11180806.724575968, 2560900.8479890455, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
241,238.84354276141784,239.9402936012801,cruise,"[11180806.724575968, 2560900.8479890455, 273.0566101074219]","[11180813.529118665, 2560915.8260476566, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
242,239.9402936012801,241.03704444114237,cruise,"[11180813.529118665, 2560915.8260476566, 273.0566101074219]","[11180820.333661359, 2560930.804106268, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
243,241.03704444114237,242.16789580473747,cruise,"[11180820.333661359, 2560930.804106268, 273.0566101074219]","[11180827.34977305, 2560946.2478674115, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
244,242.16789580473747,243.29874716833257,cruise,"[11180827.34977305, 2560946.2478674115, 273.0566101074219]","[11180834.365884736, 2560961.691628555, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
245,243.29874716833257,243.36233338865392,cruise,"[11180834.365884736, 2560961.691628555, 273.0566101074219]","[11180834.760391068, 2560962.560010051, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
246,243.36233338865392,243.4259196089753,cruise,"[11180834.760391068, 2560962.560010051, 273.0566101074219]","[11180835.154897401, 2560963.4283915465, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
247,243.4259196089753,244.4931847522635,cruise,"[11180835.154897401, 2560963.4283915465, 273.0566101074219]","[11180841.776502758, 2560978.0037711943, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
248,244.4931847522635,245.56044989555167,cruise,"[11180841.776502758, 2560978.0037711943, 273.0566101074219]","[11180848.398108112, 2560992.579150842, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
249,245.56044989555167,246.69130125916124,cruise,"[11180848.398108112, 2560992.579150842, 273.0566101074219]","[11180855.4142198, 2561008.0229119854, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
250,246.69130125916124,247.82215262277077,cruise,"[11180855.4142198, 2561008.0229119854, 273.0566101074219]","[11180862.43033149, 2561023.4666731292, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
251,247.82215262277077,247.91522453953456,cruise,"[11180862.43033149, 2561023.4666731292, 273.0566101074219]","[11180863.007775161, 2561024.7377335867, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
252,247.91522453953456,248.00829645629832,cruise,"[11180863.007775161, 2561024.7377335867, 273.0566101074219]","[11180863.585218832, 2561026.008794044, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
253,248.00829645629832,249.04607590312966,cruise,"[11180863.585218832, 2561026.008794044, 273.0566101074219]","[11180870.023886848, 2561040.18149473, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
254,249.04607590312966,250.083855349961,cruise,"[11180870.023886848, 2561040.18149473, 273.0566101074219]","[11180876.462554866, 2561054.354195416, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
255,250.083855349961,251.21470671357056,cruise,"[11180876.462554866, 2561054.354195416, 273.0566101074219]","[11180883.478666551, 2561069.79795656, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
256,251.21470671357056,252.34555807718013,cruise,"[11180883.478666551, 2561069.79795656, 273.0566101074219]","[11180890.49477824, 2561085.241717703, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
257,252.34555807718013,252.46811569051795,cruise,"[11180890.49477824, 2561085.241717703, 273.0566101074219]","[11180891.255159253, 2561086.9154571244, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
258,252.46811569051795,252.5906733038558,cruise,"[11180891.255159253, 2561086.9154571244, 273.0566101074219]","[11180892.015540263, 2561088.589196545, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
259,252.5906733038558,253.5989670541275,cruise,"[11180892.015540263, 2561088.589196545, 273.0566101074219]","[11180898.27127094, 2561102.3592182677, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
260,253.5989670541275,254.60726080439923,cruise,"[11180898.27127094, 2561102.3592182677, 273.0566101074219]","[11180904.527001617, 2561116.1292399904, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
261,254.60726080439923,255.7381121679943,cruise,"[11180904.527001617, 2561116.1292399904, 273.0566101074219]","[11180911.543113306, 2561131.5730011337, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
262,255.7381121679943,256.86896353158943,cruise,"[11180911.543113306, 2561131.5730011337, 273.0566101074219]","[11180918.559224993, 2561147.016762277, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
263,256.86896353158943,257.02100684150133,cruise,"[11180918.559224993, 2561147.016762277, 273.0566101074219]","[11180919.502543343, 2561149.0931806616, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
264,257.02100684150133,257.17305015141324,cruise,"[11180919.502543343, 2561149.0931806616, 273.0566101074219]","[11180920.445861695, 2561151.169599047, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
265,257.17305015141324,258.15185820512534,cruise,"[11180920.445861695, 2561151.169599047, 273.0566101074219]","[11180926.518655032, 2561164.5369418054, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
266,258.15185820512534,259.13066625883744,cruise,"[11180926.518655032, 2561164.5369418054, 273.0566101074219]","[11180932.591448369, 2561177.904284565, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
267,259.13066625883744,260.26151762243256,cruise,"[11180932.591448369, 2561177.904284565, 273.0566101074219]","[11180939.607560057, 2561193.348045708, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
268,260.26151762243256,261.3923689860277,cruise,"[11180939.607560057, 2561193.348045708, 273.0566101074219]","[11180946.623671746, 2561208.7918068515, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
269,261.3923689860277,261.573897992382,cruise,"[11180946.623671746, 2561208.7918068515, 273.0566101074219]","[11180947.749927435, 2561211.2709041983, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
270,261.573897992382,261.7554269987363,cruise,"[11180947.749927435, 2561211.2709041983, 273.0566101074219]","[11180948.876183126, 2561213.7500015446, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
271,261.7554269987363,262.0643708458029,cruise,"[11180948.876183126, 2561213.7500015446, 273.0566101074219]","[11180950.792955397, 2561217.969172281, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
272,262.0643708458029,262.3733146928695,cruise,"[11180950.792955397, 2561217.969172281, 273.0566101074219]","[11180952.709727667, 2561222.188343018, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
273,262.3733146928695,306.9016197465804,descent,"[11180952.709727667, 2561222.188343018, 273.0566101074219]","[11180952.709727667, 2561222.188343018, 184.0]",3,phase_transition+DEM_route_cell_boundary
