x,y,altitude,AGL,terrain_elevation_m,access_margin,backhaul_margin,joint_margin,block_id,interval_start,interval_end,dem_legal,height_legal,candidate_source,seed,stage
109.22179945,23.0440104,384.017822265625,100.0,284.017822265625,-6.213629794260157,3.771676167306211,-6.213629794260157,1,411.7364440917969,952.3754238124606,True,True,frozen_pipeline_9_xy_offsets_x_6_agl,,
109.2217777777778,23.06410555555556,259.0332336425781,0.0,259.0332336425781,0.1459249694334516,0.0248834512609903,0.0248834512609903,2,952.3754238124606,993.1791567226168,True,True,,404.0,local_refinement
109.2217777777778,23.06410555555556,259.0332336425781,0.0,259.0332336425781,0.1459249694334516,0.0248834512609903,0.0248834512609903,3,1023.1791567226168,1057.1822674810803,True,True,,404.0,local_refinement
109.22179945,23.0440104,384.017822265625,100.0,284.017822265625,-6.213629794260157,3.771676167306211,-6.213629794260157,4,1057.1822674810803,1597.8063757169753,True,True,frozen_pipeline_9_xy_offsets_x_6_agl,,
