box_id,task_id,arrival_time,completion_time,hard_deadline,late_flag,lateness,source_function
S001-MED-01,K23-001,696.9016197465805,984.9016197465805,3600.0,False,0.0,eval_A.deadline_A
S001-MED-02,K23-001,696.9016197465805,984.9016197465805,3600.0,False,0.0,eval_A.deadline_A
S001-WAT-01,K23-001,696.9016197465805,984.9016197465805,3600.0,False,0.0,eval_A.deadline_A
S002-MED-01,K23-002,1092.930586707283,1488.930586707283,3600.0,False,0.0,eval_A.deadline_A
S002-WAT-01,K23-002,1092.930586707283,1488.930586707283,3600.0,False,0.0,eval_A.deadline_A
S002-WAT-02,K23-002,1092.930586707283,1488.930586707283,,False,0.0,eval_A.deadline_A
S002-WAT-03,K23-002,1092.930586707283,1488.930586707283,,False,0.0,eval_A.deadline_A
S002-WAT-04,K23-002,1092.930586707283,1488.930586707283,,False,0.0,eval_A.deadline_A
S002-FOD-01,K23-002,1092.930586707283,1488.930586707283,,False,0.0,eval_A.deadline_A
S006-MED-01,K23-003,2020.5095578531445,2308.5095578531445,3600.0,False,0.0,eval_A.deadline_A
S006-WAT-01,K23-003,2020.5095578531445,2308.5095578531445,3600.0,False,0.0,eval_A.deadline_A
S006-WAT-02,K23-003,2020.5095578531445,2308.5095578531445,,False,0.0,eval_A.deadline_A
S007-MED-01,K23-004,3098.7594931080507,3458.7594931080507,3600.0,False,0.0,eval_A.deadline_A
S007-WAT-01,K23-004,3098.7594931080507,3458.7594931080507,3600.0,False,0.0,eval_A.deadline_A
S007-WAT-02,K23-004,3098.7594931080507,3458.7594931080507,,False,0.0,eval_A.deadline_A
S007-FOD-01,K23-004,3098.7594931080507,3458.7594931080507,,False,0.0,eval_A.deadline_A
S007-HYG-01,K23-004,3098.7594931080507,3458.7594931080507,,False,0.0,eval_A.deadline_A
S010-MED-01,K23-005,844.8348215935089,1084.8348215935089,3600.0,False,0.0,eval_A.deadline_A
S010-WAT-01,K23-005,844.8348215935089,1084.8348215935089,3600.0,False,0.0,eval_A.deadline_A
S010-FOD-01,K23-005,844.8348215935089,1084.8348215935089,,False,0.0,eval_A.deadline_A
S012-MED-01,K23-006,1031.8746695035416,1271.8746695035416,3600.0,False,0.0,eval_A.deadline_A
S012-WAT-01,K23-006,1031.8746695035416,1271.8746695035416,3600.0,False,0.0,eval_A.deadline_A
S012-FOD-01,K23-006,1031.8746695035416,1271.8746695035416,,False,0.0,eval_A.deadline_A
S013-MED-01,K23-007,2377.349918549454,2617.349918549454,3600.0,False,0.0,eval_A.deadline_A
S013-WAT-01,K23-007,2377.349918549454,2617.349918549454,3600.0,False,0.0,eval_A.deadline_A
S013-FOD-01,K23-007,2377.349918549454,2617.349918549454,,False,0.0,eval_A.deadline_A
S014-MED-01,K23-008,2925.740841018609,3165.740841018609,3600.0,False,0.0,eval_A.deadline_A
S014-WAT-01,K23-008,2925.740841018609,3165.740841018609,3600.0,False,0.0,eval_A.deadline_A
S014-FOD-01,K23-008,2925.740841018609,3165.740841018609,,False,0.0,eval_A.deadline_A
S003-MED-01,K23-009,3928.950564971892,4324.950564971892,7200.0,False,0.0,eval_A.deadline_A
S003-WAT-01,K23-009,3928.950564971892,4324.950564971892,7200.0,False,0.0,eval_A.deadline_A
S003-WAT-02,K23-009,3928.950564971892,4324.950564971892,,False,0.0,eval_A.deadline_A
S003-WAT-03,K23-009,3928.950564971892,4324.950564971892,,False,0.0,eval_A.deadline_A
S003-WAT-04,K23-009,3928.950564971892,4324.950564971892,,False,0.0,eval_A.deadline_A
S003-FOD-01,K23-009,3928.950564971892,4324.950564971892,,False,0.0,eval_A.deadline_A
S004-MED-01,K23-010,5191.266238296924,5479.266238296924,7200.0,False,0.0,eval_A.deadline_A
S004-WAT-01,K23-010,5191.266238296924,5479.266238296924,7200.0,False,0.0,eval_A.deadline_A
S004-WAT-02,K23-010,5191.266238296924,5479.266238296924,,False,0.0,eval_A.deadline_A
S008-MED-01,K23-011,6255.166899547964,6615.166899547964,7200.0,False,0.0,eval_A.deadline_A
S008-WAT-01,K23-011,6255.166899547964,6615.166899547964,7200.0,False,0.0,eval_A.deadline_A
S008-WAT-02,K23-011,6255.166899547964,6615.166899547964,,False,0.0,eval_A.deadline_A
S008-FOD-01,K23-011,6255.166899547964,6615.166899547964,,False,0.0,eval_A.deadline_A
S008-HYG-01,K23-011,6255.166899547964,6615.166899547964,,False,0.0,eval_A.deadline_A
S015-MED-01,K23-012,4043.289983390553,4283.289983390553,7200.0,False,0.0,eval_A.deadline_A
S015-WAT-01,K23-012,4043.289983390553,4283.289983390553,10800.0,False,0.0,eval_A.deadline_A
S015-FOD-01,K23-012,4043.289983390553,4283.289983390553,,False,0.0,eval_A.deadline_A
S005-MED-01,K23-013,7087.548186305997,7375.548186305997,10800.0,False,0.0,eval_A.deadline_A
S005-WAT-01,K23-013,7087.548186305997,7375.548186305997,10800.0,False,0.0,eval_A.deadline_A
S005-WAT-02,K23-013,7087.548186305997,7375.548186305997,,False,0.0,eval_A.deadline_A
S009-MED-01,K23-014,4644.470390297258,4884.470390297258,10800.0,False,0.0,eval_A.deadline_A
S009-WAT-01,K23-014,4644.470390297258,4884.470390297258,10800.0,False,0.0,eval_A.deadline_A
S009-FOD-01,K23-014,4644.470390297258,4884.470390297258,,False,0.0,eval_A.deadline_A
S011-MED-01,K23-015,5561.667554515361,5801.667554515361,10800.0,False,0.0,eval_A.deadline_A
S011-WAT-01,K23-015,5561.667554515361,5801.667554515361,10800.0,False,0.0,eval_A.deadline_A
S011-FOD-01,K23-015,5561.667554515361,5801.667554515361,,False,0.0,eval_A.deadline_A
S001-WAT-06,K23-016,8388.11335760745,8712.11335760745,,False,0.0,eval_A.deadline_A
S001-WAT-07,K23-016,8388.11335760745,8712.11335760745,,False,0.0,eval_A.deadline_A
S001-WAT-08,K23-016,8388.11335760745,8712.11335760745,,False,0.0,eval_A.deadline_A
S001-FOD-01,K23-016,8388.11335760745,8712.11335760745,,False,0.0,eval_A.deadline_A
S001-FOD-02,K23-017,9186.58153516448,9510.58153516448,,False,0.0,eval_A.deadline_A
S001-FOD-03,K23-017,9186.58153516448,9510.58153516448,,False,0.0,eval_A.deadline_A
S001-HYG-01,K23-017,9186.58153516448,9510.58153516448,,False,0.0,eval_A.deadline_A
S001-HYG-02,K23-017,9186.58153516448,9510.58153516448,,False,0.0,eval_A.deadline_A
S001-WAT-02,K23-018,10420.763581504947,10744.763581504947,,False,0.0,eval_A.deadline_A
S001-WAT-03,K23-018,10420.763581504947,10744.763581504947,,False,0.0,eval_A.deadline_A
S001-WAT-04,K23-018,10420.763581504947,10744.763581504947,,False,0.0,eval_A.deadline_A
S001-WAT-05,K23-018,10420.763581504947,10744.763581504947,,False,0.0,eval_A.deadline_A
S002-FOD-02,K23-019,6337.203448547698,6547.203448547698,,False,0.0,eval_A.deadline_A
S002-HYG-01,K23-019,6337.203448547698,6547.203448547698,,False,0.0,eval_A.deadline_A
S003-FOD-02,K23-020,7640.920580821427,7850.920580821427,,False,0.0,eval_A.deadline_A
S003-HYG-01,K23-020,7640.920580821427,7850.920580821427,,False,0.0,eval_A.deadline_A
S004-WAT-03,K23-021,10922.677142952043,11210.677142952043,,False,0.0,eval_A.deadline_A
S004-FOD-01,K23-021,10922.677142952043,11210.677142952043,,False,0.0,eval_A.deadline_A
S004-HYG-01,K23-021,10922.677142952043,11210.677142952043,,False,0.0,eval_A.deadline_A
S005-WAT-03,K23-022,11945.953161219617,12233.953161219617,,False,0.0,eval_A.deadline_A
S005-FOD-01,K23-022,11945.953161219617,12233.953161219617,,False,0.0,eval_A.deadline_A
