block_id,block_start,block_end,relay_id,hover_x,hover_y,altitude,access_margin,backhaul_margin,prepare_start,link_ready,service_start,service_end,relocation_or_return,energy,pass
1,932.959211783449,1782.7789683566439,R01,109.22187654892775,23.043006944444443,332.9689178466797,-6.448668979438793,4.016581020687937,460.46041674816496,932.959211783449,932.959211783449,1782.7789683566439,return_end=2045.278;busy_end=2345.278,0.42789679379816903,False
