candidate_id,case,route,visit_order,box_set,drone_type,hard_deadline_ok,transport_energy_ok,payload_ok,reserve_ok,communication_geometry_pass,worst_joint_margin,relay_status,relay_chain_ok,component_ok,relay_resource_status,route_feasible,failure_stage,relay_energy_kwh,transport_energy_kwh,total_energy_kwh,makespan_s,relay_blocks
SINGLE_0001,SINGLE,O01->S008->O01,S008,"[""S008-MED-01""]",B,True,True,True,True,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,COMMUNICATION_GEOMETRY,,2.421111265634706,,1695.8901086271314,4
SINGLE_0002,SINGLE,O01->S008->O01,S008,"[""S008-MED-01""]",C,True,True,True,True,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,COMMUNICATION_GEOMETRY,,5.094881903980963,,1759.7598860522617,4
SINGLE_0003,SINGLE,O01->S008->O01,S008,"[""S008-MED-01"", ""S008-WAT-01""]",B,True,True,True,True,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,COMMUNICATION_GEOMETRY,,2.6773638274401668,,1755.8901086271317,4
SINGLE_0004,SINGLE,O01->S008->O01,S008,"[""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,True,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,COMMUNICATION_GEOMETRY,,5.237024013235998,,1825.7598860522617,4
SINGLE_0005,SINGLE,O01->S008->O01,S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",B,True,False,False,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,PAYLOAD_VOLUME,,3.300064134084495,,1815.890108627132,4
SINGLE_0006,SINGLE,O01->S008->O01,S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,True,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,COMMUNICATION_GEOMETRY,,5.48355057137716,,1891.7598860522617,4
SINGLE_0007,SINGLE,O01->S008->O01,S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",B,True,False,False,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,PAYLOAD_VOLUME,,3.31305682300992,,1935.890108627132,4
SINGLE_0008,SINGLE,O01->S008->O01,S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,True,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,COMMUNICATION_GEOMETRY,,5.8575071774605485,,2023.7598860522617,4
