interval_id,block_id,start_time,end_time,best_x,best_y,best_altitude,best_AGL,best_access_margin,best_backhaul_margin,best_joint_margin,dem_legal,height_legal,interval_feasible
B1-P1,1,411.7364440917969,952.3754238124606,109.22179945,23.0440104,384.017822265625,100.0,-6.213629794260157,3.771676167306211,-6.213629794260157,True,True,False
B4-P1,4,1057.1822674810803,1597.8063757169753,109.22179945,23.0440104,384.017822265625,100.0,-6.213629794260157,3.771676167306211,-6.213629794260157,True,True,False
