interval_id,t_start,t_end,phase,dem_cells,distance_max_method,distance_max_km,fspl_upper_bound,obstacle_loss_db,path_loss_upper_bound,threshold,margin_lower_bound,los_clearance_lower_bound,los_state_known,continuous_certified
16,69.221618288836,69.29559940460445,cruise,3,endpoints,0.20904945034578232,86.4592054341605,10.0,96.4592054341605,122.0,25.540794565839505,18.974459838867176,True,True
17,69.29559940460445,70.3524696524311,cruise,3,endpoints,0.22193973059294686,86.97892592463644,10.0,96.97892592463644,122.0,25.021074075363558,18.974459838867176,True,True
18,70.3524696524311,71.40933990025775,cruise,3,endpoints,0.2351923765037557,87.4826896435378,10.0,97.4826896435378,122.0,24.517310356462204,18.974459838867176,True,True
19,71.40933990025775,72.54019126385285,cruise,3,endpoints,0.24970860426198466,88.00289497794473,10.0,98.00289497794473,122.0,23.997105022055266,18.974459838867176,True,True
20,72.54019126385285,73.67104262744795,cruise,3,endpoints,0.26451614559817765,88.50326854919442,10.0,98.50326854919442,122.0,23.496731450805584,18.974459838867176,True,True
21,73.67104262744795,73.77450943968772,cruise,3,endpoints,0.265883815318279,88.54806287594522,10.0,98.54806287594522,122.0,23.45193712405478,18.974459838867176,True,True
22,73.77450943968772,73.87797625192749,cruise,3,endpoints,0.26725349882845084,88.59269282649333,10.0,98.59269282649333,122.0,23.407307173506666,18.974459838867176,True,True
23,73.87797625192749,74.90536080331175,cruise,3,endpoints,0.28095681369982745,89.02701621359644,10.0,99.02701621359644,122.0,22.97298378640356,18.974459838867176,True,True
24,74.90536080331175,75.93274535469601,cruise,3,endpoints,0.29482878633308857,89.44562252755688,10.0,99.44562252755688,122.0,22.55437747244312,18.974459838867176,True,True
25,75.93274535469601,77.06359671829111,cruise,3,endpoints,0.3102657425165263,89.88890136058754,10.0,99.88890136058754,122.0,22.11109863941246,18.974459838867176,True,True
26,77.06359671829111,78.19444808188621,cruise,3,endpoints,0.325854445835451,90.31469784868294,10.0,100.31469784868294,122.0,21.68530215131706,18.974459838867176,True,True
27,78.19444808188621,78.3274005906856,cruise,3,endpoints,0.3276961534678887,90.3636517065867,10.0,100.3636517065867,122.0,21.636348293413306,18.974459838867176,True,True
28,78.3274005906856,78.46035309948499,cruise,3,endpoints,0.3295396372075578,90.41237801921879,10.0,100.41237801921879,122.0,21.587621980781208,18.974459838867176,True,True
29,78.46035309948499,79.45825195429516,cruise,3,endpoints,0.34343003121329035,90.77099022090799,10.0,100.77099022090799,122.0,21.22900977909201,18.974459838867176,True,True
30,79.45825195429516,80.45615080910534,cruise,3,endpoints,0.3574074861323724,91.11749773114062,10.0,101.11749773114062,122.0,20.882502268859383,18.974459838867176,True,True
