resource_id,task_id,busy_start,busy_end,phase
U07,K20-009,3637.283874621632,3748.935943713429,descent
U07,K20-009,3964.935943713429,4054.2575989868665,climb
U07,K20-009,4054.2575989868665,4538.285769855382,cruise
U07,K20-009,4538.285769855382,4755.337838947178,descent
U08,K20-010,4514.15961393188,4622.375280435786,climb
U08,K20-010,4622.375280435786,5138.754018842979,cruise
U08,K20-010,5138.754018842979,5223.7236019728625,descent
U08,K20-010,5439.7236019728625,5507.699268476768,climb
U08,K20-010,5507.699268476768,6024.075521729088,cruise
U08,K20-010,6024.075521729088,6159.345104858971,descent
U07,K20-011,5205.337838947178,5303.421571857334,climb
U07,K20-011,5303.421571857334,5844.060551577998,cruise
U07,K20-011,5844.060551577998,5895.0652177156935,descent
U07,K20-011,6075.0652177156935,6115.86895062585,climb
U07,K20-011,6115.86895062585,6656.493058861744,cruise
U07,K20-011,6656.493058861744,6779.097724999439,descent
U05,K20-012,3250.3648040614744,3398.397889185172,climb
U05,K20-012,3398.397889185172,3799.6982247250326,cruise
U05,K20-012,3799.6982247250326,3838.61792687347,descent
U05,K20-012,3928.61792687347,3961.0510119971677,climb
U05,K20-012,3961.0510119971677,4362.299195529888,cruise
U05,K20-012,4362.299195529888,4539.938897678325,descent
U08,K20-013,6639.345104858971,6718.829460327721,climb
U08,K20-013,6718.829460327721,7072.297620491124,cruise
U08,K20-013,7072.297620491124,7138.003064827061,descent
U08,K20-013,7354.003064827061,7406.567420295811,climb
U08,K20-013,7406.567420295811,7760.035277573854,cruise
U08,K20-013,7760.035277573854,7859.390721909792,descent
U06,K20-014,4024.4242169309764,4079.6005210488147,climb
U06,K20-014,4079.6005210488147,4461.124032590025,cruise
U06,K20-014,4461.124032590025,4486.415597531432,descent
U06,K20-014,4576.415597531432,4597.49190164927,climb
U06,K20-014,4597.49190164927,4978.992438963214,cruise
U06,K20-014,4978.992438963214,5045.204003904621,descent
U05,K20-015,4929.938897678325,4985.826149468689,climb
U05,K20-015,4985.826149468689,5173.638643842701,cruise
U05,K20-015,5173.638643842701,5206.943345991138,descent
U05,K20-015,5296.943345991138,5324.697264448169,climb
U05,K20-015,5324.697264448169,5512.504999726245,cruise
U05,K20-015,5512.504999726245,5579.569701874682,descent
U07,K20-016,7721.001230311342,7779.14387435431,climb
U07,K20-016,7779.14387435431,7983.3745450042115,cruise
U07,K20-016,7983.3745450042115,8027.9028500579225,descent
U07,K20-016,8171.9028500579225,8207.525494100892,climb
U07,K20-016,8207.525494100892,8411.749666413696,cruise
U07,K20-016,8411.749666413696,8484.427971467408,descent
U08,K20-017,9085.594811774532,9143.737455817502,climb
U08,K20-017,9143.737455817502,9347.968126467402,cruise
U08,K20-017,9347.968126467402,9392.496431521113,descent
U08,K20-017,9536.496431521113,9572.119075564082,climb
U08,K20-017,9572.119075564082,9776.343247876886,cruise
U08,K20-017,9776.343247876886,9849.021552930599,descent
U07,K20-018,9618.839252228338,9676.981896271307,climb
U07,K20-018,9676.981896271307,9881.212566921207,cruise
U07,K20-018,9881.212566921207,9925.740871974918,descent
U07,K20-018,10069.740871974918,10105.363516017887,climb
U07,K20-018,10105.363516017887,10309.587688330692,cruise
U07,K20-018,10309.587688330692,10382.265993384404,descent
U06,K20-019,5445.230886610049,5505.648971326847,climb
U06,K20-019,5505.648971326847,6001.350729298778,cruise
U06,K20-019,6001.350729298778,6037.132430958934,descent
U06,K20-019,6097.132430958934,6126.950515675731,climb
U06,K20-019,6126.950515675731,6622.619220087098,cruise
U06,K20-019,6622.619220087098,6695.120921747254,descent
U05,K20-020,6568.00967932314,6712.711058717671,climb
U05,K20-020,6712.711058717671,7196.826290159992,cruise
U05,K20-020,7196.826290159992,7286.147945433429,descent
U05,K20-020,7346.147945433429,7420.582658161295,climb
U05,K20-020,7420.582658161295,7904.610829029809,cruise
U05,K20-020,7904.610829029809,8078.252484303247,descent
