box_id,task_id,arrival_time,completion_time,hard_deadline,late_flag,lateness,source_function
S011-FOD-01,K20-015,5561.667554515361,5801.667554515361,,False,0.0,eval_A.deadline_A
S001-WAT-06,K20-016,8566.86762465624,8890.86762465624,,False,0.0,eval_A.deadline_A
S001-WAT-07,K20-016,8566.86762465624,8890.86762465624,,False,0.0,eval_A.deadline_A
S001-WAT-08,K20-016,8566.86762465624,8890.86762465624,,False,0.0,eval_A.deadline_A
S001-FOD-01,K20-016,8566.86762465624,8890.86762465624,,False,0.0,eval_A.deadline_A
S001-FOD-02,K20-017,9932.505710436542,10256.505710436542,,False,0.0,eval_A.deadline_A
S001-FOD-03,K20-017,9932.505710436542,10256.505710436542,,False,0.0,eval_A.deadline_A
S001-HYG-01,K20-017,9932.505710436542,10256.505710436542,,False,0.0,eval_A.deadline_A
S001-HYG-02,K20-017,9932.505710436542,10256.505710436542,,False,0.0,eval_A.deadline_A
S001-WAT-02,K20-018,10644.630281696709,10968.630281696709,,False,0.0,eval_A.deadline_A
S001-WAT-03,K20-018,10644.630281696709,10968.630281696709,,False,0.0,eval_A.deadline_A
S001-WAT-04,K20-018,10644.630281696709,10968.630281696709,,False,0.0,eval_A.deadline_A
S001-WAT-05,K20-018,10644.630281696709,10968.630281696709,,False,0.0,eval_A.deadline_A
S002-FOD-02,K20-019,6337.203448547698,6547.203448547698,,False,0.0,eval_A.deadline_A
S002-HYG-01,K20-019,6337.203448547698,6547.203448547698,,False,0.0,eval_A.deadline_A
S003-FOD-02,K20-020,7640.920580821427,7850.920580821427,,False,0.0,eval_A.deadline_A
S003-HYG-01,K20-020,7640.920580821427,7850.920580821427,,False,0.0,eval_A.deadline_A
