box_id,task_id,arrival_time,completion_time,hard_deadline,late_flag,lateness,source_function
S001-MED-01,K20-001,696.9016197465805,984.9016197465805,3600.0,False,0.0,eval_A.deadline_A
S001-MED-02,K20-001,696.9016197465805,984.9016197465805,3600.0,False,0.0,eval_A.deadline_A
S001-WAT-01,K20-001,696.9016197465805,984.9016197465805,3600.0,False,0.0,eval_A.deadline_A
S002-MED-01,K20-002,1092.930586707283,1488.930586707283,3600.0,False,0.0,eval_A.deadline_A
S002-WAT-01,K20-002,1092.930586707283,1488.930586707283,3600.0,False,0.0,eval_A.deadline_A
S002-WAT-02,K20-002,1092.930586707283,1488.930586707283,,False,0.0,eval_A.deadline_A
S002-WAT-03,K20-002,1092.930586707283,1488.930586707283,,False,0.0,eval_A.deadline_A
S002-WAT-04,K20-002,1092.930586707283,1488.930586707283,,False,0.0,eval_A.deadline_A
S002-FOD-01,K20-002,1092.930586707283,1488.930586707283,,False,0.0,eval_A.deadline_A
S006-MED-01,K20-003,2110.5095578531445,2506.5095578531445,3600.0,False,0.0,eval_A.deadline_A
S006-WAT-01,K20-003,2110.5095578531445,2506.5095578531445,3600.0,False,0.0,eval_A.deadline_A
S006-WAT-02,K20-003,2110.5095578531445,2506.5095578531445,,False,0.0,eval_A.deadline_A
S006-WAT-03,K20-003,2110.5095578531445,2506.5095578531445,,False,0.0,eval_A.deadline_A
S006-FOD-01,K20-003,2110.5095578531445,2506.5095578531445,,False,0.0,eval_A.deadline_A
S006-HYG-01,K20-003,2110.5095578531445,2506.5095578531445,,False,0.0,eval_A.deadline_A
S007-MED-01,K20-004,3098.7594931080507,3458.7594931080507,3600.0,False,0.0,eval_A.deadline_A
S007-WAT-01,K20-004,3098.7594931080507,3458.7594931080507,3600.0,False,0.0,eval_A.deadline_A
S007-WAT-02,K20-004,3098.7594931080507,3458.7594931080507,,False,0.0,eval_A.deadline_A
S007-FOD-01,K20-004,3098.7594931080507,3458.7594931080507,,False,0.0,eval_A.deadline_A
S007-HYG-01,K20-004,3098.7594931080507,3458.7594931080507,,False,0.0,eval_A.deadline_A
S010-MED-01,K20-005,844.8348215935089,1084.8348215935089,3600.0,False,0.0,eval_A.deadline_A
S010-WAT-01,K20-005,844.8348215935089,1084.8348215935089,3600.0,False,0.0,eval_A.deadline_A
S010-FOD-01,K20-005,844.8348215935089,1084.8348215935089,,False,0.0,eval_A.deadline_A
S012-MED-01,K20-006,1031.8746695035416,1271.8746695035416,3600.0,False,0.0,eval_A.deadline_A
S012-WAT-01,K20-006,1031.8746695035416,1271.8746695035416,3600.0,False,0.0,eval_A.deadline_A
S012-FOD-01,K20-006,1031.8746695035416,1271.8746695035416,,False,0.0,eval_A.deadline_A
S013-MED-01,K20-007,2377.349918549454,2617.349918549454,3600.0,False,0.0,eval_A.deadline_A
S013-WAT-01,K20-007,2377.349918549454,2617.349918549454,3600.0,False,0.0,eval_A.deadline_A
S013-FOD-01,K20-007,2377.349918549454,2617.349918549454,,False,0.0,eval_A.deadline_A
S014-MED-01,K20-008,2925.740841018609,3165.740841018609,3600.0,False,0.0,eval_A.deadline_A
S014-WAT-01,K20-008,2925.740841018609,3165.740841018609,3600.0,False,0.0,eval_A.deadline_A
S014-FOD-01,K20-008,2925.740841018609,3165.740841018609,,False,0.0,eval_A.deadline_A
S003-MED-01,K20-009,4107.704832020683,4503.704832020683,7200.0,False,0.0,eval_A.deadline_A
S003-WAT-01,K20-009,4107.704832020683,4503.704832020683,7200.0,False,0.0,eval_A.deadline_A
S003-WAT-02,K20-009,4107.704832020683,4503.704832020683,,False,0.0,eval_A.deadline_A
S003-WAT-03,K20-009,4107.704832020683,4503.704832020683,,False,0.0,eval_A.deadline_A
S003-WAT-04,K20-009,4107.704832020683,4503.704832020683,,False,0.0,eval_A.deadline_A
S003-FOD-01,K20-009,4107.704832020683,4503.704832020683,,False,0.0,eval_A.deadline_A
S004-MED-01,K20-010,5583.727289289827,5979.727289289827,7200.0,False,0.0,eval_A.deadline_A
S004-WAT-01,K20-010,5583.727289289827,5979.727289289827,7200.0,False,0.0,eval_A.deadline_A
S004-WAT-02,K20-010,5583.727289289827,5979.727289289827,,False,0.0,eval_A.deadline_A
S004-WAT-03,K20-010,5583.727289289827,5979.727289289827,,False,0.0,eval_A.deadline_A
S004-FOD-01,K20-010,5583.727289289827,5979.727289289827,,False,0.0,eval_A.deadline_A
S004-HYG-01,K20-010,5583.727289289827,5979.727289289827,,False,0.0,eval_A.deadline_A
S008-MED-01,K20-011,6433.921166596754,6793.921166596754,7200.0,False,0.0,eval_A.deadline_A
S008-WAT-01,K20-011,6433.921166596754,6793.921166596754,7200.0,False,0.0,eval_A.deadline_A
S008-WAT-02,K20-011,6433.921166596754,6793.921166596754,,False,0.0,eval_A.deadline_A
S008-FOD-01,K20-011,6433.921166596754,6793.921166596754,,False,0.0,eval_A.deadline_A
S008-HYG-01,K20-011,6433.921166596754,6793.921166596754,,False,0.0,eval_A.deadline_A
S015-MED-01,K20-012,4043.289983390553,4283.289983390553,7200.0,False,0.0,eval_A.deadline_A
S015-WAT-01,K20-012,4043.289983390553,4283.289983390553,10800.0,False,0.0,eval_A.deadline_A
S015-FOD-01,K20-012,4043.289983390553,4283.289983390553,,False,0.0,eval_A.deadline_A
S005-MED-01,K20-013,7678.0092372989,8074.0092372989,10800.0,False,0.0,eval_A.deadline_A
S005-WAT-01,K20-013,7678.0092372989,8074.0092372989,10800.0,False,0.0,eval_A.deadline_A
S005-WAT-02,K20-013,7678.0092372989,8074.0092372989,,False,0.0,eval_A.deadline_A
S005-WAT-03,K20-013,7678.0092372989,8074.0092372989,,False,0.0,eval_A.deadline_A
S005-FOD-01,K20-013,7678.0092372989,8074.0092372989,,False,0.0,eval_A.deadline_A
S005-HYG-01,K20-013,7678.0092372989,8074.0092372989,,False,0.0,eval_A.deadline_A
S009-MED-01,K20-014,4644.470390297258,4884.470390297258,10800.0,False,0.0,eval_A.deadline_A
S009-WAT-01,K20-014,4644.470390297258,4884.470390297258,10800.0,False,0.0,eval_A.deadline_A
S009-FOD-01,K20-014,4644.470390297258,4884.470390297258,,False,0.0,eval_A.deadline_A
S011-MED-01,K20-015,5561.667554515361,5801.667554515361,10800.0,False,0.0,eval_A.deadline_A
S011-WAT-01,K20-015,5561.667554515361,5801.667554515361,10800.0,False,0.0,eval_A.deadline_A
