scenario,delta_link_budget_db,pipeline_sha256,expected_pipeline_calls,actual_pipeline_calls,route_evaluations_completed,boxes_assigned,duplicate_boxes,missing_boxes,hard_violations,soft_late_boxes,total_soft_lateness,max_soft_lateness,joint_makespan,transport_energy,relay_energy,total_energy,transport_sorties,relay_sorties,transport_peak,B_battery_peak,C_battery_peak,relay_peak,component_peak,transport_resource_pass,battery_resource_pass,relay_resource_pass,component_resource_pass,communication_pass,COMPLETE_FEASIBLE
FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,19,19,19,80,0,0,0,6,24029.986093751362,5403.8827108106,10825.75924500106,61.04543223024618,0.0,61.04543223024618,19,14,1,0,0,5,3,True,False,False,False,False,False
