route,visit_order,box_set,drone_type,hard_deadline_ok,payload_ok,reserve_ok,relay_block_count,feasible_block_count,worst_block_joint_margin,communication_geometry_pass,relay_chain_ok,component_ok,route_feasible,transport_energy,relay_energy,total_energy,makespan
O01->S009->S013->S008->O01,S009->S013->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S013-MED-01""]",B,True,True,False,10,5,-6.213629794260157,False,False,False,False,4.452077284694385,0.0,4.452077284694385,2540.165003082085
O01->S009->S013->S008->O01,S009->S013->S008,"[""S008-MED-01"", ""S009-MED-01"", ""S013-MED-01""]",C,True,True,False,10,5,-6.213629794260157,False,False,False,False,7.911226808812897,0.0,7.911226808812897,2572.2500586240776
O01->S009->S013->S008->O01,S009->S013->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S013-MED-01""]",C,True,True,False,10,5,-6.213629794260157,False,False,False,False,8.241034370179412,0.0,8.241034370179412,2638.2500586240776
O01->S008->S009->S013->O01,S008->S009->S013,"[""S008-MED-01"", ""S009-MED-01"", ""S013-MED-01""]",B,True,True,False,10,5,-6.213629794260157,False,False,False,False,3.2990565489277635,0.0,3.2990565489277635,2298.2891653332927
O01->S008->S009->S013->O01,S008->S009->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S013-MED-01""]",B,True,True,False,10,5,-6.213629794260157,False,False,False,False,3.6922006859780874,0.0,3.6922006859780874,2358.2891653332927
O01->S008->S009->S013->O01,S008->S009->S013,"[""S008-MED-01"", ""S009-MED-01"", ""S013-MED-01""]",C,True,True,False,10,5,-6.213629794260157,False,False,False,False,6.753158556855412,0.0,6.753158556855412,2408.4075816744385
O01->S008->S009->S013->O01,S008->S009->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S013-MED-01""]",C,True,True,False,10,5,-6.213629794260157,False,False,False,False,6.940271813944585,0.0,6.940271813944585,2474.4075816744385
O01->S008->S009->S014->O01,S008->S009->S014,"[""S008-MED-01"", ""S009-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-6.213629794260157,False,False,False,False,3.924447419116535,0.0,3.924447419116535,2817.622473189634
O01->S008->S009->S014->O01,S008->S009->S014,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-6.213629794260157,False,False,False,False,4.317591556166859,0.0,4.317591556166859,2877.622473189634
O01->S008->S009->S014->O01,S008->S009->S014,"[""S008-MED-01"", ""S009-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-6.213629794260157,False,False,False,False,7.989177525948946,0.0,7.989177525948946,2990.0641195112485
O01->S008->S009->S014->O01,S008->S009->S014,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-6.213629794260157,False,False,False,False,8.17629078303812,0.0,8.17629078303812,3056.0641195112485
O01->S009->S015->S008->O01,S009->S015->S008,"[""S008-MED-01"", ""S009-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-6.213629794260157,False,False,False,False,3.778908473383654,0.0,3.778908473383654,2715.83185592735
O01->S009->S015->S008->O01,S009->S015->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-6.213629794260157,False,False,False,False,4.44521700485539,0.0,4.44521700485539,2775.83185592735
O01->S009->S015->S008->O01,S009->S015->S008,"[""S008-MED-01"", ""S009-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-6.213629794260157,False,False,False,False,7.728478990468172,0.0,7.728478990468172,2876.46784835899
O01->S009->S015->S008->O01,S009->S015->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-6.213629794260157,False,False,False,False,8.073218323305944,0.0,8.073218323305944,2942.46784835899
O01->S008->S009->S015->O01,S008->S009->S015,"[""S008-MED-01"", ""S009-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-6.213629794260157,False,False,False,False,3.986420297696569,0.0,3.986420297696569,2775.7976433887934
O01->S008->S009->S015->O01,S008->S009->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-6.213629794260157,False,False,False,False,4.379564434746893,0.0,4.379564434746893,2835.7976433887934
O01->S008->S009->S015->O01,S008->S009->S015,"[""S008-MED-01"", ""S009-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-6.213629794260157,False,False,False,False,8.152480435765924,0.0,8.152480435765924,2929.223598588989
O01->S008->S009->S015->O01,S008->S009->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-6.213629794260157,False,False,False,False,8.339593692855097,0.0,8.339593692855097,2995.223598588989
O01->S010->S013->S008->O01,S010->S013->S008,"[""S008-MED-01"", ""S010-MED-01"", ""S013-MED-01""]",B,True,True,False,10,5,-6.213629794260157,False,False,False,False,3.42713595028822,0.0,3.42713595028822,2406.759084112616
O01->S010->S013->S008->O01,S010->S013->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01"", ""S013-MED-01""]",B,True,True,False,10,5,-6.213629794260157,False,False,False,False,3.9714615233093222,0.0,3.9714615233093222,2466.759084112616
O01->S010->S013->S008->O01,S010->S013->S008,"[""S008-MED-01"", ""S010-MED-01"", ""S013-MED-01""]",C,True,True,False,10,5,-6.213629794260157,False,False,False,False,7.089115159932014,0.0,7.089115159932014,2524.273975673489
O01->S010->S013->S008->O01,S010->S013->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01"", ""S013-MED-01""]",C,True,True,False,10,5,-6.213629794260157,False,False,False,False,7.372298400662011,0.0,7.372298400662011,2590.273975673489
O01->S008->S013->S014->O01,S008->S013->S014,"[""S008-MED-01"", ""S013-MED-01"", ""S014-MED-01""]",B,True,True,False,10,5,-6.213629794260157,False,False,False,False,3.8767070354623563,0.0,3.8767070354623563,2702.2231998329053
O01->S008->S013->S014->O01,S008->S013->S014,"[""S008-MED-01"", ""S008-WAT-01"", ""S013-MED-01"", ""S014-MED-01""]",B,True,True,False,10,5,-6.213629794260157,False,False,False,False,4.26985117251268,0.0,4.26985117251268,2762.2231998329053
O01->S008->S013->S014->O01,S008->S013->S014,"[""S008-MED-01"", ""S013-MED-01"", ""S014-MED-01""]",C,True,True,False,10,5,-6.213629794260157,False,False,False,False,7.90912438403707,0.0,7.90912438403707,2850.7548903032825
O01->S008->S013->S014->O01,S008->S013->S014,"[""S008-MED-01"", ""S008-WAT-01"", ""S013-MED-01"", ""S014-MED-01""]",C,True,True,False,10,5,-6.213629794260157,False,False,False,False,8.09623764112624,0.0,8.09623764112624,2916.7548903032825
O01->S013->S015->S008->O01,S013->S015->S008,"[""S008-MED-01"", ""S013-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-6.458430627951415,False,False,False,False,3.935942748141056,0.0,3.935942748141056,2776.5614016977574
O01->S013->S015->S008->O01,S013->S015->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S013-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-6.458430627951415,False,False,False,False,4.635338404887639,0.0,4.635338404887639,2836.5614016977574
O01->S013->S015->S008->O01,S013->S015->S008,"[""S008-MED-01"", ""S013-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-6.458430627951415,False,False,False,False,8.067921876031475,0.0,8.067921876031475,2934.146853968265
O01->S013->S015->S008->O01,S013->S015->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S013-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-6.458430627951415,False,False,False,False,8.43019578892364,0.0,8.43019578892364,3000.146853968265
O01->S008->S013->S015->O01,S008->S013->S015,"[""S008-MED-01"", ""S013-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-6.458430627951415,False,False,False,False,4.6934383550217325,0.0,4.6934383550217325,3018.2712189995627
O01->S008->S013->S015->O01,S008->S013->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S013-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-6.458430627951415,False,False,False,False,5.086582492072057,0.0,5.086582492072057,3078.2712189995627
O01->S008->S013->S015->O01,S008->S013->S015,"[""S008-MED-01"", ""S013-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-6.458430627951415,False,False,False,False,9.6776944995582,0.0,9.6776944995582,3150.6132732394713
O01->S008->S013->S015->O01,S008->S013->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S013-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-6.458430627951415,False,False,False,False,9.864807756647371,0.0,9.864807756647371,3216.6132732394713
O01->S008->S007->S010->O01,S008->S007->S010,"[""S008-MED-01"", ""S007-MED-01"", ""S010-MED-01""]",B,True,True,False,10,4,-6.711338109901348,False,False,False,False,4.269283366667635,0.0,4.269283366667635,2896.304310866674
O01->S008->S007->S010->O01,S008->S007->S010,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S010-MED-01""]",B,True,True,False,10,4,-6.711338109901348,False,False,False,False,4.662427503717959,0.0,4.662427503717959,2956.304310866674
O01->S008->S007->S010->O01,S008->S007->S010,"[""S008-MED-01"", ""S007-MED-01"", ""S010-MED-01""]",C,True,True,False,10,4,-6.711338109901348,False,False,False,False,8.745744097841559,0.0,8.745744097841559,3048.226813511531
O01->S008->S007->S010->O01,S008->S007->S010,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S010-MED-01""]",C,True,True,False,10,4,-6.711338109901348,False,False,False,False,8.932857354930732,0.0,8.932857354930732,3114.226813511531
O01->S010->S015->S008->O01,S010->S015->S008,"[""S008-MED-01"", ""S010-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-7.304736871302254,False,False,False,False,4.072008809070725,0.0,4.072008809070725,2883.6241724088973
O01->S010->S015->S008->O01,S010->S015->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-7.304736871302254,False,False,False,False,4.8041954024999285,0.0,4.8041954024999285,2943.6241724088973
O01->S010->S015->S008->O01,S010->S015->S008,"[""S008-MED-01"", ""S010-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-7.304736871302254,False,False,False,False,8.332304493219308,0.0,8.332304493219308,3053.7280105029727
O01->S010->S015->S008->O01,S010->S015->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-7.304736871302254,False,False,False,False,8.71299810414413,0.0,8.71299810414413,3119.7280105029727
O01->S005->S010->S008->O01,S005->S010->S008,"[""S008-MED-01"", ""S005-MED-01"", ""S010-MED-01""]",B,True,True,False,10,4,-7.409252030180156,False,False,False,False,4.450416400723572,0.0,4.450416400723572,2924.38247964453
O01->S005->S010->S008->O01,S005->S010->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S010-MED-01""]",B,True,True,False,10,4,-7.409252030180156,False,False,False,False,5.249660581613188,0.0,5.249660581613188,2984.38247964453
O01->S005->S010->S008->O01,S005->S010->S008,"[""S008-MED-01"", ""S005-MED-01"", ""S010-MED-01""]",C,True,True,False,10,4,-7.409252030180156,False,False,False,False,9.212144915039273,0.0,9.212144915039273,3057.276443267577
O01->S005->S010->S008->O01,S005->S010->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S010-MED-01""]",C,True,True,False,10,4,-7.409252030180156,False,False,False,False,9.624745428123791,0.0,9.624745428123791,3123.276443267577
O01->S005->S008->S010->O01,S005->S008->S010,"[""S008-MED-01"", ""S005-MED-01"", ""S010-MED-01""]",B,True,True,False,10,4,-7.409252030180156,False,False,False,False,3.4710838271660824,0.0,3.4710838271660824,2454.141369046729
O01->S005->S008->S010->O01,S005->S008->S010,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S010-MED-01""]",B,True,True,False,10,4,-7.409252030180156,False,False,False,False,3.854380642460889,0.0,3.854380642460889,2514.141369046729
O01->S005->S008->S010->O01,S005->S008->S010,"[""S008-MED-01"", ""S005-MED-01"", ""S010-MED-01""]",C,True,True,False,10,4,-7.409252030180156,False,False,False,False,7.143358724963389,0.0,7.143358724963389,2580.928851753435
O01->S005->S008->S010->O01,S005->S008->S010,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S010-MED-01""]",C,True,True,False,10,4,-7.409252030180156,False,False,False,False,7.334017929835247,0.0,7.334017929835247,2646.928851753434
O01->S007->S010->S008->O01,S007->S010->S008,"[""S008-MED-01"", ""S007-MED-01"", ""S010-MED-01""]",B,True,True,False,10,4,-7.409252030180156,False,False,False,False,4.665227510985163,0.0,4.665227510985163,3023.358362280978
O01->S007->S010->S008->O01,S007->S010->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S010-MED-01""]",B,True,True,False,10,4,-7.409252030180156,False,False,False,False,5.512521447212347,0.0,5.512521447212347,3083.358362280978
O01->S007->S010->S008->O01,S007->S010->S008,"[""S008-MED-01"", ""S007-MED-01"", ""S010-MED-01""]",C,True,True,False,10,4,-7.409252030180156,False,False,False,False,9.664951820266335,0.0,9.664951820266335,3156.728771419975
O01->S007->S010->S008->O01,S007->S010->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S010-MED-01""]",C,True,True,False,10,4,-7.409252030180156,False,False,False,False,10.102891703850968,0.0,10.102891703850968,3222.728771419975
O01->S007->S008->S010->O01,S007->S008->S010,"[""S008-MED-01"", ""S007-MED-01"", ""S010-MED-01""]",B,True,True,False,10,4,-7.409252030180156,False,False,False,False,3.8700964743575623,0.0,3.8700964743575623,2831.3424199817755
O01->S007->S008->S010->O01,S007->S008->S010,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S010-MED-01""]",B,True,True,False,10,4,-7.409252030180156,False,False,False,False,4.3433840083311805,0.0,4.3433840083311805,2891.3424199817755
O01->S007->S008->S010->O01,S007->S008->S010,"[""S008-MED-01"", ""S007-MED-01"", ""S010-MED-01""]",C,True,True,False,10,4,-7.409252030180156,False,False,False,False,7.894022805394239,0.0,7.894022805394239,3011.799005675134
O01->S007->S008->S010->O01,S007->S008->S010,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S010-MED-01""]",C,True,True,False,10,4,-7.409252030180156,False,False,False,False,8.139366095290999,0.0,8.139366095290999,3077.799005675134
O01->S009->S010->S008->O01,S009->S010->S008,"[""S008-MED-01"", ""S009-MED-01"", ""S010-MED-01""]",B,True,True,False,10,4,-7.409252030180156,False,False,False,False,4.235141675237001,0.0,4.235141675237001,2795.4911849264013
O01->S009->S010->S008->O01,S009->S010->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S010-MED-01""]",B,True,True,False,10,4,-7.409252030180156,False,False,False,False,4.983814864711457,0.0,4.983814864711457,2855.4911849264013
O01->S009->S010->S008->O01,S009->S010->S008,"[""S008-MED-01"", ""S009-MED-01"", ""S010-MED-01""]",C,True,True,False,10,4,-7.409252030180156,False,False,False,False,8.772550308846974,0.0,8.772550308846974,2919.8221551819356
O01->S009->S010->S008->O01,S009->S010->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S010-MED-01""]",C,True,True,False,10,4,-7.409252030180156,False,False,False,False,9.157895384098673,0.0,9.157895384098673,2985.8221551819356
O01->S009->S008->S010->O01,S009->S008->S010,"[""S008-MED-01"", ""S009-MED-01"", ""S010-MED-01""]",B,True,True,False,10,4,-7.409252030180156,False,False,False,False,3.8156808523287933,0.0,3.8156808523287933,2579.5898431606774
O01->S009->S008->S010->O01,S009->S008->S010,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S010-MED-01""]",B,True,True,False,10,4,-7.409252030180156,False,False,False,False,4.290687720122889,0.0,4.290687720122889,2639.5898431606774
O01->S009->S008->S010->O01,S009->S008->S010,"[""S008-MED-01"", ""S009-MED-01"", ""S010-MED-01""]",C,True,True,False,10,4,-7.409252030180156,False,False,False,False,7.875000476746433,0.0,7.875000476746433,2698.6525283006513
O01->S009->S008->S010->O01,S009->S008->S010,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S010-MED-01""]",C,True,True,False,10,4,-7.409252030180156,False,False,False,False,8.109217390519827,0.0,8.109217390519827,2764.6525283006513
O01->S010->S008->S013->O01,S010->S008->S013,"[""S008-MED-01"", ""S010-MED-01"", ""S013-MED-01""]",B,True,True,False,10,4,-7.409252030180156,False,False,False,False,4.135957750275902,0.0,4.135957750275902,2711.047274178992
O01->S010->S008->S013->O01,S010->S008->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01"", ""S013-MED-01""]",B,True,True,False,10,4,-7.409252030180156,False,False,False,False,4.734013904728744,0.0,4.734013904728744,2771.047274178992
O01->S010->S008->S013->O01,S010->S008->S013,"[""S008-MED-01"", ""S010-MED-01"", ""S013-MED-01""]",C,True,True,False,10,4,-7.409252030180156,False,False,False,False,8.54807395223838,0.0,8.54807395223838,2827.1109023121303
O01->S010->S008->S013->O01,S010->S008->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01"", ""S013-MED-01""]",C,True,True,False,10,4,-7.409252030180156,False,False,False,False,8.847831127625549,0.0,8.847831127625549,2893.1109023121303
O01->S008->S010->S013->O01,S008->S010->S013,"[""S008-MED-01"", ""S010-MED-01"", ""S013-MED-01""]",B,True,True,False,10,5,-7.409252030180156,False,False,False,False,3.6942233483044196,0.0,3.6942233483044196,2528.1493168818024
O01->S008->S010->S013->O01,S008->S010->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01"", ""S013-MED-01""]",B,True,True,False,10,5,-7.409252030180156,False,False,False,False,4.0873674853547435,0.0,4.0873674853547435,2588.1493168818024
O01->S008->S010->S013->O01,S008->S010->S013,"[""S008-MED-01"", ""S010-MED-01"", ""S013-MED-01""]",C,True,True,False,10,5,-7.409252030180156,False,False,False,False,7.545719648760464,0.0,7.545719648760464,2653.3746220575836
O01->S008->S010->S013->O01,S008->S010->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01"", ""S013-MED-01""]",C,True,True,False,10,5,-7.409252030180156,False,False,False,False,7.732832905849636,0.0,7.732832905849636,2719.3746220575836
O01->S008->S010->S014->O01,S008->S010->S014,"[""S008-MED-01"", ""S010-MED-01"", ""S014-MED-01""]",B,True,True,False,10,5,-7.409252030180156,False,False,False,False,3.885110932281326,0.0,3.885110932281326,2757.0900808429697
O01->S008->S010->S014->O01,S008->S010->S014,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01"", ""S014-MED-01""]",B,True,True,False,10,5,-7.409252030180156,False,False,False,False,4.27825506933165,0.0,4.27825506933165,2817.0900808429697
O01->S008->S010->S014->O01,S008->S010->S014,"[""S008-MED-01"", ""S010-MED-01"", ""S014-MED-01""]",C,True,True,False,10,5,-7.409252030180156,False,False,False,False,7.895076863607846,0.0,7.895076863607846,2920.1418457762375
O01->S008->S010->S014->O01,S008->S010->S014,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01"", ""S014-MED-01""]",C,True,True,False,10,5,-7.409252030180156,False,False,False,False,8.082190120697017,0.0,8.082190120697017,2986.1418457762375
O01->S010->S008->S015->O01,S010->S008->S015,"[""S008-MED-01"", ""S010-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-7.409252030180156,False,False,False,False,3.8018560972516804,0.0,3.8018560972516804,2788.4569127945992
O01->S010->S008->S015->O01,S010->S008->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-7.409252030180156,False,False,False,False,4.399912251704523,0.0,4.399912251704523,2848.4569127945992
O01->S010->S008->S015->O01,S010->S008->S015,"[""S008-MED-01"", ""S010-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-7.409252030180156,False,False,False,False,7.737473133973392,0.0,7.737473133973392,2966.8364161718778
O01->S010->S008->S015->O01,S010->S008->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-7.409252030180156,False,False,False,False,8.037230309360561,0.0,8.037230309360561,3032.8364161718778
O01->S008->S010->S015->O01,S008->S010->S015,"[""S008-MED-01"", ""S010-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-7.409252030180156,False,False,False,False,5.033459879267767,0.0,5.033459879267767,3246.856030388319
O01->S008->S010->S015->O01,S008->S010->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-7.409252030180156,False,False,False,False,5.42660401631809,0.0,5.42660401631809,3306.856030388319
O01->S008->S010->S015->O01,S008->S010->S015,"[""S008-MED-01"", ""S010-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-7.409252030180156,False,False,False,False,10.361633780663892,0.0,10.361633780663892,3399.4268840667046
O01->S008->S010->S015->O01,S008->S010->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-7.409252030180156,False,False,False,False,10.548747037753065,0.0,10.548747037753065,3465.4268840667046
O01->S008->S007->S014->O01,S008->S007->S014,"[""S008-MED-01"", ""S007-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-7.747494895033711,False,False,False,False,4.592478396957958,0.0,4.592478396957958,3231.4364865170764
O01->S008->S007->S014->O01,S008->S007->S014,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-7.747494895033711,False,False,False,False,4.985622534008281,0.0,4.985622534008281,3291.4364865170764
O01->S008->S007->S014->O01,S008->S007->S014,"[""S008-MED-01"", ""S007-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-7.747494895033711,False,False,False,False,9.356884766433398,0.0,9.356884766433398,3433.4951524920116
O01->S008->S007->S014->O01,S008->S007->S014,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-7.747494895033711,False,False,False,False,9.543998023522569,0.0,9.543998023522569,3499.4951524920116
O01->S014->S015->S008->O01,S014->S015->S008,"[""S008-MED-01"", ""S014-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-8.505474297279335,False,False,False,False,4.418610105503401,0.0,4.418610105503401,3139.480058663334
O01->S014->S015->S008->O01,S014->S015->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S014-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-8.505474297279335,False,False,False,False,5.240839827062587,0.0,5.240839827062587,3199.480058663334
O01->S014->S015->S008->O01,S014->S015->S008,"[""S008-MED-01"", ""S014-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-8.505474297279335,False,False,False,False,9.005247588961499,0.0,9.005247588961499,3337.480527616784
O01->S014->S015->S008->O01,S014->S015->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S014-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-8.505474297279335,False,False,False,False,9.43398612946794,0.0,9.43398612946794,3403.480527616784
O01->S005->S014->S008->O01,S005->S014->S008,"[""S008-MED-01"", ""S005-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,5.006872561695525,0.0,5.006872561695525,3337.3282344896666
O01->S005->S014->S008->O01,S005->S014->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,5.932448647683586,0.0,5.932448647683586,3397.3282344896666
O01->S005->S014->S008->O01,S005->S014->S008,"[""S008-MED-01"", ""S005-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,10.316725922847187,0.0,10.316725922847187,3513.6782314379084
O01->S005->S014->S008->O01,S005->S014->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,10.800763459378619,0.0,10.800763459378619,3579.6782314379084
O01->S005->S008->S014->O01,S005->S008->S014,"[""S008-MED-01"", ""S005-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,3.8760441408075286,0.0,3.8760441408075286,2814.3063640906926
O01->S005->S008->S014->O01,S005->S008->S014,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,4.259340956102335,0.0,4.259340956102335,2874.3063640906926
O01->S005->S008->S014->O01,S005->S008->S014,"[""S008-MED-01"", ""S005-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,7.934502992908705,0.0,7.934502992908705,2987.8126466427757
O01->S005->S008->S014->O01,S005->S008->S014,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,8.125162197780561,0.0,8.125162197780561,3053.8126466427757
O01->S007->S014->S008->O01,S007->S014->S008,"[""S008-MED-01"", ""S007-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,5.141331398336899,0.0,5.141331398336899,3404.6382678244477
O01->S007->S014->S008->O01,S007->S014->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,6.094416108234549,0.0,6.094416108234549,3464.6382678244477
O01->S007->S014->S008->O01,S007->S014->S008,"[""S008-MED-01"", ""S007-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,10.59926297891331,0.0,10.59926297891331,3582.6600227886397
O01->S007->S014->S008->O01,S007->S014->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,11.098627181241273,0.0,11.098627181241273,3648.6600227886397
O01->S007->S008->S014->O01,S007->S008->S014,"[""S008-MED-01"", ""S007-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,4.2750567879990085,0.0,4.2750567879990085,3191.5074150257396
O01->S007->S008->S014->O01,S007->S008->S014,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,4.748344321972627,0.0,4.748344321972627,3251.5074150257396
O01->S007->S008->S014->O01,S007->S008->S014,"[""S008-MED-01"", ""S007-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,8.685167073339555,0.0,8.685167073339555,3418.6828005644757
O01->S007->S008->S014->O01,S007->S008->S014,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,8.930510363236316,0.0,8.930510363236316,3484.6828005644757
O01->S009->S014->S008->O01,S009->S014->S008,"[""S008-MED-01"", ""S009-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,4.791032597683911,0.0,4.791032597683911,3167.1795031240194
