route,visit_order,box_set,drone_type,hard_deadline_ok,payload_ok,reserve_ok,relay_block_count,feasible_block_count,worst_block_joint_margin,communication_geometry_pass,relay_chain_ok,component_ok,route_feasible,transport_energy,relay_energy,total_energy,makespan
O01->S007->S013->S008->O01,S007->S013->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S013-MED-01""]",C,True,True,False,10,4,-6.213629794260157,False,False,False,False,9.490446583498889,0.0,9.490446583498889,3024.9908106981934
O01->S008->S007->S013->O01,S008->S007->S013,"[""S008-MED-01"", ""S007-MED-01"", ""S013-MED-01""]",B,True,True,False,10,4,-6.213629794260157,False,False,False,False,4.190319863502172,0.0,4.190319863502172,2834.6379329615074
O01->S008->S007->S013->O01,S008->S007->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S013-MED-01""]",B,True,True,False,10,4,-6.213629794260157,False,False,False,False,4.583464000552496,0.0,4.583464000552496,2894.6379329615074
O01->S008->S007->S013->O01,S008->S007->S013,"[""S008-MED-01"", ""S007-MED-01"", ""S013-MED-01""]",C,True,True,False,10,4,-6.213629794260157,False,False,False,False,8.588239517591427,0.0,8.588239517591427,2979.7327286971845
O01->S008->S007->S013->O01,S008->S007->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S013-MED-01""]",C,True,True,False,10,4,-6.213629794260157,False,False,False,False,8.775352774680599,0.0,8.775352774680599,3045.7327286971845
O01->S007->S015->S008->O01,S007->S015->S008,"[""S008-MED-01"", ""S007-MED-01"", ""S015-MED-01""]",B,True,True,True,10,5,-6.213629794260157,False,False,False,False,2.9916429497574164,0.0,2.9916429497574164,2376.9122902714457
O01->S007->S015->S008->O01,S007->S015->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S015-MED-01""]",B,True,True,False,10,5,-6.213629794260157,False,False,False,False,3.4475495333564403,0.0,3.4475495333564403,2436.9122902714457
O01->S007->S015->S008->O01,S007->S015->S008,"[""S008-MED-01"", ""S007-MED-01"", ""S015-MED-01""]",C,True,True,True,10,5,-6.213629794260157,False,False,False,False,6.080405267992385,0.0,6.080405267992385,2541.020898262981
O01->S007->S015->S008->O01,S007->S015->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S015-MED-01""]",C,True,True,True,10,5,-6.213629794260157,False,False,False,False,6.323339720294373,0.0,6.323339720294373,2607.020898262981
O01->S008->S007->S015->O01,S008->S007->S015,"[""S008-MED-01"", ""S007-MED-01"", ""S015-MED-01""]",B,True,True,False,10,5,-6.213629794260157,False,False,False,False,3.5459579311675986,0.0,3.5459579311675986,2613.233326359905
O01->S008->S007->S015->O01,S008->S007->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S015-MED-01""]",B,True,True,False,10,5,-6.213629794260157,False,False,False,False,3.939102068217923,0.0,3.939102068217923,2673.233326359905
O01->S008->S007->S015->O01,S008->S007->S015,"[""S008-MED-01"", ""S007-MED-01"", ""S015-MED-01""]",C,True,True,False,10,5,-6.213629794260157,False,False,False,False,7.185125302460612,0.0,7.185125302460612,2778.3610434416105
O01->S008->S007->S015->O01,S008->S007->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S015-MED-01""]",C,True,True,False,10,5,-6.213629794260157,False,False,False,False,7.372238559549785,0.0,7.372238559549785,2844.3610434416105
O01->S008->S009->S010->O01,S008->S009->S010,"[""S008-MED-01"", ""S009-MED-01"", ""S010-MED-01""]",B,True,True,False,10,4,-6.213629794260157,False,False,False,False,3.523128530176227,0.0,3.523128530176227,2492.081884885082
O01->S008->S009->S010->O01,S008->S009->S010,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S010-MED-01""]",B,True,True,False,10,4,-6.213629794260157,False,False,False,False,3.916272667226551,0.0,3.916272667226551,2552.081884885082
O01->S008->S009->S010->O01,S008->S009->S010,"[""S008-MED-01"", ""S009-MED-01"", ""S010-MED-01""]",C,True,True,False,10,4,-6.213629794260157,False,False,False,False,7.191168947890845,0.0,7.191168947890845,2626.7358023248607
O01->S008->S009->S010->O01,S008->S009->S010,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S010-MED-01""]",C,True,True,False,10,4,-6.213629794260157,False,False,False,False,7.378282204980018,0.0,7.378282204980018,2692.7358023248607
O01->S009->S013->S008->O01,S009->S013->S008,"[""S008-MED-01"", ""S009-MED-01"", ""S013-MED-01""]",B,True,True,False,10,5,-6.213629794260157,False,False,False,False,3.8022533828362985,0.0,3.8022533828362985,2480.165003082085
