service_area,candidate_rank,x,y,altitude,access_margin,backhaul_margin,joint_margin,relay_energy_ok,valid,source,candidate_count_total
S008,19,109.21714400714285,23.061268005714286,515.3292846679688,-0.46631618468873626,0.32056979545855313,-0.46631618468873626,True,False,local_refine,2844
S008,20,109.21857506666667,23.061577486666668,483.56805419921875,-0.46892483143042796,0.32139315702298177,-0.46892483143042796,True,False,local_refine,2844
S008,21,109.21857506666667,23.061577486666668,258.56805419921875,-0.4697463268230848,0.33336547281047046,-0.4697463268230848,True,False,local_refine,2844
S008,22,109.21839132222223,23.061577486666668,384.6802215576172,-0.4705076902089331,0.3224678672376058,-0.4705076902089331,True,False,local_refine,2844
S008,23,109.21839132222223,23.061577486666668,359.6802215576172,-0.4705438243475015,0.3238034427421468,-0.4705438243475015,True,False,local_refine,2844
S008,24,109.21839132222223,23.061577486666668,409.6802215576172,-0.4717103743480209,0.32098403257172947,-0.4717103743480209,True,False,local_refine,2844
S008,25,109.21839132222223,23.061577486666668,334.6802215576172,-0.471818745846889,0.3249906221168857,-0.471818745846889,True,False,local_refine,2844
S008,26,109.21839132222223,23.061577486666668,434.6802215576172,-0.4741508480552028,0.3193520908023686,-0.4741508480552028,True,False,local_refine,2844
S008,27,109.21839132222223,23.061577486666668,309.6802215576172,-0.4743313642520235,0.32602928352935123,-0.4743313642520235,True,False,local_refine,2844
S008,28,109.21857506666667,23.061577486666668,233.56805419921875,-0.4760290597877628,0.33395214670068185,-0.4760290597877628,True,False,local_refine,2844
S008,29,109.21857506666667,23.061577486666668,508.56805419921875,-0.47779421305951075,0.3193218195289518,-0.47779421305951075,True,False,local_refine,2844
S008,30,109.21839132222223,23.061577486666668,459.6802215576172,-0.47782702592542137,0.3175722090248456,-0.47782702592542137,True,False,local_refine,2844
S008,31,109.21839132222223,23.061577486666668,284.6802215576172,-0.4780795326761478,0.32691932032474824,-0.4780795326761478,True,False,local_refine,2844
S008,32,109.21714400714285,23.061268005714286,540.3292846679688,-0.4790430746294305,0.31831008853248477,-0.4790430746294305,True,False,local_refine,2844
S008,33,109.21839132222223,23.061577486666668,484.6802215576172,-0.4827357717902174,0.3156445693151113,-0.4827357717902174,True,False,local_refine,2844
S008,34,109.21839132222223,23.061577486666668,259.6802215576172,-0.48306005390713835,0.32766064106243675,-0.48306005390713835,True,False,local_refine,2844
S008,35,109.21839132222223,23.061577486666668,509.6802215576172,-0.4888729076161127,0.31356936866787066,-0.4888729076161127,True,False,local_refine,2844
S008,36,109.21839132222223,23.061577486666668,234.6802215576172,-0.48926868947735613,0.32825316954715333,-0.48926868947735613,True,False,local_refine,2844
S008,37,109.21814400714285,23.061268005714286,324.6827697753906,-0.5114599168573619,0.36606182733473247,-0.5114599168573619,True,False,local_refine,2844
S008,38,109.21814400714285,23.061268005714286,299.6827697753906,-0.5138840485326881,0.3670502730285392,-0.5138840485326881,True,False,local_refine,2844
S008,39,109.21814400714285,23.061268005714286,349.6827697753906,-0.5147128025404726,0.3649234249813986,-0.5147128025404726,True,False,local_refine,2844
S008,40,109.21814400714285,23.061268005714286,274.6827697753906,-0.5180883473138067,0.3678886595888997,-0.5180883473138067,True,False,local_refine,2844
S008,41,109.21814400714285,23.061268005714286,374.6827697753906,-0.5191886009640712,0.3636351839213461,-0.5191886009640712,True,False,local_refine,2844
S008,42,109.21814400714285,23.061268005714286,249.68276977539062,-0.5235127076984725,0.3685769000560981,-0.5235127076984725,True,False,local_refine,2844
S008,43,109.21814400714285,23.061268005714286,399.6827697753906,-0.5248835327843437,0.36219723754553,-0.5248835327843437,True,False,local_refine,2844
S008,44,109.21939132222222,23.061577486666668,326.2261962890625,-0.5301375347455917,0.3552936694069899,-0.5301375347455917,True,False,local_refine,2844
S008,45,109.21814400714285,23.061268005714286,224.68276977539062,-0.530152558845927,0.3691149230147204,-0.530152558845927,True,False,local_refine,2844
S008,46,109.21814400714285,23.061268005714286,424.6827697753906,-0.5317928023482921,0.3606097346371371,-0.5317928023482921,True,False,local_refine,2844
S008,47,109.21939132222222,23.061577486666668,301.2261962890625,-0.5321681572341959,0.3562889202309094,-0.5321681572341959,True,False,local_refine,2844
S008,48,109.21939132222222,23.061577486666668,351.2261962890625,-0.5334518573690019,0.35414883716698853,-0.5334518573690019,True,False,local_refine,2844
S008,49,109.21939132222222,23.061577486666668,276.2261962890625,-0.5362794603937147,0.35713448671641856,-0.5362794603937147,True,False,local_refine,2844
S008,50,109.21939132222222,23.061577486666668,376.2261962890625,-0.5379837076745417,0.3528545418339206,-0.5379837076745417,True,False,local_refine,2844
S012,1,109.2711933,23.043209466666667,371.9935302734375,1.0763332758882882,0.8961599655523003,0.8961599655523003,True,True,local_refine,2844
S012,2,109.2711933,23.043209466666667,396.9935302734375,1.0689310930294056,0.8945527198869172,0.8945527198869172,True,True,local_refine,2844
S012,3,109.2701933,23.044209466666665,327.7449035644531,1.0854690557878683,0.8937372721805872,0.8937372721805872,True,True,local_refine,2844
