resource_id,task_id,busy_start,busy_end,phase
U08,K19-017,9611.968126467402,9656.496431521113,descent
U08,K19-017,9800.496431521113,9836.119075564082,climb
U08,K19-017,9836.119075564082,10040.343247876886,cruise
U08,K19-017,10040.343247876886,10113.021552930599,descent
U06,K19-018,5445.230886610049,5505.648971326847,climb
U06,K19-018,5505.648971326847,6001.350729298778,cruise
U06,K19-018,6001.350729298778,6037.132430958934,descent
U06,K19-018,6097.132430958934,6126.950515675731,climb
U06,K19-018,6126.950515675731,6622.619220087098,cruise
U06,K19-018,6622.619220087098,6695.120921747254,descent
U05,K19-019,6568.00967932314,6712.711058717671,climb
U05,K19-019,6712.711058717671,7196.826290159992,cruise
U05,K19-019,7196.826290159992,7286.147945433429,descent
U05,K19-019,7346.147945433429,7420.582658161295,climb
U05,K19-019,7420.582658161295,7904.610829029809,cruise
U05,K19-019,7904.610829029809,8078.252484303247,descent
