resource_id,task_id,busy_start,busy_end,phase
U07,K19-001,510.0,568.1426440429688,climb
U07,K19-001,568.1426440429688,772.3733146928696,cruise
U07,K19-001,772.3733146928696,816.9016197465805,descent
U07,K19-001,1068.9016197465805,1104.5242637895492,climb
U07,K19-001,1104.5242637895492,1308.748436102355,cruise
U07,K19-001,1308.748436102355,1381.426741156066,descent
U08,K19-002,480.0,552.5017016601563,climb
U08,K19-002,552.5017016601563,1048.2034596320877,cruise
U08,K19-002,1048.2034596320877,1092.930586707283,descent
U08,K19-002,1308.930586707283,1344.7122883674392,climb
U08,K19-002,1344.7122883674392,1840.3809927788063,cruise
U08,K19-002,1840.3809927788063,1931.0081198540017,descent
U07,K19-003,1861.426741156066,1956.7858768982537,climb
U07,K19-003,1956.7858768982537,2168.854139838315,cruise
U07,K19-003,2168.854139838315,2194.5030595160492,descent
U07,K19-003,2410.5030595160492,2431.022195258237,climb
U07,K19-003,2431.022195258237,2643.0917075405778,cruise
U07,K19-003,2643.0917075405778,2762.2906272183127,descent
U08,K19-004,2381.008119854002,2534.7173898735327,climb
U08,K19-004,2534.7173898735327,2836.9898520230727,cruise
U08,K19-004,2836.9898520230727,2918.7264395474867,descent
U08,K19-004,3098.7264395474867,3164.115709567018,climb
U08,K19-004,3164.115709567018,3466.353631812793,cruise
U08,K19-004,3466.353631812793,3658.4902193372072,descent
U05,K19-005,390.0,492.6455118815104,climb
U05,K19-005,492.6455118815104,811.2202073356964,cruise
U05,K19-005,811.2202073356964,844.8348215935089,descent
U05,K19-005,934.8348215935089,962.847000141686,climb
U05,K19-005,962.847000141686,1281.3976259846513,cruise
U05,K19-005,1281.3976259846513,1404.5722402424637,descent
U06,K19-006,390.0,485.20033162434896,climb
U06,K19-006,485.20033162434896,978.4742715543227,cruise
U06,K19-006,978.4742715543227,1031.8746695035416,descent
U06,K19-006,1121.8746695035416,1166.3750011278905,climb
U06,K19-006,1166.3750011278905,1659.5609888606184,cruise
U06,K19-006,1659.5609888606184,1773.8013868098371,descent
U05,K19-007,1794.5722402424637,1885.0661814859534,climb
U05,K19-007,1885.0661814859534,2208.3331194460457,cruise
U05,K19-007,2208.3331194460457,2227.3258489382333,descent
U05,K19-007,2317.3258489382333,2333.153123515056,climb
U05,K19-007,2333.153123515056,2656.3804496977245,cruise
U05,K19-007,2656.3804496977245,2764.973179189912,descent
U06,K19-008,2163.801386809837,2318.550516041608,climb
U06,K19-008,2318.550516041608,2679.2739337432386,cruise
U06,K19-008,2679.2739337432386,2775.6528888213634,descent
U06,K19-008,2865.6528888213634,2945.968684719801,climb
U06,K19-008,2945.968684719801,3306.700883329532,cruise
U06,K19-008,3306.700883329532,3492.3998384076576,descent
U07,K19-009,3487.2963411090223,3660.9379963824595,climb
U07,K19-009,3660.9379963824595,4145.053227824781,cruise
U07,K19-009,4145.053227824781,4256.705296916578,descent
U07,K19-009,4472.705296916578,4562.026952190015,climb
U07,K19-009,4562.026952190015,5046.055123058531,cruise
U07,K19-009,5046.055123058531,5263.107192150327,descent
U08,K19-010,4778.15961393188,4886.375280435786,climb
U08,K19-010,4886.375280435786,5402.754018842979,cruise
U08,K19-010,5402.754018842979,5487.7236019728625,descent
U08,K19-010,5703.7236019728625,5771.699268476768,climb
U08,K19-010,5771.699268476768,6288.075521729088,cruise
U08,K19-010,6288.075521729088,6423.345104858971,descent
U07,K19-011,5713.107192150327,5811.190925060483,climb
U07,K19-011,5811.190925060483,6351.829904781147,cruise
U07,K19-011,6351.829904781147,6402.8345709188425,descent
U07,K19-011,6582.8345709188425,6623.638303828999,climb
U07,K19-011,6623.638303828999,7164.262412064893,cruise
U07,K19-011,7164.262412064893,7286.867078202589,descent
U05,K19-012,3250.3648040614744,3398.397889185172,climb
U05,K19-012,3398.397889185172,3799.6982247250326,cruise
U05,K19-012,3799.6982247250326,3838.61792687347,descent
U05,K19-012,3928.61792687347,3961.0510119971677,climb
U05,K19-012,3961.0510119971677,4362.299195529888,cruise
U05,K19-012,4362.299195529888,4539.938897678325,descent
U08,K19-013,6903.345104858971,6982.829460327721,climb
U08,K19-013,6982.829460327721,7336.297620491124,cruise
U08,K19-013,7336.297620491124,7402.003064827061,descent
U08,K19-013,7618.003064827061,7670.567420295811,climb
U08,K19-013,7670.567420295811,8024.035277573854,cruise
U08,K19-013,8024.035277573854,8123.390721909792,descent
U06,K19-014,4024.4242169309764,4079.6005210488147,climb
U06,K19-014,4079.6005210488147,4461.124032590025,cruise
U06,K19-014,4461.124032590025,4486.415597531432,descent
U06,K19-014,4576.415597531432,4597.49190164927,climb
U06,K19-014,4597.49190164927,4978.992438963214,cruise
U06,K19-014,4978.992438963214,5045.204003904621,descent
U05,K19-015,4929.938897678325,4985.826149468689,climb
U05,K19-015,4985.826149468689,5173.638643842701,cruise
U05,K19-015,5173.638643842701,5206.943345991138,descent
U05,K19-015,5296.943345991138,5324.697264448169,climb
U05,K19-015,5324.697264448169,5512.504999726245,cruise
U05,K19-015,5512.504999726245,5579.569701874682,descent
U07,K19-016,8228.77058351449,8286.91322755746,climb
U07,K19-016,8286.91322755746,8491.14389820736,cruise
U07,K19-016,8491.14389820736,8535.67220326107,descent
U07,K19-016,8679.67220326107,8715.29484730404,climb
U07,K19-016,8715.29484730404,8919.519019616844,cruise
U07,K19-016,8919.519019616844,8992.197324670557,descent
U08,K19-017,9349.594811774532,9407.737455817502,climb
U08,K19-017,9407.737455817502,9611.968126467402,cruise
