route,visit_order,box_set,drone_type,hard_deadline_ok,payload_ok,volume_ok,transport_reserve_ok,relay_block_count,feasible_block_count,worst_block_joint_margin,communication_geometry_pass,relay_chain_ok,component_ok,route_feasible,transport_energy,relay_energy,total_energy,makespan
O01->S005->S008->O01,S005->S008,"[""S005-FOD-01"", ""S005-HYG-01"", ""S005-MED-01"", ""S005-WAT-01"", ""S005-WAT-02"", ""S005-WAT-03"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,False,False,False,7,2,-6.213629794260157,False,False,False,False,7.475797115170765,0.0,7.475797115170765,2548.538961939056
O01->S008->S012->O01,S008->S012,"[""S008-MED-01"", ""S008-WAT-01"", ""S012-MED-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.479467456617222,0.0,7.479467456617222,2466.778007355396
O01->S003->S008->O01,S003->S008,"[""S003-MED-01"", ""S003-WAT-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.503465852508235,0.0,7.503465852508235,2900.4999672565004
O01->S008->S009->O01,S008->S009,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S009-MED-01"", ""S009-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.5128604182121235,0.0,7.5128604182121235,2402.211658167081
O01->S006->S008->O01,S006->S008,"[""S006-MED-01"", ""S006-WAT-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,4,0,-6.213629794260157,False,False,False,False,7.5204865344803675,0.0,7.5204865344803675,2588.330802462466
O01->S008->S013->O01,S008->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S013-FOD-01"", ""S013-MED-01"", ""S013-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.525378728394099,0.0,7.525378728394099,2398.577782974411
O01->S008->S003->O01,S008->S003,"[""S003-MED-01"", ""S003-WAT-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.528615049279237,0.0,7.528615049279237,2900.365184104799
O01->S004->S008->O01,S004->S008,"[""S004-MED-01"", ""S004-WAT-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.5315599857600635,0.0,7.5315599857600635,2470.8050727347504
O01->S002->S008->O01,S002->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.541342181947788,0.0,7.541342181947788,2387.09893476375
O01->S012->S008->O01,S012->S008,"[""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.553780580060751,0.0,7.553780580060751,2400.9344437835366
O01->S008->S007->O01,S008->S007,"[""S007-MED-01"", ""S007-WAT-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.55844370431215,0.0,7.55844370431215,2715.3720615074344
O01->S012->S008->O01,S012->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S012-MED-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.5945457219425965,0.0,7.5945457219425965,2466.9344437835366
O01->S012->S008->O01,S012->S008,"[""S008-MED-01"", ""S012-FOD-01"", ""S012-MED-01"", ""S012-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.59741337350207,0.0,7.59741337350207,2532.9344437835366
O01->S002->S008->O01,S002->S008,"[""S002-MED-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.634573246426993,0.0,7.634573246426993,2453.09893476375
O01->S003->S008->O01,S003->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.644836551593019,0.0,7.644836551593019,2834.4999672565004
O01->S008->S012->O01,S008->S012,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.671757384768222,0.0,7.671757384768222,2466.778007355396
O01->S008->S003->O01,S008->S003,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.693667457707228,0.0,7.693667457707228,2966.365184104799
O01->S015->S008->O01,S015->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S015-FOD-01"", ""S015-MED-01"", ""S015-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.7397501735655005,0.0,7.7397501735655005,2736.356995586148
O01->S008->S004->O01,S008->S004,"[""S004-FOD-01"", ""S004-HYG-01"", ""S004-MED-01"", ""S004-WAT-01"", ""S004-WAT-02"", ""S004-WAT-03"", ""S008-MED-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.76895470946806,0.0,7.76895470946806,2470.8153113051053
O01->S008->S006->O01,S008->S006,"[""S006-MED-01"", ""S006-WAT-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,4,0,-6.213629794260157,False,False,False,False,7.785483589020693,0.0,7.785483589020693,2588.339197354428
O01->S013->S008->O01,S013->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.7956414811969985,0.0,7.7956414811969985,2398.709590882842
O01->S008->S003->O01,S008->S003,"[""S003-MED-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.809414840601528,0.0,7.809414840601528,3032.365184104799
O01->S009->S008->O01,S009->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S009-FOD-01"", ""S009-MED-01"", ""S009-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.825361211960052,0.0,7.825361211960052,2468.262638486273
O01->S012->S008->O01,S012->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S012-MED-01"", ""S012-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.844594233584138,0.0,7.844594233584138,2532.9344437835366
O01->S013->S008->O01,S013->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S013-MED-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.858181538009845,0.0,7.858181538009845,2464.709590882842
O01->S008->S012->O01,S008->S012,"[""S008-MED-01"", ""S012-FOD-01"", ""S012-MED-01"", ""S012-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.864617121650399,0.0,7.864617121650399,2532.778007355396
O01->S008->S012->O01,S008->S012,"[""S008-MED-01"", ""S008-WAT-01"", ""S012-MED-01"", ""S012-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.877558645382329,0.0,7.877558645382329,2532.778007355396
O01->S008->S015->O01,S008->S015,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S015-FOD-01"", ""S015-MED-01"", ""S015-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.964601724716818,0.0,7.964601724716818,2736.3032968341586
O01->S008->S002->O01,S008->S002,"[""S002-MED-01"", ""S002-WAT-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.972277551095647,0.0,7.972277551095647,2519.059909724478
O01->S012->S008->O01,S012->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,8.008551392870004,0.0,8.008551392870004,2466.9344437835366
O01->S008->S007->O01,S008->S007,"[""S007-FOD-01"", ""S007-HYG-01"", ""S007-MED-01"", ""S007-WAT-01"", ""S007-WAT-02"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,8.034149855515786,0.0,8.034149855515786,2715.3720615074344
O01->S012->S008->O01,S012->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S012-FOD-01"", ""S012-MED-01"", ""S012-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,8.040480036582998,0.0,8.040480036582998,2598.9344437835366
O01->S008->S012->O01,S008->S012,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,8.045713990851612,0.0,8.045713990851612,2598.778007355396
O01->S008->S009->O01,S008->S009,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S009-FOD-01"", ""S009-MED-01"", ""S009-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,8.115496418736749,0.0,8.115496418736749,2468.211658167081
O01->S006->S008->O01,S006->S008,"[""S006-FOD-01"", ""S006-HYG-01"", ""S006-MED-01"", ""S006-WAT-01"", ""S006-WAT-02"", ""S006-WAT-03"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,False,False,False,4,0,-6.213629794260157,False,False,False,False,8.131902246218509,0.0,8.131902246218509,2852.3308024624653
O01->S008->S012->O01,S008->S012,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S012-MED-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,8.158263528833325,0.0,8.158263528833325,2664.778007355396
O01->S008->S012->O01,S008->S012,"[""S008-MED-01"", ""S008-WAT-01"", ""S012-FOD-01"", ""S012-MED-01"", ""S012-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,8.207248862362306,0.0,8.207248862362306,2598.778007355396
O01->S002->S008->O01,S002->S008,"[""S002-MED-01"", ""S002-WAT-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,8.209104932678397,0.0,8.209104932678397,2519.09893476375
O01->S008->S013->O01,S008->S013,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S013-MED-01"", ""S013-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,8.227288749098273,0.0,8.227288749098273,2530.577782974411
O01->S013->S008->O01,S013->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S013-MED-01"", ""S013-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,8.240978265366895,0.0,8.240978265366895,2530.709590882842
O01->S008->S005->O01,S008->S005,"[""S005-FOD-01"", ""S005-HYG-01"", ""S005-MED-01"", ""S005-WAT-01"", ""S005-WAT-02"", ""S005-WAT-03"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,8.24784824974527,0.0,8.24784824974527,2350.5439077600704
O01->S007->S008->O01,S007->S008,"[""S007-FOD-01"", ""S007-HYG-01"", ""S007-MED-01"", ""S007-WAT-01"", ""S007-WAT-02"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,False,False,False,7,2,-6.213629794260157,False,False,False,False,8.273081842689956,0.0,8.273081842689956,2913.4091158607557
O01->S003->S008->O01,S003->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,8.294015645192749,0.0,8.294015645192749,2966.4999672565004
O01->S004->S008->O01,S004->S008,"[""S004-FOD-01"", ""S004-HYG-01"", ""S004-MED-01"", ""S004-WAT-01"", ""S004-WAT-02"", ""S004-WAT-03"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,8.3237951425487,0.0,8.3237951425487,2536.8050727347504
O01->S003->S008->O01,S003->S008,"[""S003-MED-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,8.387986531147664,0.0,8.387986531147664,3032.4999672565004
O01->S013->S008->O01,S013->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S013-FOD-01"", ""S013-MED-01"", ""S013-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,8.558513672488344,0.0,8.558513672488344,2596.709590882842
O01->S008->S003->O01,S008->S003,"[""S003-MED-01"", ""S003-WAT-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,8.566079023851016,0.0,8.566079023851016,3098.365184104799
O01->S012->S008->O01,S012->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,8.700920664851708,0.0,8.700920664851708,2598.9344437835366
O01->S008->S005->O01,S008->S005,"[""S005-FOD-01"", ""S005-HYG-01"", ""S005-MED-01"", ""S005-WAT-01"", ""S005-WAT-02"", ""S005-WAT-03"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,False,False,False,7,2,-6.213629794260157,False,False,False,False,8.70378295627976,0.0,8.70378295627976,2548.543907760071
O01->S012->S008->O01,S012->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S012-MED-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,8.79488995765998,0.0,8.79488995765998,2664.9344437835366
O01->S008->S004->O01,S008->S004,"[""S004-FOD-01"", ""S004-HYG-01"", ""S004-MED-01"", ""S004-WAT-01"", ""S004-WAT-02"", ""S004-WAT-03"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,8.814109719052741,0.0,8.814109719052741,2536.8153113051053
O01->S008->S013->O01,S008->S013,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S013-FOD-01"", ""S013-MED-01"", ""S013-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,8.874931641686608,0.0,8.874931641686608,2596.577782974411
O01->S008->S012->O01,S008->S012,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S012-MED-01"", ""S012-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,8.915022619954108,0.0,8.915022619954108,2730.778007355396
O01->S003->S008->O01,S003->S008,"[""S003-MED-01"", ""S003-WAT-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,8.962711135979482,0.0,8.962711135979482,3098.4999672565004
O01->S004->S008->O01,S004->S008,"[""S004-FOD-01"", ""S004-HYG-01"", ""S004-MED-01"", ""S004-WAT-01"", ""S004-WAT-02"", ""S004-WAT-03"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,False,False,False,7,0,-6.213629794260157,False,False,False,False,8.97106635276064,0.0,8.97106635276064,2734.8050727347504
O01->S008->S006->O01,S008->S006,"[""S006-FOD-01"", ""S006-HYG-01"", ""S006-MED-01"", ""S006-WAT-01"", ""S006-WAT-02"", ""S006-WAT-03"", ""S008-MED-01""]",C,True,True,True,False,4,0,-6.213629794260157,False,False,False,False,8.982736541370853,0.0,8.982736541370853,2588.339197354428
O01->S002->S008->O01,S002->S008,"[""S002-FOD-01"", ""S002-FOD-02"", ""S002-HYG-01"", ""S002-MED-01"", ""S002-WAT-01"", ""S002-WAT-02"", ""S002-WAT-03"", ""S002-WAT-04"", ""S008-MED-01""]",C,True,False,True,False,7,0,-6.213629794260157,False,False,False,False,9.111017444993607,0.0,9.111017444993607,2651.09893476375
O01->S002->S008->O01,S002->S008,"[""S002-FOD-01"", ""S002-FOD-02"", ""S002-HYG-01"", ""S002-MED-01"", ""S002-WAT-01"", ""S002-WAT-02"", ""S002-WAT-03"", ""S002-WAT-04"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,False,True,False,7,0,-6.213629794260157,False,False,False,False,9.20560076276658,0.0,9.20560076276658,2717.09893476375
O01->S008->S004->O01,S008->S004,"[""S004-FOD-01"", ""S004-HYG-01"", ""S004-MED-01"", ""S004-WAT-01"", ""S004-WAT-02"", ""S004-WAT-03"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,False,False,False,7,0,-6.213629794260157,False,False,False,False,9.27004442558723,0.0,9.27004442558723,2734.815311305105
O01->S012->S008->O01,S012->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S012-MED-01"", ""S012-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,9.372183703103964,0.0,9.372183703103964,2730.9344437835366
O01->S008->S007->O01,S008->S007,"[""S007-FOD-01"", ""S007-HYG-01"", ""S007-MED-01"", ""S007-WAT-01"", ""S007-WAT-02"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,False,False,False,7,2,-6.213629794260157,False,False,False,False,9.52224688270953,0.0,9.52224688270953,2913.3720615074344
O01->S008->S012->O01,S008->S012,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S012-FOD-01"", ""S012-MED-01"", ""S012-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,9.556801775654815,0.0,9.556801775654815,2796.778007355396
O01->S002->S008->O01,S002->S008,"[""S002-FOD-01"", ""S002-FOD-02"", ""S002-HYG-01"", ""S002-MED-01"", ""S002-WAT-01"", ""S002-WAT-02"", ""S002-WAT-03"", ""S002-WAT-04"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,False,False,False,7,0,-6.213629794260157,False,False,False,False,9.593591536665475,0.0,9.593591536665475,2915.09893476375
O01->S003->S008->O01,S003->S008,"[""S003-FOD-01"", ""S003-FOD-02"", ""S003-HYG-01"", ""S003-MED-01"", ""S003-WAT-01"", ""S003-WAT-02"", ""S003-WAT-03"", ""S003-WAT-04"", ""S008-MED-01""]",C,True,False,True,False,7,0,-6.213629794260157,False,False,False,False,9.676626635976099,0.0,9.676626635976099,3230.4999672565004
O01->S003->S008->O01,S003->S008,"[""S003-FOD-01"", ""S003-FOD-02"", ""S003-HYG-01"", ""S003-MED-01"", ""S003-WAT-01"", ""S003-WAT-02"", ""S003-WAT-03"", ""S003-WAT-04"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,False,True,False,7,0,-6.213629794260157,False,False,False,False,9.823592168400788,0.0,9.823592168400788,3296.4999672565004
O01->S012->S008->O01,S012->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S012-FOD-01"", ""S012-MED-01"", ""S012-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,9.852816529876208,0.0,9.852816529876208,2796.9344437835366
O01->S008->S006->O01,S008->S006,"[""S006-FOD-01"", ""S006-HYG-01"", ""S006-MED-01"", ""S006-WAT-01"", ""S006-WAT-02"", ""S006-WAT-03"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,4,0,-6.213629794260157,False,False,False,False,10.027891550955534,0.0,10.027891550955534,2654.339197354428
O01->S003->S008->O01,S003->S008,"[""S003-FOD-01"", ""S003-FOD-02"", ""S003-HYG-01"", ""S003-MED-01"", ""S003-WAT-01"", ""S003-WAT-02"", ""S003-WAT-03"", ""S003-WAT-04"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,False,False,False,7,0,-6.213629794260157,False,False,False,False,10.377108835701021,0.0,10.377108835701021,3494.4999672565004
O01->S008->S006->O01,S008->S006,"[""S006-FOD-01"", ""S006-HYG-01"", ""S006-MED-01"", ""S006-WAT-01"", ""S006-WAT-02"", ""S006-WAT-03"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,False,False,False,4,0,-6.213629794260157,False,False,False,False,10.483826257490023,0.0,10.483826257490023,2852.3391973544276
O01->S008->S001->O01,S008->S001,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-07"", ""S001-WAT-08"", ""S008-MED-01""]",C,True,False,False,False,4,0,-6.213629794260157,False,False,False,False,10.65295284920466,0.0,10.65295284920466,2886.8610285618693
O01->S008->S001->O01,S008->S001,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-07"", ""S001-WAT-08"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,False,False,False,4,0,-6.213629794260157,False,False,False,False,10.665945538130085,0.0,10.665945538130085,2952.8610285618693
O01->S008->S001->O01,S008->S001,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-07"", ""S001-WAT-08"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,False,False,False,4,0,-6.213629794260157,False,False,False,False,10.691930915980937,0.0,10.691930915980937,3150.8610285618697
O01->S008->S002->O01,S008->S002,"[""S002-FOD-01"", ""S002-FOD-02"", ""S002-HYG-01"", ""S002-MED-01"", ""S002-WAT-01"", ""S002-WAT-02"", ""S002-WAT-03"", ""S002-WAT-04"", ""S008-MED-01""]",C,True,False,True,False,7,0,-6.213629794260157,False,False,False,False,11.121011960474851,0.0,11.121011960474851,2651.059909724478
O01->S008->S002->O01,S008->S002,"[""S002-FOD-01"", ""S002-FOD-02"", ""S002-HYG-01"", ""S002-MED-01"", ""S002-WAT-01"", ""S002-WAT-02"", ""S002-WAT-03"", ""S002-WAT-04"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,False,True,False,7,0,-6.213629794260157,False,False,False,False,11.134004649400277,0.0,11.134004649400277,2717.059909724478
O01->S008->S002->O01,S008->S002,"[""S002-FOD-01"", ""S002-FOD-02"", ""S002-HYG-01"", ""S002-MED-01"", ""S002-WAT-01"", ""S002-WAT-02"", ""S002-WAT-03"", ""S002-WAT-04"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,False,False,False,7,0,-6.213629794260157,False,False,False,False,11.159990027251128,0.0,11.159990027251128,2915.059909724478
O01->S008->S003->O01,S008->S003,"[""S003-FOD-01"", ""S003-FOD-02"", ""S003-HYG-01"", ""S003-MED-01"", ""S003-WAT-01"", ""S003-WAT-02"", ""S003-WAT-03"", ""S003-WAT-04"", ""S008-MED-01""]",C,True,False,True,False,7,0,-6.213629794260157,False,False,False,False,12.315956036155258,0.0,12.315956036155258,3230.365184104799
O01->S008->S003->O01,S008->S003,"[""S003-FOD-01"", ""S003-FOD-02"", ""S003-HYG-01"", ""S003-MED-01"", ""S003-WAT-01"", ""S003-WAT-02"", ""S003-WAT-03"", ""S003-WAT-04"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,False,True,False,7,0,-6.213629794260157,False,False,False,False,12.328948725080682,0.0,12.328948725080682,3296.365184104799
O01->S008->S003->O01,S008->S003,"[""S003-FOD-01"", ""S003-FOD-02"", ""S003-HYG-01"", ""S003-MED-01"", ""S003-WAT-01"", ""S003-WAT-02"", ""S003-WAT-03"", ""S003-WAT-04"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,False,False,False,7,0,-6.213629794260157,False,False,False,False,12.354934102931532,0.0,12.354934102931532,3494.365184104799
O01->S008->S010->O01,S008->S010,"[""S008-MED-01""]",B,True,True,True,False,7,2,-7.409252030180156,False,False,False,False,3.318719170674572,0.0,3.318719170674572,2226.2437476277078
O01->S010->S008->O01,S010->S008,"[""S008-MED-01""]",B,True,True,True,False,7,2,-7.409252030180156,False,False,False,False,3.3327994897069426,0.0,3.3327994897069426,2226.3869771510485
O01->S008->S010->O01,S008->S010,"[""S008-MED-01"", ""S008-WAT-01""]",B,True,True,True,False,7,2,-7.409252030180156,False,False,False,False,3.574971732480033,0.0,3.574971732480033,2286.243747627708
O01->S008->S010->O01,S008->S010,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01""]",B,True,True,True,False,7,2,-7.409252030180156,False,False,False,False,3.6915854477145436,0.0,3.6915854477145436,2346.243747627708
O01->S010->S008->O01,S010->S008,"[""S008-MED-01"", ""S008-WAT-01""]",B,True,True,True,False,7,2,-7.409252030180156,False,False,False,False,3.7778325049747132,0.0,3.7778325049747132,2286.3869771510485
O01->S010->S008->O01,S010->S008,"[""S008-MED-01"", ""S010-FOD-01"", ""S010-MED-01"", ""S010-WAT-01""]",B,True,False,False,False,7,2,-7.409252030180156,False,False,False,False,3.7825124065493814,0.0,3.7825124065493814,2406.3869771510485
