route,visit_order,box_set,drone_type,hard_deadline_ok,payload_ok,volume_ok,transport_reserve_ok,relay_block_count,feasible_block_count,worst_block_joint_margin,communication_geometry_pass,relay_chain_ok,component_ok,route_feasible,transport_energy,relay_energy,total_energy,makespan
O01->S004->S008->O01,S004->S008,"[""S004-MED-01"", ""S004-WAT-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,True,7,0,-6.213629794260157,False,False,False,False,6.328854629954133,0.0,6.328854629954133,2272.8050727347504
O01->S008->S015->O01,S008->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S015-MED-01"", ""S015-WAT-01""]",C,True,True,True,True,7,2,-6.213629794260157,False,False,False,False,6.330750296544148,0.0,6.330750296544148,2472.3032968341586
O01->S008->S006->O01,S008->S006,"[""S006-MED-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,True,4,0,-6.213629794260157,False,False,False,False,6.332936842878201,0.0,6.332936842878201,2324.3391973544276
O01->S009->S008->O01,S009->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S009-WAT-01""]",C,True,True,True,True,7,2,-6.213629794260157,False,False,False,False,6.339247747105583,0.0,6.339247747105583,2204.262638486273
O01->S007->S008->O01,S007->S008,"[""S007-MED-01"", ""S007-WAT-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,True,7,2,-6.213629794260157,False,False,False,False,6.341145617161514,0.0,6.341145617161514,2517.409115860756
O01->S008->S004->O01,S008->S004,"[""S004-MED-01"", ""S004-WAT-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,True,7,0,-6.213629794260157,False,False,False,False,6.342534954606641,0.0,6.342534954606641,2272.8153113051053
O01->S006->S008->O01,S006->S008,"[""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,True,4,0,-6.213629794260157,False,False,False,False,6.345902250777033,0.0,6.345902250777033,2258.330802462466
O01->S004->S008->O01,S004->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,True,7,0,-6.213629794260157,False,False,False,False,6.347125232424905,0.0,6.347125232424905,2206.8050727347504
O01->S001->S008->O01,S001->S008,"[""S001-MED-01"", ""S001-MED-02"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,True,4,0,-6.213629794260157,False,False,False,False,6.348881327614219,0.0,6.348881327614219,2292.889630407168
O01->S006->S008->O01,S006->S008,"[""S006-MED-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,True,4,0,-6.213629794260157,False,False,False,False,6.364740676166907,0.0,6.364740676166907,2324.330802462466
O01->S011->S008->O01,S011->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S011-FOD-01"", ""S011-MED-01"", ""S011-WAT-01""]",C,True,True,True,True,4,0,-6.213629794260157,False,False,False,False,6.377504024520854,0.0,6.377504024520854,2336.425282421441
O01->S008->S002->O01,S008->S002,"[""S008-MED-01""]",C,True,True,True,True,7,0,-6.213629794260157,False,False,False,False,6.388993632242771,0.0,6.388993632242771,2123.059909724478
O01->S002->S008->O01,S002->S008,"[""S008-MED-01""]",C,True,True,True,True,7,0,-6.213629794260157,False,False,False,False,6.395269515497518,0.0,6.395269515497518,2123.0989347637496
O01->S015->S008->O01,S015->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S015-FOD-01"", ""S015-MED-01"", ""S015-WAT-01""]",C,True,True,True,True,7,2,-6.213629794260157,False,False,False,False,6.396501404733515,0.0,6.396501404733515,2538.356995586148
O01->S008->S001->O01,S008->S001,"[""S001-MED-01"", ""S001-MED-02"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,4,0,-6.213629794260157,False,False,False,False,6.404723729467869,0.0,6.404723729467869,2292.8610285618693
O01->S008->S009->O01,S008->S009,"[""S008-MED-01"", ""S009-FOD-01"", ""S009-MED-01"", ""S009-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.423311764732334,0.0,6.423311764732334,2204.211658167081
O01->S009->S008->O01,S009->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.444379386243742,0.0,6.444379386243742,2138.262638486273
O01->S007->S008->O01,S007->S008,"[""S007-FOD-01"", ""S007-HYG-01"", ""S007-MED-01"", ""S007-WAT-01"", ""S007-WAT-02"", ""S008-MED-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.471744217778015,0.0,6.471744217778015,2649.409115860756
O01->S008->S009->O01,S008->S009,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S009-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.475396443640346,0.0,6.475396443640346,2204.211658167081
O01->S006->S008->O01,S006->S008,"[""S006-MED-01"", ""S006-WAT-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,4,0,-6.213629794260157,False,False,False,False,6.4783673433166715,0.0,6.4783673433166715,2390.330802462466
O01->S007->S008->O01,S007->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.4875524805495814,0.0,6.4875524805495814,2451.409115860756
O01->S005->S008->O01,S005->S008,"[""S005-MED-01"", ""S005-WAT-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.488286107135988,0.0,6.488286107135988,2284.538961939056
O01->S009->S008->O01,S009->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-FOD-01"", ""S009-MED-01"", ""S009-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.489079462894714,0.0,6.489079462894714,2270.262638486273
O01->S008->S007->O01,S008->S007,"[""S007-MED-01"", ""S007-WAT-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.520979729740373,0.0,6.520979729740373,2517.372061507435
O01->S008->S006->O01,S008->S006,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,4,0,-6.213629794260157,False,False,False,False,6.522407221623438,0.0,6.522407221623438,2324.3391973544276
O01->S008->S002->O01,S008->S002,"[""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,6.531135741497806,0.0,6.531135741497806,2189.059909724478
O01->S008->S015->O01,S008->S015,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.54109897678067,0.0,6.54109897678067,2538.3032968341586
O01->S008->S002->O01,S008->S002,"[""S002-MED-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,6.582097351829525,0.0,6.582097351829525,2255.059909724478
O01->S008->S013->O01,S008->S013,"[""S008-MED-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.587775300771212,0.0,6.587775300771212,2134.577782974411
O01->S001->S008->O01,S001->S008,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-07"", ""S001-WAT-08"", ""S008-MED-01""]",C,True,False,False,False,4,0,-6.213629794260157,False,False,False,False,6.588029833056976,0.0,6.588029833056976,2886.889630407168
O01->S013->S008->O01,S013->S008,"[""S008-MED-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.59487518908401,0.0,6.59487518908401,2134.7095908828423
O01->S008->S004->O01,S008->S004,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,6.596510580708387,0.0,6.596510580708387,2338.8153113051053
O01->S002->S008->O01,S002->S008,"[""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,6.608267518670203,0.0,6.608267518670203,2189.0989347637496
O01->S008->S015->O01,S008->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S015-FOD-01"", ""S015-MED-01"", ""S015-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.61504881142431,0.0,6.61504881142431,2538.3032968341586
O01->S002->S008->O01,S002->S008,"[""S002-MED-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,6.648032569620746,0.0,6.648032569620746,2255.09893476375
O01->S008->S015->O01,S008->S015,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S015-MED-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.653069229949626,0.0,6.653069229949626,2604.3032968341586
O01->S008->S009->O01,S008->S009,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.687956248875604,0.0,6.687956248875604,2270.211658167081
O01->S006->S008->O01,S006->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,4,0,-6.213629794260157,False,False,False,False,6.696603135400871,0.0,6.696603135400871,2324.330802462466
O01->S008->S007->O01,S008->S007,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.700638356272698,0.0,6.700638356272698,2583.3720615074344
O01->S001->S008->O01,S001->S008,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-07"", ""S001-WAT-08"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,False,False,False,4,0,-6.213629794260157,False,False,False,False,6.700706589571574,0.0,6.700706589571574,2952.889630407168
O01->S008->S004->O01,S008->S004,"[""S004-MED-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,6.703198700807914,0.0,6.703198700807914,2404.8153113051053
O01->S008->S013->O01,S008->S013,"[""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.729917410026247,0.0,6.729917410026247,2200.577782974411
O01->S008->S011->O01,S008->S011,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S011-MED-01"", ""S011-WAT-01""]",C,True,True,True,False,4,0,-6.213629794260157,False,False,False,False,6.739463374321368,0.0,6.739463374321368,2270.4327385831566
O01->S008->S006->O01,S008->S006,"[""S006-MED-01"", ""S006-WAT-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,4,0,-6.213629794260157,False,False,False,False,6.748019614448914,0.0,6.748019614448914,2390.3391973544276
O01->S008->S005->O01,S008->S005,"[""S005-MED-01"", ""S005-WAT-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.754352870827427,0.0,6.754352870827427,2284.5439077600704
O01->S006->S008->O01,S006->S008,"[""S006-FOD-01"", ""S006-HYG-01"", ""S006-MED-01"", ""S006-WAT-01"", ""S006-WAT-02"", ""S006-WAT-03"", ""S008-MED-01""]",C,True,True,True,False,4,0,-6.213629794260157,False,False,False,False,6.758095082540711,0.0,6.758095082540711,2588.3308024624657
O01->S008->S009->O01,S008->S009,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-FOD-01"", ""S009-MED-01"", ""S009-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.76594350544424,0.0,6.76594350544424,2270.211658167081
O01->S008->S002->O01,S008->S002,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,6.777662299638968,0.0,6.777662299638968,2255.059909724478
O01->S015->S008->O01,S015->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.782596162626385,0.0,6.782596162626385,2538.356995586148
O01->S008->S013->O01,S008->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S013-MED-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.784873975998509,0.0,6.784873975998509,2266.577782974411
O01->S008->S009->O01,S008->S009,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S009-MED-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.797576281359178,0.0,6.797576281359178,2336.211658167081
O01->S013->S008->O01,S013->S008,"[""S008-MED-01"", ""S013-FOD-01"", ""S013-MED-01"", ""S013-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.801931344414348,0.0,6.801931344414348,2332.709590882842
O01->S008->S007->O01,S008->S007,"[""S007-MED-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.814405972989594,0.0,6.814405972989594,2649.3720615074344
O01->S013->S008->O01,S013->S008,"[""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.816712673813575,0.0,6.816712673813575,2200.7095908828423
O01->S004->S008->O01,S004->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,6.830684986688916,0.0,6.830684986688916,2338.8050727347504
O01->S013->S008->O01,S013->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S013-MED-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.844385405263168,0.0,6.844385405263168,2266.7095908828423
O01->S015->S008->O01,S015->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S015-MED-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.861448616689645,0.0,6.861448616689645,2604.356995586148
O01->S002->S008->O01,S002->S008,"[""S002-MED-01"", ""S002-WAT-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,6.893708371641095,0.0,6.893708371641095,2321.09893476375
O01->S008->S006->O01,S008->S006,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,4,0,-6.213629794260157,False,False,False,False,6.896363827706827,0.0,6.896363827706827,2456.339197354428
O01->S004->S008->O01,S004->S008,"[""S004-MED-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,6.928732867604047,0.0,6.928732867604047,2404.8050727347504
O01->S008->S003->O01,S008->S003,"[""S008-MED-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,6.931042184227643,0.0,6.931042184227643,2702.365184104799
O01->S005->S008->O01,S005->S008,"[""S005-FOD-01"", ""S005-HYG-01"", ""S005-MED-01"", ""S005-WAT-01"", ""S005-WAT-02"", ""S005-WAT-03"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.932003052308482,0.0,6.932003052308482,2350.538961939056
O01->S008->S002->O01,S008->S002,"[""S002-MED-01"", ""S002-WAT-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,6.934813576523869,0.0,6.934813576523869,2321.059909724478
O01->S009->S008->O01,S009->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.939664494142818,0.0,6.939664494142818,2270.262638486273
O01->S003->S008->O01,S003->S008,"[""S008-MED-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,6.945543477861772,0.0,6.945543477861772,2702.4999672565004
O01->S007->S008->O01,S007->S008,"[""S007-FOD-01"", ""S007-HYG-01"", ""S007-MED-01"", ""S007-WAT-01"", ""S007-WAT-02"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.947387844028841,0.0,6.947387844028841,2715.4091158607566
O01->S008->S013->O01,S008->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.976443968167408,0.0,6.976443968167408,2266.577782974411
O01->S002->S008->O01,S002->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,6.978705415157541,0.0,6.978705415157541,2255.0989347637496
O01->S007->S008->O01,S007->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,6.990083720414674,0.0,6.990083720414674,2583.409115860756
O01->S009->S008->O01,S009->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S009-MED-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.011716516760348,0.0,7.011716516760348,2336.262638486273
O01->S008->S006->O01,S008->S006,"[""S006-MED-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,4,0,-6.213629794260157,False,False,False,False,7.011732915094305,0.0,7.011732915094305,2522.339197354428
O01->S013->S008->O01,S013->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S013-MED-01"", ""S013-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.012722060579176,0.0,7.012722060579176,2332.709590882842
O01->S007->S008->O01,S007->S008,"[""S007-MED-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.050042972306784,0.0,7.050042972306784,2649.409115860756
O01->S008->S003->O01,S008->S003,"[""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.073184293482678,0.0,7.073184293482678,2768.365184104799
O01->S008->S003->O01,S008->S003,"[""S003-MED-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.130618768385425,0.0,7.130618768385425,2834.365184104799
O01->S013->S008->O01,S013->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S013-FOD-01"", ""S013-MED-01"", ""S013-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.143648585663314,0.0,7.143648585663314,2398.7095908828423
O01->S008->S002->O01,S008->S002,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.151618905722357,0.0,7.151618905722357,2387.059909724478
O01->S001->S008->O01,S001->S008,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-07"", ""S001-WAT-08"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,False,False,False,4,0,-6.213629794260157,False,False,False,False,7.1741161486714695,0.0,7.1741161486714695,3150.889630407168
O01->S008->S013->O01,S008->S013,"[""S008-MED-01"", ""S013-FOD-01"", ""S013-MED-01"", ""S013-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.182746987682193,0.0,7.182746987682193,2332.577782974411
O01->S008->S013->O01,S008->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S013-MED-01"", ""S013-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.189824774526495,0.0,7.189824774526495,2332.577782974411
O01->S008->S005->O01,S008->S005,"[""S005-FOD-01"", ""S005-HYG-01"", ""S005-MED-01"", ""S005-WAT-01"", ""S005-WAT-02"", ""S005-WAT-03"", ""S008-MED-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.202693240160591,0.0,7.202693240160591,2284.5439077600704
O01->S013->S008->O01,S013->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.204737999397826,0.0,7.204737999397826,2266.7095908828423
O01->S003->S008->O01,S003->S008,"[""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.20815587234923,0.0,7.20815587234923,2768.4999672565004
O01->S006->S008->O01,S006->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,4,0,-6.213629794260157,False,False,False,False,7.22445869591867,0.0,7.22445869591867,2456.330802462466
O01->S003->S008->O01,S003->S008,"[""S003-MED-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.249910458689584,0.0,7.249910458689584,2834.4999672565004
O01->S008->S002->O01,S008->S002,"[""S002-MED-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.260893424045627,0.0,7.260893424045627,2453.059909724478
O01->S006->S008->O01,S006->S008,"[""S006-MED-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,4,0,-6.213629794260157,False,False,False,False,7.266170642398609,0.0,7.266170642398609,2522.330802462466
O01->S004->S008->O01,S004->S008,"[""S004-FOD-01"", ""S004-HYG-01"", ""S004-MED-01"", ""S004-WAT-01"", ""S004-WAT-02"", ""S004-WAT-03"", ""S008-MED-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.273689789353432,0.0,7.273689789353432,2470.8050727347504
O01->S008->S012->O01,S008->S012,"[""S008-MED-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.283088717372026,0.0,7.283088717372026,2334.778007355396
O01->S012->S008->O01,S012->S008,"[""S008-MED-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.293638778363174,0.0,7.293638778363174,2334.9344437835366
O01->S006->S008->O01,S006->S008,"[""S006-FOD-01"", ""S006-HYG-01"", ""S006-MED-01"", ""S006-WAT-01"", ""S006-WAT-02"", ""S006-WAT-03"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,4,0,-6.213629794260157,False,False,False,False,7.3178907319840505,0.0,7.3178907319840505,2654.3308024624657
O01->S008->S003->O01,S008->S003,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.319710851623839,0.0,7.319710851623839,2834.365184104799
O01->S015->S008->O01,S015->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S015-MED-01"", ""S015-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.342322624020893,0.0,7.342322624020893,2670.356995586148
O01->S008->S011->O01,S008->S011,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S011-FOD-01"", ""S011-MED-01"", ""S011-WAT-01""]",C,True,True,True,False,4,0,-6.213629794260157,False,False,False,False,7.347727922850589,0.0,7.347727922850589,2336.4327385831566
O01->S008->S013->O01,S008->S013,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.350400574250798,0.0,7.350400574250798,2398.577782974411
O01->S008->S015->O01,S008->S015,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S015-MED-01"", ""S015-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.368214271115925,0.0,7.368214271115925,2670.3032968341586
O01->S008->S004->O01,S008->S004,"[""S004-MED-01"", ""S004-WAT-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.37999892917842,0.0,7.37999892917842,2470.8153113051053
O01->S008->S007->O01,S008->S007,"[""S007-FOD-01"", ""S007-HYG-01"", ""S007-MED-01"", ""S007-WAT-01"", ""S007-WAT-02"", ""S008-MED-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.405016623049793,0.0,7.405016623049793,2649.3720615074344
O01->S007->S008->O01,S007->S008,"[""S007-MED-01"", ""S007-WAT-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.414889668720438,0.0,7.414889668720438,2715.4091158607566
O01->S008->S012->O01,S008->S012,"[""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,False,7,0,-6.213629794260157,False,False,False,False,7.425230826627061,0.0,7.425230826627061,2400.778007355396
O01->S009->S008->O01,S009->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S009-MED-01"", ""S009-WAT-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.455291458811086,0.0,7.455291458811086,2402.262638486273
O01->S008->S013->O01,S008->S013,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02"", ""S013-MED-01""]",C,True,True,True,False,7,2,-6.213629794260157,False,False,False,False,7.463670048214612,0.0,7.463670048214612,2464.577782974411
