resource_id,task_id,busy_start,busy_end,phase
U07,K25-001,390.0,448.14264404296875,climb
U07,K25-001,448.14264404296875,652.3733146928696,cruise
U07,K25-001,652.3733146928696,696.9016197465805,descent
U07,K25-001,804.9016197465805,840.5242637895493,climb
U07,K25-001,840.5242637895493,1044.748436102355,cruise
U07,K25-001,1044.748436102355,1117.426741156066,descent
U08,K25-002,390.0,462.50170166015624,climb
U08,K25-002,462.50170166015624,958.2034596320876,cruise
U08,K25-002,958.2034596320876,1002.9305867072829,descent
U08,K25-002,1110.930586707283,1146.7122883674392,climb
U08,K25-002,1146.7122883674392,1642.3809927788063,cruise
U08,K25-002,1642.3809927788063,1733.0081198540017,descent
U07,K25-003,1507.426741156066,1602.7858768982537,climb
U07,K25-003,1602.7858768982537,1814.854139838315,cruise
U07,K25-003,1814.854139838315,1840.5030595160492,descent
U07,K25-003,1948.5030595160492,1969.0221952582367,climb
U07,K25-003,1969.0221952582367,2181.0917075405778,cruise
U07,K25-003,2181.0917075405778,2300.2906272183127,descent
U08,K25-004,2183.008119854002,2336.7173898735327,climb
U08,K25-004,2336.7173898735327,2638.9898520230727,cruise
U08,K25-004,2638.9898520230727,2720.7264395474867,descent
U08,K25-004,2900.7264395474867,2966.115709567018,climb
U08,K25-004,2966.115709567018,3268.353631812793,cruise
U08,K25-004,3268.353631812793,3460.4902193372072,descent
U05,K25-005,390.0,492.6455118815104,climb
U05,K25-005,492.6455118815104,811.2202073356964,cruise
U05,K25-005,811.2202073356964,844.8348215935089,descent
U05,K25-005,934.8348215935089,962.847000141686,climb
U05,K25-005,962.847000141686,1281.3976259846513,cruise
U05,K25-005,1281.3976259846513,1404.5722402424637,descent
U06,K25-006,390.0,485.20033162434896,climb
U06,K25-006,485.20033162434896,978.4742715543227,cruise
U06,K25-006,978.4742715543227,1031.8746695035416,descent
U06,K25-006,1121.8746695035416,1166.3750011278905,climb
U06,K25-006,1166.3750011278905,1659.5609888606184,cruise
U06,K25-006,1659.5609888606184,1773.8013868098371,descent
U05,K25-007,1794.5722402424637,1885.0661814859534,climb
U05,K25-007,1885.0661814859534,2208.3331194460457,cruise
U05,K25-007,2208.3331194460457,2227.3258489382333,descent
U05,K25-007,2317.3258489382333,2333.153123515056,climb
U05,K25-007,2333.153123515056,2656.3804496977245,cruise
U05,K25-007,2656.3804496977245,2764.973179189912,descent
U06,K25-008,2163.801386809837,2318.550516041608,climb
U06,K25-008,2318.550516041608,2679.2739337432386,cruise
U06,K25-008,2679.2739337432386,2775.6528888213634,descent
U06,K25-008,2865.6528888213634,2945.968684719801,climb
U06,K25-008,2945.968684719801,3306.700883329532,cruise
U06,K25-008,3306.700883329532,3492.3998384076576,descent
U07,K25-009,2889.5269879058733,3063.1686431793105,climb
U07,K25-009,3063.1686431793105,3547.283874621632,cruise
U07,K25-009,3547.283874621632,3658.935943713429,descent
U07,K25-009,3766.935943713429,3856.2575989868665,climb
U07,K25-009,3856.2575989868665,4340.285769855382,cruise
U07,K25-009,4340.285769855382,4557.337838947178,descent
U08,K25-010,4121.6985629389765,4229.914229442883,climb
U08,K25-010,4229.914229442883,4746.292967850077,cruise
U08,K25-010,4746.292967850077,4831.262550979959,descent
U08,K25-010,4939.262550979959,5007.238217483866,climb
U08,K25-010,5007.238217483866,5523.6144707361855,cruise
U08,K25-010,5523.6144707361855,5658.884053866068,descent
U07,K25-011,5007.337838947178,5105.421571857334,climb
U07,K25-011,5105.421571857334,5646.060551577998,cruise
U07,K25-011,5646.060551577998,5697.0652177156935,descent
U07,K25-011,5877.0652177156935,5917.86895062585,climb
U07,K25-011,5917.86895062585,6458.493058861744,cruise
U07,K25-011,6458.493058861744,6581.097724999439,descent
U05,K25-012,3250.3648040614744,3398.397889185172,climb
U05,K25-012,3398.397889185172,3799.6982247250326,cruise
U05,K25-012,3799.6982247250326,3838.61792687347,descent
U05,K25-012,3928.61792687347,3961.0510119971677,climb
U05,K25-012,3961.0510119971677,4362.299195529888,cruise
U05,K25-012,4362.299195529888,4539.938897678325,descent
U08,K25-013,6048.884053866068,6128.368409334818,climb
U08,K25-013,6128.368409334818,6481.83656949822,cruise
U08,K25-013,6481.83656949822,6547.542013834158,descent
U08,K25-013,6655.542013834158,6708.106369302908,climb
U08,K25-013,6708.106369302908,7061.57422658095,cruise
U08,K25-013,7061.57422658095,7160.929670916888,descent
U06,K25-014,4024.4242169309764,4079.6005210488147,climb
U06,K25-014,4079.6005210488147,4461.124032590025,cruise
U06,K25-014,4461.124032590025,4486.415597531432,descent
U06,K25-014,4576.415597531432,4597.49190164927,climb
U06,K25-014,4597.49190164927,4978.992438963214,cruise
U06,K25-014,4978.992438963214,5045.204003904621,descent
U05,K25-015,4929.938897678325,4985.826149468689,climb
U05,K25-015,4985.826149468689,5173.638643842701,cruise
U05,K25-015,5173.638643842701,5206.943345991138,descent
U05,K25-015,5296.943345991138,5324.697264448169,climb
U05,K25-015,5324.697264448169,5512.504999726245,cruise
U05,K25-015,5512.504999726245,5579.569701874682,descent
U07,K25-016,7172.080130647302,7230.222774690271,climb
U07,K25-016,7230.222774690271,7434.453445340172,cruise
U07,K25-016,7434.453445340172,7478.981750393883,descent
U07,K25-016,7622.981750393883,7658.604394436851,climb
U07,K25-016,7658.604394436851,7862.8285667496575,cruise
U07,K25-016,7862.8285667496575,7935.506871803368,descent
U08,K25-017,8339.67063650247,8397.813280545437,climb
U08,K25-017,8397.813280545437,8602.043951195337,cruise
U08,K25-017,8602.043951195337,8646.572256249048,descent
U08,K25-017,8790.572256249048,8826.194900292017,climb
U08,K25-017,8826.194900292017,9030.419072604824,cruise
U08,K25-017,9030.419072604824,9103.097377658534,descent
U07,K25-018,9393.855107794468,9451.997751837438,climb
U07,K25-018,9451.997751837438,9656.228422487338,cruise
