resource_id,task_id,busy_start,busy_end,phase
U07,K25-018,9656.228422487338,9700.75672754105,descent
U07,K25-018,9844.75672754105,9880.379371584018,climb
U07,K25-018,9880.379371584018,10084.603543896823,cruise
U07,K25-018,10084.603543896823,10157.281848950535,descent
U06,K25-019,5445.230886610049,5505.648971326847,climb
U06,K25-019,5505.648971326847,6001.350729298778,cruise
U06,K25-019,6001.350729298778,6037.132430958934,descent
U06,K25-019,6097.132430958934,6126.950515675731,climb
U06,K25-019,6126.950515675731,6622.619220087098,cruise
U06,K25-019,6622.619220087098,6695.120921747254,descent
U08,K25-020,9493.097377658534,9565.59907931869,climb
U08,K25-020,9565.59907931869,10061.300837290622,cruise
U08,K25-020,10061.300837290622,10106.027964365818,descent
U08,K25-020,10214.027964365818,10249.809666025973,climb
U08,K25-020,10249.809666025973,10745.47837043734,cruise
U08,K25-020,10745.47837043734,10836.105497512535,descent
U05,K25-021,6568.00967932314,6712.711058717671,climb
U05,K25-021,6712.711058717671,7196.826290159992,cruise
U05,K25-021,7196.826290159992,7286.147945433429,descent
U05,K25-021,7346.147945433429,7420.582658161295,climb
U05,K25-021,7420.582658161295,7904.610829029809,cruise
U05,K25-021,7904.610829029809,8078.252484303247,descent
U07,K25-022,10547.281848950535,10720.923504223972,climb
U07,K25-022,10720.923504223972,11205.038735666294,cruise
U07,K25-022,11205.038735666294,11316.690804758091,descent
U07,K25-022,11424.690804758091,11514.012460031528,climb
U07,K25-022,11514.012460031528,11998.040630900043,cruise
U07,K25-022,11998.040630900043,12215.092699991841,descent
U08,K25-023,11226.105497512535,11334.32116401644,climb
U08,K25-023,11334.32116401644,11850.699902423636,cruise
U08,K25-023,11850.699902423636,11935.669485553517,descent
U08,K25-023,12043.669485553517,12111.645152057425,climb
U08,K25-023,12111.645152057425,12628.021405309744,cruise
U08,K25-023,12628.021405309744,12763.290988439627,descent
U07,K25-024,12605.092699991841,12684.577055460592,climb
U07,K25-024,12684.577055460592,13038.045215623993,cruise
U07,K25-024,13038.045215623993,13103.750659959931,descent
U07,K25-024,13211.750659959931,13264.315015428681,climb
U07,K25-024,13264.315015428681,13617.782872706724,cruise
U07,K25-024,13617.782872706724,13717.138317042662,descent
U08,K25-025,13445.002391342168,13540.361527084357,climb
U08,K25-025,13540.361527084357,13752.429790024416,cruise
U08,K25-025,13752.429790024416,13778.078709702151,descent
U08,K25-025,13886.078709702151,13906.59784544434,climb
U08,K25-025,13906.59784544434,14118.667357726681,cruise
U08,K25-025,14118.667357726681,14237.866277404415,descent
