primitive_interval,start,end,phase,direct_available,relay_required,direct_margin_lower_bound_db,transport_start_xyz,transport_end_xyz
746,1174.5875123168873,1175.6450734939797,return_cruise,False,True,-4.771130301625718,"[11178120.720394274, 2565100.6196150254, 372.9093322753906]","[11178124.345068257, 2565085.175853882, 372.9093322753906]"
747,1175.6450734939797,1176.702634671072,return_cruise,False,True,-4.75101004667215,"[11178124.345068257, 2565085.175853882, 372.9093322753906]","[11178127.969742242, 2565069.732092738, 372.9093322753906]"
748,1176.702634671072,1177.6223753823356,return_cruise,False,True,-4.730843127189047,"[11178127.969742242, 2565069.732092738, 372.9093322753906]","[11178131.122051816, 2565056.300949305, 372.9093322753906]"
749,1177.6223753823356,1178.5421160935991,return_cruise,False,True,-4.713266235997693,"[11178131.122051816, 2565056.300949305, 372.9093322753906]","[11178134.274361394, 2565042.869805872, 372.9093322753906]"
750,1178.5421160935991,1178.6799365594145,return_cruise,False,True,-4.69565374295604,"[11178134.274361394, 2565042.869805872, 372.9093322753906]","[11178134.7467258, 2565040.8571881615, 372.9093322753906]"
751,1178.6799365594145,1178.8177570252299,return_cruise,False,True,-4.693011486167649,"[11178134.7467258, 2565040.8571881615, 372.9093322753906]","[11178135.219090207, 2565038.844570451, 372.9093322753906]"
752,1178.8177570252299,1179.8753182023358,return_cruise,False,True,-4.690368426242287,"[11178135.219090207, 2565038.844570451, 372.9093322753906]","[11178138.84376419, 2565023.4008093076, 372.9093322753906]"
753,1179.8753182023358,1180.9328793794418,return_cruise,False,True,-4.670060206785678,"[11178138.84376419, 2565023.4008093076, 372.9093322753906]","[11178142.46843817, 2565007.9570481637, 372.9093322753906]"
754,1180.9328793794418,1181.9904405565208,return_cruise,False,True,-4.64970444678859,"[11178142.46843817, 2565007.9570481637, 372.9093322753906]","[11178146.093112154, 2564992.5132870204, 372.9093322753906]"
755,1181.9904405565208,1183.0480017335997,return_cruise,False,True,-4.6293009233981195,"[11178146.093112154, 2564992.5132870204, 372.9093322753906]","[11178149.717786137, 2564977.069525877, 372.9093322753906]"
756,1183.0480017335997,1184.1055629106786,return_cruise,False,True,-4.608849412192328,"[11178149.717786137, 2564977.069525877, 372.9093322753906]","[11178153.34246012, 2564961.625764733, 372.9093322753906]"
757,1184.1055629106786,1185.1631240877575,return_cruise,False,True,-4.58834968716512,"[11178153.34246012, 2564961.625764733, 372.9093322753906]","[11178156.967134101, 2564946.1820035903, 372.9093322753906]"
758,1185.1631240877575,1186.0001385081137,return_cruise,False,True,-4.567801520714738,"[11178156.967134101, 2564946.1820035903, 372.9093322753906]","[11178159.835908465, 2564933.958927458, 372.9093322753906]"
759,1186.0001385081137,1186.8371529284698,return_cruise,False,True,-4.551504033421423,"[11178159.835908465, 2564933.958927458, 372.9093322753906]","[11178162.704682829, 2564921.735851326, 372.9093322753906]"
760,1186.8371529284698,1187.0576996852196,return_cruise,False,True,-4.535175944286976,"[11178162.704682829, 2564921.735851326, 372.9093322753906]","[11178163.460582448, 2564918.515166315, 372.9093322753906]"
761,1187.0576996852196,1187.2782464419695,return_cruise,False,True,-4.530868512022693,"[11178163.460582448, 2564918.515166315, 372.9093322753906]","[11178164.216482067, 2564915.2944813026, 372.9093322753906]"
762,1187.2782464419695,1188.3358076190484,return_cruise,False,True,-4.526558945036044,"[11178164.216482067, 2564915.2944813026, 372.9093322753906]","[11178167.841156049, 2564899.8507201592, 372.9093322753906]"
763,1188.3358076190484,1189.3933687961273,return_cruise,False,True,-4.50586407247296,"[11178167.841156049, 2564899.8507201592, 372.9093322753906]","[11178171.465830032, 2564884.4069590154, 372.9093322753906]"
764,1189.3933687961273,1190.4509299732197,return_cruise,False,True,-4.485119831777467,"[11178171.465830032, 2564884.4069590154, 372.9093322753906]","[11178175.090504015, 2564868.963197872, 372.9093322753906]"
765,1190.4509299732197,1191.508491150312,return_cruise,False,True,-4.464325987124454,"[11178175.090504015, 2564868.963197872, 372.9093322753906]","[11178178.715177998, 2564853.519436728, 372.9093322753906]"
766,1191.508491150312,1192.5660523274043,return_cruise,False,True,-4.443482300994049,"[11178178.715177998, 2564853.519436728, 372.9093322753906]","[11178182.33985198, 2564838.0756755853, 372.9093322753906]"
767,1192.5660523274043,1193.6236135044967,return_cruise,False,True,-4.422588534161889,"[11178182.33985198, 2564838.0756755853, 372.9093322753906]","[11178185.964525964, 2564822.631914441, 372.9093322753906]"
768,1193.6236135044967,1194.377901633494,return_cruise,False,True,-4.401644445672105,"[11178185.964525964, 2564822.631914441, 372.9093322753906]","[11178188.549765112, 2564811.616905617, 372.9093322753906]"
769,1194.377901633494,1195.1321897624912,return_cruise,False,True,-4.386675539818512,"[11178188.549765112, 2564811.616905617, 372.9093322753906]","[11178191.13500426, 2564800.601896793, 372.9093322753906]"
770,1195.1321897624912,1195.4354628105727,return_cruise,False,True,-4.371680823211136,"[11178191.13500426, 2564800.601896793, 372.9093322753906]","[11178192.174439095, 2564796.1731444737, 372.9093322753906]"
771,1195.4354628105727,1195.7387358586543,return_cruise,False,True,-4.365644673546427,"[11178192.174439095, 2564796.1731444737, 372.9093322753906]","[11178193.213873927, 2564791.7443921547, 372.9093322753906]"
772,1195.7387358586543,1196.7962970357466,return_cruise,False,True,-4.359604331207137,"[11178193.213873927, 2564791.7443921547, 372.9093322753906]","[11178196.838547911, 2564776.300631011, 372.9093322753906]"
773,1196.7962970357466,1197.853858212839,return_cruise,False,True,-4.338507814552386,"[11178196.838547911, 2564776.300631011, 372.9093322753906]","[11178200.463221895, 2564760.8568698675, 372.9093322753906]"
774,1197.853858212839,1198.9114193899313,return_cruise,False,True,-4.317359994860141,"[11178200.463221895, 2564760.8568698675, 372.9093322753906]","[11178204.087895876, 2564745.4131087232, 372.9093322753906]"
775,1198.9114193899313,1199.9689805670237,return_cruise,False,True,-4.2961606223022955,"[11178204.087895876, 2564745.4131087232, 372.9093322753906]","[11178207.712569859, 2564729.96934758, 372.9093322753906]"
776,1199.9689805670237,1201.0265417441026,return_cruise,False,True,-4.274909445226712,"[11178207.712569859, 2564729.96934758, 372.9093322753906]","[11178211.33724384, 2564714.525586437, 372.9093322753906]"
777,1201.0265417441026,1202.0841029211815,return_cruise,False,True,-4.2536062101357,"[11178211.33724384, 2564714.525586437, 372.9093322753906]","[11178214.961917823, 2564699.081825293, 372.9093322753906]"
778,1202.0841029211815,1202.755664758847,return_cruise,False,True,-4.232250661665034,"[11178214.961917823, 2564699.081825293, 372.9093322753906]","[11178217.263621757, 2564689.2748837764, 372.9093322753906]"
779,1202.755664758847,1203.4272265965124,return_cruise,False,True,-4.218662402223089,"[11178217.263621757, 2564689.2748837764, 372.9093322753906]","[11178219.56532569, 2564679.4679422597, 372.9093322753906]"
780,1203.4272265965124,1203.8132259359527,return_cruise,False,True,-4.205052878102165,"[11178219.56532569, 2564679.4679422597, 372.9093322753906]","[11178220.88829574, 2564673.8311226326, 372.9093322753906]"
781,1203.8132259359527,1204.199225275393,return_cruise,False,True,-4.197220765860621,"[11178220.88829574, 2564673.8311226326, 372.9093322753906]","[11178222.21126579, 2564668.1943030055, 372.9093322753906]"
782,1204.199225275393,1205.256786452472,return_cruise,False,True,-4.18938159372054,"[11178222.21126579, 2564668.1943030055, 372.9093322753906]","[11178225.83593977, 2564652.750541862, 372.9093322753906]"
783,1205.256786452472,1206.3143476295509,return_cruise,False,True,-4.167867554045074,"[11178225.83593977, 2564652.750541862, 372.9093322753906]","[11178229.460613756, 2564637.306780719, 372.9093322753906]"
784,1206.3143476295509,1207.3719088066298,return_cruise,False,True,-4.146300160547838,"[11178229.460613756, 2564637.306780719, 372.9093322753906]","[11178233.085287737, 2564621.8630195754, 372.9093322753906]"
785,1207.3719088066298,1208.4294699837087,return_cruise,False,True,-4.124679148274652,"[11178233.085287737, 2564621.8630195754, 372.9093322753906]","[11178236.70996172, 2564606.419258432, 372.9093322753906]"
786,1208.4294699837087,1209.4870311608147,return_cruise,False,True,-4.103004250294859,"[11178236.70996172, 2564606.419258432, 372.9093322753906]","[11178240.334635703, 2564590.975497288, 372.9093322753906]"
787,1209.4870311608147,1210.5445923379207,return_cruise,False,True,-4.081275197681393,"[11178240.334635703, 2564590.975497288, 372.9093322753906]","[11178243.959309684, 2564575.5317361443, 372.9093322753906]"
788,1210.5445923379207,1211.1334278846516,return_cruise,False,True,-4.05949171949338,"[11178243.959309684, 2564575.5317361443, 372.9093322753906]","[11178245.977478404, 2564566.9328619298, 372.9093322753906]"
789,1211.1334278846516,1211.7222634313825,return_cruise,False,True,-4.04733928913646,"[11178245.977478404, 2564566.9328619298, 372.9093322753906]","[11178247.995647123, 2564558.3339877143, 372.9093322753906]"
790,1211.7222634313825,1212.1909890617303,return_cruise,False,True,-4.035169854269995,"[11178247.995647123, 2564558.3339877143, 372.9093322753906]","[11178249.602152389, 2564551.4891007864, 372.9093322753906]"
791,1212.1909890617303,1212.6597146920783,return_cruise,False,True,-4.025470537924491,"[11178249.602152389, 2564551.4891007864, 372.9093322753906]","[11178251.208657648, 2564544.6442138576, 372.9093322753906]"
792,1212.6597146920783,1213.7172758691706,return_cruise,False,True,-4.01576039242488,"[11178251.208657648, 2564544.6442138576, 372.9093322753906]","[11178254.833331633, 2564529.200452714, 372.9093322753906]"
793,1213.7172758691706,1214.774837046263,return_cruise,False,True,-3.99381199139809,"[11178254.833331633, 2564529.200452714, 372.9093322753906]","[11178258.458005616, 2564513.7566915704, 372.9093322753906]"
794,1214.774837046263,1215.8323982233553,return_cruise,False,True,-3.971808060464312,"[11178258.458005616, 2564513.7566915704, 372.9093322753906]","[11178262.082679598, 2564498.312930427, 372.9093322753906]"
795,1215.8323982233553,1216.8899594004477,return_cruise,False,True,-3.9497483182969404,"[11178262.082679598, 2564498.312930427, 372.9093322753906]","[11178265.70735358, 2564482.869169283, 372.9093322753906]"
796,1216.8899594004477,1217.9475205775266,return_cruise,False,True,-3.9276324814251495,"[11178265.70735358, 2564482.869169283, 372.9093322753906]","[11178269.332027562, 2564467.42540814, 372.9093322753906]"
797,1217.9475205775266,1219.0050817546055,return_cruise,False,True,-3.905460264220764,"[11178269.332027562, 2564467.42540814, 372.9093322753906]","[11178272.956701545, 2564451.9816469965, 372.9093322753906]"
798,1219.0050817546055,1219.5111910100047,return_cruise,False,True,-3.883231378867066,"[11178272.956701545, 2564451.9816469965, 372.9093322753906]","[11178274.691335049, 2564444.5908400887, 372.9093322753906]"
799,1219.5111910100047,1220.017300265404,return_cruise,False,True,-3.8725733316420445,"[11178274.691335049, 2564444.5908400887, 372.9093322753906]","[11178276.425968554, 2564437.200033181, 372.9093322753906]"
800,1220.017300265404,1220.5687521871107,return_cruise,False,True,-3.8619022077975274,"[11178276.425968554, 2564437.200033181, 372.9093322753906]","[11178278.316009032, 2564429.147078945, 372.9093322753906]"
801,1220.5687521871107,1221.1202041088175,return_cruise,False,True,-3.8502601268079104,"[11178278.316009032, 2564429.147078945, 372.9093322753906]","[11178280.206049511, 2564421.094124709, 372.9093322753906]"
802,1221.1202041088175,1222.1777652858964,return_cruise,False,True,-3.838602441397356,"[11178280.206049511, 2564421.094124709, 372.9093322753906]","[11178283.830723494, 2564405.6503635654, 372.9093322753906]"
803,1222.1777652858964,1223.2353264629753,return_cruise,False,True,-3.816201802529406,"[11178283.830723494, 2564405.6503635654, 372.9093322753906]","[11178287.455397476, 2564390.206602422, 372.9093322753906]"
804,1223.2353264629753,1224.2928876400542,return_cruise,False,True,-3.7937433219609034,"[11178287.455397476, 2564390.206602422, 372.9093322753906]","[11178291.080071459, 2564374.7628412787, 372.9093322753906]"
805,1224.2928876400542,1225.3504488171332,return_cruise,False,True,-3.771226700614207,"[11178291.080071459, 2564374.7628412787, 372.9093322753906]","[11178294.704745442, 2564359.3190801353, 372.9093322753906]"
806,1225.3504488171332,1226.4080099942391,return_cruise,False,True,-3.7486516370910863,"[11178294.704745442, 2564359.3190801353, 372.9093322753906]","[11178298.329419423, 2564343.8753189915, 372.9093322753906]"
807,1226.4080099942391,1227.4655711713451,return_cruise,False,True,-3.726017827646146,"[11178298.329419423, 2564343.8753189915, 372.9093322753906]","[11178301.954093408, 2564328.4315578477, 372.9093322753906]"
808,1227.4655711713451,1227.8889541353853,return_cruise,False,True,-3.7033249661620147,"[11178301.954093408, 2564328.4315578477, 372.9093322753906]","[11178303.405191695, 2564322.2488182476, 372.9093322753906]"
809,1227.8889541353853,1228.3123370994256,return_cruise,False,True,-3.6942235074184566,"[11178303.405191695, 2564322.2488182476, 372.9093322753906]","[11178304.856289985, 2564316.066078648, 372.9093322753906]"
810,1228.3123370994256,1228.946515312464,return_cruise,False,True,-3.6851125150062103,"[11178304.856289985, 2564316.066078648, 372.9093322753906]","[11178307.029865677, 2564306.8050571047, 372.9093322753906]"
811,1228.946515312464,1229.5806935255025,return_cruise,False,True,-3.6714474340255947,"[11178307.029865677, 2564306.8050571047, 372.9093322753906]","[11178309.203441372, 2564297.544035561, 372.9093322753906]"
812,1229.5806935255025,1230.6382547025948,return_cruise,False,True,-3.6577608506152046,"[11178309.203441372, 2564297.544035561, 372.9093322753906]","[11178312.828115355, 2564282.100274417, 372.9093322753906]"
813,1230.6382547025948,1231.6958158796872,return_cruise,False,True,-3.634888972239253,"[11178312.828115355, 2564282.100274417, 372.9093322753906]","[11178316.452789338, 2564266.6565132737, 372.9093322753906]"
814,1231.6958158796872,1232.7533770567795,return_cruise,False,True,-3.611956793153496,"[11178316.452789338, 2564266.6565132737, 372.9093322753906]","[11178320.07746332, 2564251.2127521303, 372.9093322753906]"
815,1232.7533770567795,1233.8109382338719,return_cruise,False,True,-3.588963995010232,"[11178320.07746332, 2564251.2127521303, 372.9093322753906]","[11178323.702137303, 2564235.7689909865, 372.9093322753906]"
816,1233.8109382338719,1234.8684994109508,return_cruise,False,True,-3.565910256935865,"[11178323.702137303, 2564235.7689909865, 372.9093322753906]","[11178327.326811284, 2564220.325229843, 372.9093322753906]"
817,1234.8684994109508,1235.9260605880297,return_cruise,False,True,-3.542795255510569,"[11178327.326811284, 2564220.325229843, 372.9093322753906]","[11178330.951485267, 2564204.8814687, 372.9093322753906]"
818,1235.9260605880297,1236.2667172611625,return_cruise,False,True,-3.5196186647322065,"[11178330.951485267, 2564204.8814687, 372.9093322753906]","[11178332.119048344, 2564199.906796401, 372.9093322753906]"
819,1236.2667172611625,1236.6073739342953,return_cruise,False,True,-3.512139960693844,"[11178332.119048344, 2564199.906796401, 372.9093322753906]","[11178333.286611417, 2564194.932124102, 372.9093322753906]"
820,1236.6073739342953,1237.3242784382549,return_cruise,False,True,-3.504654821135091,"[11178333.286611417, 2564194.932124102, 372.9093322753906]","[11178335.743722325, 2564184.4630352575, 372.9093322753906]"
821,1237.3242784382549,1238.0411829422144,return_cruise,False,True,-3.48888143682899,"[11178335.743722325, 2564184.4630352575, 372.9093322753906]","[11178338.200833233, 2564173.9939464126, 372.9093322753906]"
822,1238.0411829422144,1239.0987441193067,return_cruise,False,True,-3.473079398062481,"[11178338.200833233, 2564173.9939464126, 372.9093322753906]","[11178341.825507214, 2564158.550185269, 372.9093322753906]"
823,1239.0987441193067,1240.156305296399,return_cruise,False,True,-3.4497160570342373,"[11178341.825507214, 2564158.550185269, 372.9093322753906]","[11178345.4501812, 2564143.1064241254, 372.9093322753906]"
824,1240.156305296399,1241.213866473478,return_cruise,False,True,-3.426289796318514,"[11178345.4501812, 2564143.1064241254, 372.9093322753906]","[11178349.07485518, 2564127.662662982, 372.9093322753906]"
825,1241.213866473478,1242.271427650557,return_cruise,False,True,-3.402800276611046,"[11178349.07485518, 2564127.662662982, 372.9093322753906]","[11178352.699529164, 2564112.2189018386, 372.9093322753906]"
826,1242.271427650557,1243.328988827663,return_cruise,False,True,-3.3792471558532213,"[11178352.699529164, 2564112.2189018386, 372.9093322753906]","[11178356.324203145, 2564096.775140695, 372.9093322753906]"
827,1243.328988827663,1244.3865500047689,return_cruise,False,True,-3.3556300892118998,"[11178356.324203145, 2564096.775140695, 372.9093322753906]","[11178359.94887713, 2564081.331379551, 372.9093322753906]"
828,1244.3865500047689,1244.644480386543,return_cruise,False,True,-3.331948729044285,"[11178359.94887713, 2564081.331379551, 372.9093322753906]","[11178360.832904989, 2564077.56477456, 372.9093322753906]"
829,1244.644480386543,1244.902410768317,return_cruise,False,True,-3.326163249891607,"[11178360.832904989, 2564077.56477456, 372.9093322753906]","[11178361.71693285, 2564073.798169569, 372.9093322753906]"
830,1244.902410768317,1245.7020415636218,return_cruise,False,True,-3.320373920412578,"[11178361.71693285, 2564073.798169569, 372.9093322753906]","[11178364.457578972, 2564062.1210134164, 372.9093322753906]"
831,1245.7020415636218,1246.5016723589267,return_cruise,False,True,-3.3024014260966794,"[11178364.457578972, 2564062.1210134164, 372.9093322753906]","[11178367.198225094, 2564050.4438572642, 372.9093322753906]"
832,1246.5016723589267,1247.5592335360056,return_cruise,False,True,-3.2843917233486906,"[11178367.198225094, 2564050.4438572642, 372.9093322753906]","[11178370.822899077, 2564035.000096121, 372.9093322753906]"
833,1247.5592335360056,1248.6167947130846,return_cruise,False,True,-3.26051536821997,"[11178370.822899077, 2564035.000096121, 372.9093322753906]","[11178374.447573058, 2564019.556334977, 372.9093322753906]"
834,1248.6167947130846,1249.6743558901906,return_cruise,False,True,-3.23657330030548,"[11178374.447573058, 2564019.556334977, 372.9093322753906]","[11178378.072247041, 2564004.1125738337, 372.9093322753906]"
835,1249.6743558901906,1250.7319170672965,return_cruise,False,True,-3.2125651574586698,"[11178378.072247041, 2564004.1125738337, 372.9093322753906]","[11178381.696921024, 2563988.66881269, 372.9093322753906]"
836,1250.7319170672965,1251.7894782443755,return_cruise,False,True,-3.188490574534825,"[11178381.696921024, 2563988.66881269, 372.9093322753906]","[11178385.321595008, 2563973.2250515465, 372.9093322753906]"
837,1251.7894782443755,1252.8470394214544,return_cruise,False,True,-3.164349183360997,"[11178385.321595008, 2563973.2250515465, 372.9093322753906]","[11178388.94626899, 2563957.7812904026, 372.9093322753906]"
838,1252.8470394214544,1253.0222435121088,return_cruise,False,True,-3.140140612697536,"[11178388.94626899, 2563957.7812904026, 372.9093322753906]","[11178389.546761636, 2563955.2227527164, 372.9093322753906]"
839,1253.0222435121088,1253.1974476027633,return_cruise,False,True,-3.136123513475326,"[11178389.546761636, 2563955.2227527164, 372.9093322753906]","[11178390.14725428, 2563952.6642150297, 372.9093322753906]"
840,1253.1974476027633,1254.0798046892012,return_cruise,False,True,-3.132104558473486,"[11178390.14725428, 2563952.6642150297, 372.9093322753906]","[11178393.171435617, 2563939.778991573, 372.9093322753906]"
841,1254.0798046892012,1254.962161775639,return_cruise,False,True,-3.111836161115349,"[11178393.171435617, 2563939.778991573, 372.9093322753906]","[11178396.195616955, 2563926.893768116, 372.9093322753906]"
842,1254.962161775639,1256.0197229527314,return_cruise,False,True,-3.0915204324282115,"[11178396.195616955, 2563926.893768116, 372.9093322753906]","[11178399.820290938, 2563911.450006972, 372.9093322753906]"
843,1256.0197229527314,1257.0772841298237,return_cruise,False,True,-3.0671080647152564,"[11178399.820290938, 2563911.450006972, 372.9093322753906]","[11178403.444964921, 2563896.0062458287, 372.9093322753906]"
844,1257.0772841298237,1258.1348453069027,return_cruise,False,True,-3.042627001233484,"[11178403.444964921, 2563896.0062458287, 372.9093322753906]","[11178407.069638904, 2563880.562484685, 372.9093322753906]"
845,1258.1348453069027,1259.1924064839816,return_cruise,False,True,-3.0180768549033132,"[11178407.069638904, 2563880.562484685, 372.9093322753906]","[11178410.694312885, 2563865.1187235415, 372.9093322753906]"
846,1259.1924064839816,1260.2499676610873,return_cruise,False,True,-2.993457235373171,"[11178410.694312885, 2563865.1187235415, 372.9093322753906]","[11178414.318986868, 2563849.674962398, 372.9093322753906]"
847,1260.2499676610873,1261.3075288381933,return_cruise,False,True,-2.968767748974969,"[11178414.318986868, 2563849.674962398, 372.9093322753906]","[11178417.94366085, 2563834.2312012543, 372.9093322753906]"
848,1261.3075288381933,1261.4000066377012,return_cruise,False,True,-2.9440079986933227,"[11178417.94366085, 2563834.2312012543, 372.9093322753906]","[11178418.260618282, 2563832.880730872, 372.9093322753906]"
849,1261.4000066377012,1261.4924844372088,return_cruise,False,True,-2.941839543307438,"[11178418.260618282, 2563832.880730872, 372.9093322753906]","[11178418.577575713, 2563831.5302604903, 372.9093322753906]"
850,1261.4924844372088,1262.4575678147798,return_cruise,False,True,-2.9396705473200626,"[11178418.577575713, 2563831.5302604903, 372.9093322753906]","[11178421.885292266, 2563817.4369697287, 372.9093322753906]"
851,1262.4575678147798,1263.422651192351,return_cruise,False,True,-2.9170029303919165,"[11178421.885292266, 2563817.4369697287, 372.9093322753906]","[11178425.193008816, 2563803.343678967, 372.9093322753906]"
852,1263.422651192351,1264.4802123694299,return_cruise,False,True,-2.8942761014364464,"[11178425.193008816, 2563803.343678967, 372.9093322753906]","[11178428.817682799, 2563787.899917824, 372.9093322753906]"
853,1264.4802123694299,1265.5377735465088,return_cruise,False,True,-2.869303143335628,"[11178428.817682799, 2563787.899917824, 372.9093322753906]","[11178432.44235678, 2563772.456156681, 372.9093322753906]"
854,1265.5377735465088,1266.5953347236148,return_cruise,False,True,-2.84425829901852,"[11178432.44235678, 2563772.456156681, 372.9093322753906]","[11178436.067030763, 2563757.0123955365, 372.9093322753906]"
855,1266.5953347236148,1267.6528959007208,return_cruise,False,True,-2.8191411541355365,"[11178436.067030763, 2563757.0123955365, 372.9093322753906]","[11178439.691704746, 2563741.568634393, 372.9093322753906]"
856,1267.6528959007208,1268.7104570777997,return_cruise,False,True,-2.793951290756084,"[11178439.691704746, 2563741.568634393, 372.9093322753906]","[11178443.31637873, 2563726.1248732493, 372.9093322753906]"
857,1268.7104570777997,1269.7680182548786,return_cruise,False,True,-2.7686882873159107,"[11178443.31637873, 2563726.1248732493, 372.9093322753906]","[11178446.941052713, 2563710.6811121064, 372.9093322753906]"
858,1269.7680182548786,1269.7777697630545,return_cruise,False,True,-2.7433517185850036,"[11178446.941052713, 2563710.6811121064, 372.9093322753906]","[11178446.974474927, 2563710.5387090314, 372.9093322753906]"
859,1269.7777697630545,1269.7875212712304,return_cruise,False,True,-2.7431177527708144,"[11178446.974474927, 2563710.5387090314, 372.9093322753906]","[11178447.007897144, 2563710.3963059573, 372.9093322753906]"
860,1269.7875212712304,1270.8353309401468,return_cruise,False,True,-2.7428837806659203,"[11178447.007897144, 2563710.3963059573, 372.9093322753906]","[11178450.59914891, 2563695.094947888, 372.9093322753906]"
861,1270.8353309401468,1271.8831406090633,return_cruise,False,True,-2.717706505512197,"[11178450.59914891, 2563695.094947888, 372.9093322753906]","[11178454.190400675, 2563679.7935898188, 372.9093322753906]"
862,1271.8831406090633,1272.9407017861556,return_cruise,False,True,-2.692456165709629,"[11178454.190400675, 2563679.7935898188, 372.9093322753906]","[11178457.81507466, 2563664.349828676, 372.9093322753906]"
863,1272.9407017861556,1273.998262963248,return_cruise,False,True,-2.6668963123644716,"[11178457.81507466, 2563664.349828676, 372.9093322753906]","[11178461.439748643, 2563648.9060675316, 372.9093322753906]"
864,1273.998262963248,1275.0558241403269,return_cruise,False,True,-2.641261155234062,"[11178461.439748643, 2563648.9060675316, 372.9093322753906]","[11178465.064422626, 2563633.4623063887, 372.9093322753906]"
865,1275.0558241403269,1276.1133853174058,return_cruise,False,True,-2.6155502500873524,"[11178465.064422626, 2563633.4623063887, 372.9093322753906]","[11178468.689096607, 2563618.018545245, 372.9093322753906]"
866,1276.1133853174058,1277.0979717115408,return_cruise,False,True,-2.5897631487511603,"[11178468.689096607, 2563618.018545245, 372.9093322753906]","[11178472.063657593, 2563603.6404483314, 372.9093322753906]"
867,1277.0979717115408,1278.082558105676,return_cruise,False,True,-2.565686544090326,"[11178472.063657593, 2563603.6404483314, 372.9093322753906]","[11178475.438218577, 2563589.262351418, 372.9093322753906]"
868,1278.082558105676,1278.1555328886468,return_cruise,False,True,-2.541543136088748,"[11178475.438218577, 2563589.262351418, 372.9093322753906]","[11178475.688331574, 2563588.1966871875, 372.9093322753906]"
869,1278.1555328886468,1278.2285076716175,return_cruise,False,True,-2.539751025063026,"[11178475.688331574, 2563588.1966871875, 372.9093322753906]","[11178475.938444573, 2563587.131022957, 372.9093322753906]"
870,1278.2285076716175,1279.2860688486965,return_cruise,False,True,-2.5379585448731774,"[11178475.938444573, 2563587.131022957, 372.9093322753906]","[11178479.563118555, 2563571.687261814, 372.9093322753906]"
871,1279.2860688486965,1280.3436300257754,return_cruise,False,True,-2.5119401258934317,"[11178479.563118555, 2563571.687261814, 372.9093322753906]","[11178483.187792538, 2563556.243500671, 372.9093322753906]"
872,1280.3436300257754,1281.4011912028543,return_cruise,False,True,-2.485843677748335,"[11178483.187792538, 2563556.243500671, 372.9093322753906]","[11178486.81246652, 2563540.799739527, 372.9093322753906]"
873,1281.4011912028543,1282.4587523799332,return_cruise,False,True,-2.4596687318767323,"[11178486.81246652, 2563540.799739527, 372.9093322753906]","[11178490.437140504, 2563525.3559783837, 372.9093322753906]"
874,1282.4587523799332,1283.5163135570392,return_cruise,False,True,-2.4334148154960076,"[11178490.437140504, 2563525.3559783837, 372.9093322753906]","[11178494.061814485, 2563509.91221724, 372.9093322753906]"
875,1283.5163135570392,1284.573874734145,return_cruise,False,True,-2.4070814515443573,"[11178494.061814485, 2563509.91221724, 372.9093322753906]","[11178497.686488468, 2563494.468456096, 372.9093322753906]"
876,1284.573874734145,1285.4757348371334,return_cruise,False,True,-2.380668158632389,"[11178497.686488468, 2563494.468456096, 372.9093322753906]","[11178500.777514238, 2563481.298426487, 372.9093322753906]"
877,1285.4757348371334,1286.3775949401218,return_cruise,False,True,-2.3580800949544027,"[11178500.777514238, 2563481.298426487, 372.9093322753906]","[11178503.868540008, 2563468.1283968785, 372.9093322753906]"
878,1286.3775949401218,1286.533296014212,return_cruise,False,True,-2.335433248147453,"[11178503.868540008, 2563468.1283968785, 372.9093322753906]","[11178504.402188221, 2563465.8546653436, 372.9093322753906]"
879,1286.533296014212,1286.6889970883024,return_cruise,False,True,-2.3315174246829855,"[11178504.402188221, 2563465.8546653436, 372.9093322753906]","[11178504.935836433, 2563463.5809338093, 372.9093322753906]"
880,1286.6889970883024,1287.7465582653813,return_cruise,False,True,-2.3275998384227705,"[11178504.935836433, 2563463.5809338093, 372.9093322753906]","[11178508.560510417, 2563448.137172666, 372.9093322753906]"
881,1287.7465582653813,1288.8041194424602,return_cruise,False,True,-2.300943826231034,"[11178508.560510417, 2563448.137172666, 372.9093322753906]","[11178512.1851844, 2563432.6934115225, 372.9093322753906]"
882,1288.8041194424602,1289.8616806195662,return_cruise,False,True,-2.2742059151877214,"[11178512.1851844, 2563432.6934115225, 372.9093322753906]","[11178515.80985838, 2563417.2496503787, 372.9093322753906]"
883,1289.8616806195662,1290.9192417966722,return_cruise,False,True,-2.247385601463094,"[11178515.80985838, 2563417.2496503787, 372.9093322753906]","[11178519.434532365, 2563401.8058892353, 372.9093322753906]"
884,1290.9192417966722,1291.976802973751,return_cruise,False,True,-2.220482376570999,"[11178519.434532365, 2563401.8058892353, 372.9093322753906]","[11178523.059206346, 2563386.3621280915, 372.9093322753906]"
885,1291.976802973751,1293.03436415083,return_cruise,False,True,-2.193495727317625,"[11178523.059206346, 2563386.3621280915, 372.9093322753906]","[11178526.68388033, 2563370.918366948, 372.9093322753906]"
886,1293.03436415083,1293.8534979624867,return_cruise,False,True,-2.1664251357364606,"[11178526.68388033, 2563370.918366948, 372.9093322753906]","[11178529.491370883, 2563358.9564046464, 372.9093322753906]"
887,1293.8534979624867,1294.6726317741434,return_cruise,False,True,-2.1453995935776504,"[11178529.491370883, 2563358.9564046464, 372.9093322753906]","[11178532.298861437, 2563346.9944423456, 372.9093322753906]"
