service,sortie,candidate_id,candidate_hover_x,candidate_hover_y,candidate_altitude,required_interval_count,min_access_margin_db,min_backhaul_margin_db,access_pass,backhaul_pass,rejection_reason
S002,Q2-003,S002-H009-Z300,109.2493185,23.029115366666666,493.3226318359375,1,-7.472081203237224,6.431569388727098,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H010-Z100,109.2493185,23.049721233333333,265.9472351074219,1,-1.9395590223464012,2.0388953870629365,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H010-Z200,109.2493185,23.049721233333333,365.9472351074219,1,-1.9531700194828403,2.0329555129954286,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H010-Z300,109.2493185,23.049721233333333,465.9472351074219,1,-1.9807621586469821,2.023501965013537,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H011-Z100,109.2493185,23.0703271,360.90936279296875,1,-4.3103217666375,-1.1185942307031098,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H011-Z200,109.2493185,23.0703271,460.90936279296875,1,-4.318662351576478,-1.1230863788901502,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H011-Z300,109.2493185,23.0703271,560.9093627929688,1,-4.335136441562099,-1.1292775896781677,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H012-Z100,109.2585519,23.0085095,432.3111267089844,1,-10.802339815794028,6.850883032631629,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H012-Z200,109.2585519,23.0085095,532.3111267089844,1,-10.807163793984898,6.815231216202292,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H012-Z300,109.2585519,23.0085095,632.3111267089844,1,-10.813814510404114,6.769357381850909,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H013-Z100,109.2585519,23.029115366666666,306.2164611816406,1,-7.277908784602502,4.703081873679608,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H013-Z200,109.2585519,23.029115366666666,406.2164611816406,1,-7.2835579492352736,4.689498552167834,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H013-Z300,109.2585519,23.029115366666666,506.2164611816406,1,-7.293321800859999,4.669478573825245,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H014-Z100,109.2585519,23.049721233333333,349.1667175292969,1,-1.2696405275619043,1.3101257638464574,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H014-Z200,109.2585519,23.049721233333333,449.1667175292969,1,-1.2991704996058786,1.3026206968713154,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H014-Z300,109.2585519,23.049721233333333,549.1667175292969,1,-1.3447406044668355,1.292152796867498,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H015-Z100,109.2585519,23.0703271,288.7942352294922,1,-4.929382494592048,-1.4820227094738385,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H015-Z200,109.2585519,23.0703271,388.7942352294922,1,-4.931500812629025,-1.4850227843421493,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H015-Z300,109.2585519,23.0703271,488.7942352294922,1,-4.940706046137237,-1.4895888252150087,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H016-Z100,109.25542956029962,23.008630757806817,367.0286865234375,1,-10.792541722098463,7.900193811396406,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H016-Z200,109.25542956029962,23.008630757806817,467.0286865234375,1,-10.796176108192327,7.863658673815209,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H016-Z300,109.25542956029962,23.008630757806817,567.0286865234375,1,-10.801644688155733,7.814052806754205,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H017-Z100,109.2452181451498,23.013206448903407,370.28289794921875,1,-10.310141451121382,11.993604977988667,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H017-Z200,109.2452181451498,23.013206448903407,470.28289794921875,1,-10.314269482079325,11.899334900812406,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H017-Z300,109.2452181451498,23.013206448903407,570.2828979492188,1,-10.320446147992072,11.773703989862526,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H018-Z100,109.23500673000001,23.017782139999998,293.2533721923828,1,-10.069429078876738,14.92437397469729,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H018-Z200,109.23500673000001,23.017782139999998,393.2533721923828,1,-10.072118856824261,14.792149605033217,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H018-Z300,109.23500673000001,23.017782139999998,493.2533721923828,1,-10.076977908511026,14.599651172641956,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H019-Z100,109.22479531485021,23.02235783109659,295.2512969970703,1,-10.117335468278142,11.509714043756318,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H019-Z200,109.22479531485021,23.02235783109659,395.2512969970703,1,-10.120038683030515,11.448363706827621,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H019-Z300,109.22479531485021,23.02235783109659,495.2512969970703,1,-10.124887331752575,11.357563448147971,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H020-Z100,109.2145838997004,23.02693352219318,396.08453369140625,1,-10.445509048166457,7.475656226927697,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H020-Z200,109.2145838997004,23.02693352219318,496.08453369140625,1,-10.45002438716385,7.438949800342698,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H020-Z300,109.2145838997004,23.02693352219318,596.0845336914062,1,-10.456524261061944,7.390420334927882,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H021-Z100,109.26027709529961,23.019448837806816,409.3917541503906,1,-9.115695454344333,5.685251688118058,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H021-Z200,109.26027709529961,23.019448837806816,509.3917541503906,1,-9.122187146846528,5.65982934738625,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H021-Z300,109.26027709529961,23.019448837806816,609.3917541503906,1,-9.131368349284585,5.626477244543054,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H022-Z100,109.2500656801498,23.024024528903407,390.14532470703125,1,-8.41454349833721,7.555814359920021,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H022-Z200,109.2500656801498,23.024024528903407,490.14532470703125,1,-8.421560091455959,7.519168129401251,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H022-Z300,109.2500656801498,23.024024528903407,590.1453247070312,1,-8.431736552413284,7.470471861896186,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H023-Z100,109.239854265,23.028600219999998,249.8846435546875,1,-8.067136175963924,8.274115088822782,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H023-Z200,109.239854265,23.028600219999998,349.8846435546875,1,-8.06946460067465,8.251578311969354,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H023-Z300,109.239854265,23.028600219999998,449.8846435546875,1,-8.075675854728061,8.214488260461962,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H024-Z100,109.22964284985021,23.03317591109659,318.4639129638672,1,-8.175434522664787,7.156348546882242,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H024-Z200,109.22964284985021,23.03317591109659,418.4639129638672,1,-8.180440905614262,7.131082586096156,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H024-Z300,109.22964284985021,23.03317591109659,518.4639129638672,1,-8.188795229684033,7.094631813458136,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H025-Z100,109.2194314347004,23.03775160219318,365.0448913574219,1,-8.704089221995346,5.158953246021085,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H025-Z200,109.2194314347004,23.03775160219318,465.0448913574219,1,-8.709907351764542,5.139623010995209,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H025-Z300,109.2194314347004,23.03775160219318,565.0448913574219,1,-8.718686057724838,5.113201882097087,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H026-Z100,109.26512463029961,23.03026691780682,337.4042663574219,1,-7.131104240568618,3.3465443330144637,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H026-Z200,109.26512463029961,23.03026691780682,437.4042663574219,1,-7.138279362608955,3.335115669953055,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H026-Z300,109.26512463029961,23.03026691780682,537.4042663574219,1,-7.149703335399877,3.318970528608446,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H027-Z100,109.2549132151498,23.03484260890341,283.7828369140625,1,-6.016368515196433,4.285285347693147,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H027-Z200,109.2549132151498,23.03484260890341,383.7828369140625,1,-6.022681943338952,4.274271961764725,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H027-Z300,109.2549132151498,23.03484260890341,483.7828369140625,1,-6.034495079038109,4.257394325026624,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H028-Z100,109.2447018,23.0394183,284.5447540283203,1,-5.461188449314264,4.534260637209215,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H028-Z200,109.2447018,23.0394183,384.5447540283203,1,-5.468409886591033,4.522550603919157,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H028-Z300,109.2447018,23.0394183,484.5447540283203,1,-5.481876275749855,4.5046345380199,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H029-Z100,109.2344903848502,23.043993991096592,329.3142547607422,1,-5.712800303519359,3.9756636705251225,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H029-Z200,109.2344903848502,23.043993991096592,429.3142547607422,1,-5.722264831546653,3.962901334680353,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H029-Z300,109.2344903848502,23.043993991096592,529.3142547607422,1,-5.7376076771301285,3.944693872206784,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H030-Z100,109.22427896970039,23.048569682193182,304.15309143066406,1,-6.646570365312712,2.866634704723211,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H030-Z200,109.22427896970039,23.048569682193182,404.15309143066406,1,-6.653004265922974,2.8578185182522873,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H030-Z300,109.22427896970039,23.048569682193182,504.15309143066406,1,-6.6641935695471375,2.8447649331087064,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H031-Z100,109.2699721652996,23.04108499780682,463.4280090332031,1,-4.845487377179154,1.2842403002785545,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H031-Z200,109.2699721652996,23.04108499780682,563.4280090332031,1,-4.866713334928804,1.2733941249496326,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H031-Z300,109.2699721652996,23.04108499780682,663.4280090332031,1,-4.89499905664124,1.2596214041937372,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H032-Z100,109.2597607501498,23.04566068890341,325.7554626464844,1,-2.8333835515115453,1.8208831749835497,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H032-Z200,109.2597607501498,23.04566068890341,425.7554626464844,1,-2.8513241243925904,1.813227513035855,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H032-Z300,109.2597607501498,23.04566068890341,525.7554626464844,1,-2.8805867678857737,1.8022385363787663,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H033-Z100,109.249549335,23.05023638,274.8787384033203,1,-1.7204065818847738,1.9306776656914764,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H033-Z200,109.249549335,23.05023638,374.8787384033203,1,-1.7360440709144456,1.9245765245885735,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H033-Z300,109.249549335,23.05023638,474.8787384033203,1,-1.7663600211706836,1.9150490478822917,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H034-Z100,109.2393379198502,23.054812071096592,370.2748107910156,1,-2.421445656421028,1.5822083238240907,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H034-Z200,109.2393379198502,23.054812071096592,470.2748107910156,1,-2.4467697918854725,1.5735484756551301,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H034-Z300,109.2393379198502,23.054812071096592,570.2748107910156,1,-2.4844329518257666,1.5617394370652988,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H035-Z100,109.22912650470039,23.059387762193182,310.83213806152344,1,-4.290080221218517,0.8855838833371479,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H035-Z200,109.22912650470039,23.059387762193182,410.83213806152344,1,-4.301691739011375,0.8798141518565643,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H035-Z300,109.22912650470039,23.059387762193182,510.83213806152344,1,-4.321447538632768,0.871351185159142,False,True,ACCESS_LINK_FAIL
S002,Q2-003,S002-H036-Z100,109.2748197002996,23.05190307780682,395.88800048828125,1,-4.225385257500136,-0.4485401100632487,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H036-Z200,109.2748197002996,23.05190307780682,495.88800048828125,1,-4.236804509761157,-0.4544772331439333,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H036-Z300,109.2748197002996,23.05190307780682,595.8880004882812,1,-4.2564923690162,-0.46239278862898914,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H037-Z100,109.26460828514979,23.05647876890341,385.88763427734375,1,-2.3079644386568674,-0.12281480028433123,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H037-Z200,109.26460828514979,23.05647876890341,485.88763427734375,1,-2.3244154794746947,-0.12899953930974561,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H037-Z300,109.26460828514979,23.05647876890341,585.8876342773438,1,-2.353672490312121,-0.13731646116289653,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H038-Z100,109.25439687,23.06105446,340.9429016113281,1,-1.5942595899880416,-0.07289585333039383,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H038-Z200,109.25439687,23.06105446,440.9429016113281,1,-1.606789210621244,-0.07817694005446185,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H038-Z300,109.25439687,23.06105446,540.9429016113281,1,-1.634472472958521,-0.08561823541822378,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H039-Z100,109.2441854548502,23.06563015109659,281.9665832519531,1,-2.7281468849019745,-0.30965722271218965,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H039-Z200,109.2441854548502,23.06563015109659,381.9665832519531,1,-2.730858618889812,-0.31344625395082915,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H039-Z300,109.2441854548502,23.06563015109659,481.9665832519531,1,-2.745325537003481,-0.3192850862286747,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H040-Z100,109.23397403970039,23.070205842193182,336.3565673828125,1,-4.7599990054252,-0.7938140644881457,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H040-Z200,109.23397403970039,23.070205842193182,436.3565673828125,1,-4.7657099145992134,-0.7982035061684769,False,False,ACCESS_AND_BACKHAUL_FAIL
S002,Q2-003,S002-H040-Z300,109.23397403970039,23.070205842193182,536.3565673828125,1,-4.778770777497371,-0.8044245727776058,False,False,ACCESS_AND_BACKHAUL_FAIL
S003,Q2-005,S003-H000-Z100,109.1688578,23.0085095,375.31549072265625,1,-5.026157825998325,-0.1084746591136252,False,False,ACCESS_AND_BACKHAUL_FAIL
S003,Q2-005,S003-H000-Z200,109.1688578,23.0085095,475.31549072265625,1,-5.020578227020465,-0.11445235891306993,False,False,ACCESS_AND_BACKHAUL_FAIL
S003,Q2-005,S003-H000-Z300,109.1688578,23.0085095,575.3154907226562,1,-5.033548322899591,-0.12257010393176415,False,False,ACCESS_AND_BACKHAUL_FAIL
S003,Q2-005,S003-H001-Z100,109.1688578,23.0190968,600.45263671875,1,-3.6060642401045584,-0.271204154618772,False,False,ACCESS_AND_BACKHAUL_FAIL
S003,Q2-005,S003-H001-Z200,109.1688578,23.0190968,700.45263671875,1,-3.6145927911522193,-0.2816261176792807,False,False,ACCESS_AND_BACKHAUL_FAIL
S003,Q2-005,S003-H001-Z300,109.1688578,23.0190968,800.45263671875,1,-3.6326864279520095,-0.29408818362767875,False,False,ACCESS_AND_BACKHAUL_FAIL
S003,Q2-005,S003-H002-Z100,109.1688578,23.0296841,483.547119140625,1,-3.4408039313890697,-0.6738500863152126,False,False,ACCESS_AND_BACKHAUL_FAIL
S003,Q2-005,S003-H002-Z200,109.1688578,23.0296841,583.547119140625,1,-3.4379762913937526,-0.6811430213682996,False,False,ACCESS_AND_BACKHAUL_FAIL
S003,Q2-005,S003-H002-Z300,109.1688578,23.0296841,683.547119140625,1,-3.44515191662785,-0.6903086816526809,False,False,ACCESS_AND_BACKHAUL_FAIL
S003,Q2-005,S003-H003-Z100,109.1688578,23.0402714,408.51068115234375,1,-4.519410565342824,-1.2806234955839813,False,False,ACCESS_AND_BACKHAUL_FAIL
S003,Q2-005,S003-H003-Z200,109.1688578,23.0402714,508.51068115234375,1,-4.511342453876779,-1.285733424449674,False,False,ACCESS_AND_BACKHAUL_FAIL
S003,Q2-005,S003-H003-Z300,109.1688578,23.0402714,608.5106811523438,1,-4.511084959694415,-1.2924782060574387,False,False,ACCESS_AND_BACKHAUL_FAIL
S003,Q2-005,S003-H004-Z100,109.18952243333334,23.0085095,440.8286437988281,1,-6.348808858004105,3.3981303601482864,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H004-Z200,109.18952243333334,23.0085095,540.8286437988281,1,-6.355538237651842,3.381584884234911,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H004-Z300,109.18952243333334,23.0085095,640.8286437988281,1,-6.368420888258385,3.360310306960841,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H005-Z100,109.18952243333334,23.0190968,568.8877563476562,1,-4.084545506649434,3.055158763292809,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H005-Z200,109.18952243333334,23.0190968,668.8877563476562,1,-4.108663148691477,3.034174340874557,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H005-Z300,109.18952243333334,23.0190968,768.8877563476562,1,-4.14116968264095,3.0088716119166747,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H006-Z100,109.18952243333334,23.0296841,428.4970703125,1,-1.7457519659910332,2.232214019925067,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H006-Z200,109.18952243333334,23.0296841,528.4970703125,1,-1.759274964865753,2.220012620787699,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H006-Z300,109.18952243333334,23.0296841,628.4970703125,1,-1.794492032455608,2.204173954096433,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H007-Z100,109.18952243333334,23.0402714,603.8018798828125,1,-0.6282669401652612,1.0921901591227083,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H007-Z200,109.18952243333334,23.0402714,703.8018798828125,1,-0.6881274201192156,1.0778360628642787,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H007-Z300,109.18952243333334,23.0402714,803.8018798828125,1,-0.7657345833147531,1.0607079569062705,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H008-Z100,109.21018706666666,23.0085095,351.0184326171875,1,-8.884509131597113,9.399585857996072,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H008-Z200,109.21018706666666,23.0085095,451.0184326171875,1,-8.879969684056647,9.351119920496345,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H008-Z300,109.21018706666666,23.0085095,551.0184326171875,1,-8.884613876600213,9.284412303363979,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H009-Z100,109.21018706666666,23.0190968,353.09954833984375,1,-7.761263715582089,8.236240900737158,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H009-Z200,109.21018706666666,23.0190968,453.09954833984375,1,-7.7556327081939,8.198811901837047,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H009-Z300,109.21018706666666,23.0190968,553.0995483398438,1,-7.761725235674419,8.147258818145446,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H010-Z100,109.21018706666666,23.0296841,427.85040283203125,1,-6.909101776851813,5.904511486883251,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H010-Z200,109.21018706666666,23.0296841,527.8504028320312,1,-6.913130709967874,5.876198651768831,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H010-Z300,109.21018706666666,23.0296841,627.8504028320312,1,-6.923881001866931,5.839584834269161,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H011-Z100,109.21018706666666,23.0402714,471.8526916503906,1,-6.585378313742709,3.628095466246222,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H011-Z200,109.21018706666666,23.0402714,571.8526916503906,1,-6.594260953334356,3.609078378536168,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H011-Z300,109.21018706666666,23.0402714,671.8526916503906,1,-6.6079525242171115,3.585097601128794,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H012-Z100,109.2308517,23.0085095,228.7255401611328,1,-11.284152230366658,37.773336466538254,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H012-Z200,109.2308517,23.0085095,328.7255401611328,1,-11.279496783707998,30.79097812489792,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H012-Z300,109.2308517,23.0085095,428.7255401611328,1,-11.276483254828577,26.970859340833385,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H013-Z100,109.2308517,23.0190968,242.08505249023438,1,-10.672849925660614,14.500532922447547,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H013-Z200,109.2308517,23.0190968,342.0850524902344,1,-10.667743479304619,14.41154008022015,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H013-Z300,109.2308517,23.0190968,442.0850524902344,1,-10.664527198712875,14.264946436993839,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H014-Z100,109.2308517,23.0296841,265.83277893066406,1,-10.259005494800107,8.496840548977815,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H014-Z200,109.2308517,23.0296841,365.83277893066406,1,-10.253883054815788,8.470642877340083,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H014-Z300,109.2308517,23.0296841,465.83277893066406,1,-10.251570384780706,8.4291879087736,False,True,ACCESS_LINK_FAIL
S003,Q2-005,S003-H015-Z100,109.2308517,23.0402714,314.4264678955078,1,-10.10948584492317,4.9762664738981215,False,True,ACCESS_LINK_FAIL
