resource_id,task_id,busy_start,busy_end,phase
U07,K21-001,390.0,448.14264404296875,climb
U07,K21-001,448.14264404296875,652.3733146928696,cruise
U07,K21-001,652.3733146928696,696.9016197465805,descent
U07,K21-001,804.9016197465805,840.5242637895493,climb
U07,K21-001,840.5242637895493,1044.748436102355,cruise
U07,K21-001,1044.748436102355,1117.426741156066,descent
U08,K21-002,480.0,552.5017016601563,climb
U08,K21-002,552.5017016601563,1048.2034596320877,cruise
U08,K21-002,1048.2034596320877,1092.930586707283,descent
U08,K21-002,1308.930586707283,1344.7122883674392,climb
U08,K21-002,1344.7122883674392,1840.3809927788063,cruise
U08,K21-002,1840.3809927788063,1931.0081198540017,descent
U07,K21-003,1507.426741156066,1602.7858768982537,climb
U07,K21-003,1602.7858768982537,1814.854139838315,cruise
U07,K21-003,1814.854139838315,1840.5030595160492,descent
U07,K21-003,1948.5030595160492,1969.0221952582367,climb
U07,K21-003,1969.0221952582367,2181.0917075405778,cruise
U07,K21-003,2181.0917075405778,2300.2906272183127,descent
U08,K21-004,2381.008119854002,2534.7173898735327,climb
U08,K21-004,2534.7173898735327,2836.9898520230727,cruise
U08,K21-004,2836.9898520230727,2918.7264395474867,descent
U08,K21-004,3098.7264395474867,3164.115709567018,climb
U08,K21-004,3164.115709567018,3466.353631812793,cruise
U08,K21-004,3466.353631812793,3658.4902193372072,descent
U05,K21-005,390.0,492.6455118815104,climb
U05,K21-005,492.6455118815104,811.2202073356964,cruise
U05,K21-005,811.2202073356964,844.8348215935089,descent
U05,K21-005,934.8348215935089,962.847000141686,climb
U05,K21-005,962.847000141686,1281.3976259846513,cruise
U05,K21-005,1281.3976259846513,1404.5722402424637,descent
U06,K21-006,390.0,485.20033162434896,climb
U06,K21-006,485.20033162434896,978.4742715543227,cruise
U06,K21-006,978.4742715543227,1031.8746695035416,descent
U06,K21-006,1121.8746695035416,1166.3750011278905,climb
U06,K21-006,1166.3750011278905,1659.5609888606184,cruise
U06,K21-006,1659.5609888606184,1773.8013868098371,descent
U05,K21-007,1794.5722402424637,1885.0661814859534,climb
U05,K21-007,1885.0661814859534,2208.3331194460457,cruise
U05,K21-007,2208.3331194460457,2227.3258489382333,descent
U05,K21-007,2317.3258489382333,2333.153123515056,climb
U05,K21-007,2333.153123515056,2656.3804496977245,cruise
U05,K21-007,2656.3804496977245,2764.973179189912,descent
U06,K21-008,2163.801386809837,2318.550516041608,climb
U06,K21-008,2318.550516041608,2679.2739337432386,cruise
U06,K21-008,2679.2739337432386,2775.6528888213634,descent
U06,K21-008,2865.6528888213634,2945.968684719801,climb
U06,K21-008,2945.968684719801,3306.700883329532,cruise
U06,K21-008,3306.700883329532,3492.3998384076576,descent
U07,K21-009,2979.5269879058733,3153.1686431793105,climb
U07,K21-009,3153.1686431793105,3637.283874621632,cruise
U07,K21-009,3637.283874621632,3748.935943713429,descent
U07,K21-009,3964.935943713429,4054.2575989868665,climb
U07,K21-009,4054.2575989868665,4538.285769855382,cruise
U07,K21-009,4538.285769855382,4755.337838947178,descent
U08,K21-010,4211.6985629389765,4319.914229442883,climb
U08,K21-010,4319.914229442883,4836.292967850077,cruise
U08,K21-010,4836.292967850077,4921.262550979959,descent
U08,K21-010,5137.262550979959,5205.238217483866,climb
U08,K21-010,5205.238217483866,5721.6144707361855,cruise
U08,K21-010,5721.6144707361855,5856.884053866068,descent
U07,K21-011,5205.337838947178,5303.421571857334,climb
U07,K21-011,5303.421571857334,5844.060551577998,cruise
U07,K21-011,5844.060551577998,5895.0652177156935,descent
U07,K21-011,6075.0652177156935,6115.86895062585,climb
U07,K21-011,6115.86895062585,6656.493058861744,cruise
U07,K21-011,6656.493058861744,6779.097724999439,descent
U05,K21-012,3250.3648040614744,3398.397889185172,climb
U05,K21-012,3398.397889185172,3799.6982247250326,cruise
U05,K21-012,3799.6982247250326,3838.61792687347,descent
U05,K21-012,3928.61792687347,3961.0510119971677,climb
U05,K21-012,3961.0510119971677,4362.299195529888,cruise
U05,K21-012,4362.299195529888,4539.938897678325,descent
U08,K21-013,6336.884053866068,6416.368409334818,climb
U08,K21-013,6416.368409334818,6769.83656949822,cruise
U08,K21-013,6769.83656949822,6835.542013834158,descent
U08,K21-013,7051.542013834158,7104.106369302908,climb
U08,K21-013,7104.106369302908,7457.57422658095,cruise
U08,K21-013,7457.57422658095,7556.929670916888,descent
U06,K21-014,4024.4242169309764,4079.6005210488147,climb
U06,K21-014,4079.6005210488147,4461.124032590025,cruise
U06,K21-014,4461.124032590025,4486.415597531432,descent
U06,K21-014,4576.415597531432,4597.49190164927,climb
U06,K21-014,4597.49190164927,4978.992438963214,cruise
U06,K21-014,4978.992438963214,5045.204003904621,descent
U05,K21-015,4929.938897678325,4985.826149468689,climb
U05,K21-015,4985.826149468689,5173.638643842701,cruise
U05,K21-015,5173.638643842701,5206.943345991138,descent
U05,K21-015,5296.943345991138,5324.697264448169,climb
U05,K21-015,5324.697264448169,5512.504999726245,cruise
U05,K21-015,5512.504999726245,5579.569701874682,descent
U07,K21-016,7721.001230311342,7779.14387435431,climb
U07,K21-016,7779.14387435431,7983.3745450042115,cruise
U07,K21-016,7983.3745450042115,8027.9028500579225,descent
U07,K21-016,8171.9028500579225,8207.525494100892,climb
U07,K21-016,8207.525494100892,8411.749666413696,cruise
U07,K21-016,8411.749666413696,8484.427971467408,descent
U08,K21-017,8783.133760781628,8841.276404824597,climb
U08,K21-017,8841.276404824597,9045.507075474497,cruise
U08,K21-017,9045.507075474497,9090.035380528208,descent
U08,K21-017,9234.035380528208,9269.658024571178,climb
U08,K21-017,9269.658024571178,9473.882196883982,cruise
U08,K21-017,9473.882196883982,9546.560501937694,descent
U07,K21-018,9618.839252228338,9676.981896271307,climb
U07,K21-018,9676.981896271307,9881.212566921207,cruise
U07,K21-018,9881.212566921207,9925.740871974918,descent
U07,K21-018,10069.740871974918,10105.363516017887,climb
U07,K21-018,10105.363516017887,10309.587688330692,cruise
U07,K21-018,10309.587688330692,10382.265993384404,descent
U06,K21-019,5445.230886610049,5505.648971326847,climb
U06,K21-019,5505.648971326847,6001.350729298778,cruise
U06,K21-019,6001.350729298778,6037.132430958934,descent
U06,K21-019,6097.132430958934,6126.950515675731,climb
U06,K21-019,6126.950515675731,6622.619220087098,cruise
U06,K21-019,6622.619220087098,6695.120921747254,descent
U05,K21-020,6568.00967932314,6712.711058717671,climb
U05,K21-020,6712.711058717671,7196.826290159992,cruise
U05,K21-020,7196.826290159992,7286.147945433429,descent
U05,K21-020,7346.147945433429,7420.582658161295,climb
U05,K21-020,7420.582658161295,7904.610829029809,cruise
U05,K21-020,7904.610829029809,8078.252484303247,descent
U08,K21-021,9936.560501937694,10031.919637679883,climb
U08,K21-021,10031.919637679883,10243.987900619943,cruise
U08,K21-021,10243.987900619943,10269.636820297677,descent
U08,K21-021,10377.636820297677,10398.155956039865,climb
