scenario,delta_link_budget_db,pipeline_sha256,complete_feasible,assigned_boxes,total_boxes,hard_violation_boxes,hard_violation_sorties,soft_late_boxes,soft_total_lateness_s,soft_max_lateness_s,joint_makespan_s,transport_energy_kwh,relay_energy_kwh,total_energy_kwh,transport_sorties,relay_sorties,transport_peak,B_battery_peak,C_battery_peak,relay_peak,relay_component_peak,service_peak,communication_note,status
FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,True,80,80,0,0,6,25505.98609375136,5619.8827108106,10825.75924500106,61.04704641755705,0.3995768224199172,61.446623239976965,19,1,4,4,4,1,1,3,S008 O01->S008->O01 uses +0.1 dB effective backhaul margin; all other Q2 tasks retain audited direct/communication status,BEST_FOUND_FEASIBLE_SENSITIVITY_SCENARIO_NOT_STRICT_BASELINE
