resource_id,task_id,busy_start,busy_end,phase
U07,K22-001,390.0,448.14264404296875,climb
U07,K22-001,448.14264404296875,652.3733146928696,cruise
U07,K22-001,652.3733146928696,696.9016197465805,descent
U07,K22-001,804.9016197465805,840.5242637895493,climb
U07,K22-001,840.5242637895493,1044.748436102355,cruise
U07,K22-001,1044.748436102355,1117.426741156066,descent
U08,K22-002,480.0,552.5017016601563,climb
U08,K22-002,552.5017016601563,1048.2034596320877,cruise
U08,K22-002,1048.2034596320877,1092.930586707283,descent
U08,K22-002,1308.930586707283,1344.7122883674392,climb
U08,K22-002,1344.7122883674392,1840.3809927788063,cruise
U08,K22-002,1840.3809927788063,1931.0081198540017,descent
U07,K22-003,1507.426741156066,1602.7858768982537,climb
U07,K22-003,1602.7858768982537,1814.854139838315,cruise
U07,K22-003,1814.854139838315,1840.5030595160492,descent
U07,K22-003,1948.5030595160492,1969.0221952582367,climb
U07,K22-003,1969.0221952582367,2181.0917075405778,cruise
U07,K22-003,2181.0917075405778,2300.2906272183127,descent
U08,K22-004,2381.008119854002,2534.7173898735327,climb
U08,K22-004,2534.7173898735327,2836.9898520230727,cruise
U08,K22-004,2836.9898520230727,2918.7264395474867,descent
U08,K22-004,3098.7264395474867,3164.115709567018,climb
U08,K22-004,3164.115709567018,3466.353631812793,cruise
U08,K22-004,3466.353631812793,3658.4902193372072,descent
U05,K22-005,390.0,492.6455118815104,climb
U05,K22-005,492.6455118815104,811.2202073356964,cruise
U05,K22-005,811.2202073356964,844.8348215935089,descent
U05,K22-005,934.8348215935089,962.847000141686,climb
U05,K22-005,962.847000141686,1281.3976259846513,cruise
U05,K22-005,1281.3976259846513,1404.5722402424637,descent
U06,K22-006,390.0,485.20033162434896,climb
U06,K22-006,485.20033162434896,978.4742715543227,cruise
U06,K22-006,978.4742715543227,1031.8746695035416,descent
U06,K22-006,1121.8746695035416,1166.3750011278905,climb
U06,K22-006,1166.3750011278905,1659.5609888606184,cruise
U06,K22-006,1659.5609888606184,1773.8013868098371,descent
U05,K22-007,1794.5722402424637,1885.0661814859534,climb
U05,K22-007,1885.0661814859534,2208.3331194460457,cruise
U05,K22-007,2208.3331194460457,2227.3258489382333,descent
U05,K22-007,2317.3258489382333,2333.153123515056,climb
U05,K22-007,2333.153123515056,2656.3804496977245,cruise
U05,K22-007,2656.3804496977245,2764.973179189912,descent
U06,K22-008,2163.801386809837,2318.550516041608,climb
U06,K22-008,2318.550516041608,2679.2739337432386,cruise
U06,K22-008,2679.2739337432386,2775.6528888213634,descent
U06,K22-008,2865.6528888213634,2945.968684719801,climb
U06,K22-008,2945.968684719801,3306.700883329532,cruise
U06,K22-008,3306.700883329532,3492.3998384076576,descent
U07,K22-009,2979.5269879058733,3153.1686431793105,climb
U07,K22-009,3153.1686431793105,3637.283874621632,cruise
U07,K22-009,3637.283874621632,3748.935943713429,descent
U07,K22-009,3964.935943713429,4054.2575989868665,climb
U07,K22-009,4054.2575989868665,4538.285769855382,cruise
U07,K22-009,4538.285769855382,4755.337838947178,descent
U08,K22-010,4211.6985629389765,4319.914229442883,climb
U08,K22-010,4319.914229442883,4836.292967850077,cruise
U08,K22-010,4836.292967850077,4921.262550979959,descent
U08,K22-010,5137.262550979959,5205.238217483866,climb
U08,K22-010,5205.238217483866,5721.6144707361855,cruise
U08,K22-010,5721.6144707361855,5856.884053866068,descent
U07,K22-011,5205.337838947178,5303.421571857334,climb
U07,K22-011,5303.421571857334,5844.060551577998,cruise
U07,K22-011,5844.060551577998,5895.0652177156935,descent
U07,K22-011,6075.0652177156935,6115.86895062585,climb
U07,K22-011,6115.86895062585,6656.493058861744,cruise
U07,K22-011,6656.493058861744,6779.097724999439,descent
U05,K22-012,3250.3648040614744,3398.397889185172,climb
U05,K22-012,3398.397889185172,3799.6982247250326,cruise
U05,K22-012,3799.6982247250326,3838.61792687347,descent
U05,K22-012,3928.61792687347,3961.0510119971677,climb
U05,K22-012,3961.0510119971677,4362.299195529888,cruise
U05,K22-012,4362.299195529888,4539.938897678325,descent
U08,K22-013,6246.884053866068,6326.368409334818,climb
U08,K22-013,6326.368409334818,6679.83656949822,cruise
U08,K22-013,6679.83656949822,6745.542013834158,descent
U08,K22-013,6853.542013834158,6906.106369302908,climb
U08,K22-013,6906.106369302908,7259.57422658095,cruise
U08,K22-013,7259.57422658095,7358.929670916888,descent
U06,K22-014,4024.4242169309764,4079.6005210488147,climb
U06,K22-014,4079.6005210488147,4461.124032590025,cruise
U06,K22-014,4461.124032590025,4486.415597531432,descent
U06,K22-014,4576.415597531432,4597.49190164927,climb
U06,K22-014,4597.49190164927,4978.992438963214,cruise
U06,K22-014,4978.992438963214,5045.204003904621,descent
U05,K22-015,4929.938897678325,4985.826149468689,climb
U05,K22-015,4985.826149468689,5173.638643842701,cruise
U05,K22-015,5173.638643842701,5206.943345991138,descent
U05,K22-015,5296.943345991138,5324.697264448169,climb
U05,K22-015,5324.697264448169,5512.504999726245,cruise
U05,K22-015,5512.504999726245,5579.569701874682,descent
U07,K22-016,7721.001230311342,7779.14387435431,climb
U07,K22-016,7779.14387435431,7983.3745450042115,cruise
U07,K22-016,7983.3745450042115,8027.9028500579225,descent
U07,K22-016,8171.9028500579225,8207.525494100892,climb
U07,K22-016,8207.525494100892,8411.749666413696,cruise
U07,K22-016,8411.749666413696,8484.427971467408,descent
U08,K22-017,8783.133760781628,8841.276404824597,climb
U08,K22-017,8841.276404824597,9045.507075474497,cruise
U08,K22-017,9045.507075474497,9090.035380528208,descent
U08,K22-017,9234.035380528208,9269.658024571178,climb
U08,K22-017,9269.658024571178,9473.882196883982,cruise
U08,K22-017,9473.882196883982,9546.560501937694,descent
U07,K22-018,9591.855107794468,9649.997751837438,climb
U07,K22-018,9649.997751837438,9854.228422487338,cruise
U07,K22-018,9854.228422487338,9898.75672754105,descent
U07,K22-018,10042.75672754105,10078.379371584018,climb
U07,K22-018,10078.379371584018,10282.603543896823,cruise
U07,K22-018,10282.603543896823,10355.281848950535,descent
U06,K22-019,5445.230886610049,5505.648971326847,climb
U06,K22-019,5505.648971326847,6001.350729298778,cruise
U06,K22-019,6001.350729298778,6037.132430958934,descent
U06,K22-019,6097.132430958934,6126.950515675731,climb
U06,K22-019,6126.950515675731,6622.619220087098,cruise
U06,K22-019,6622.619220087098,6695.120921747254,descent
U05,K22-020,6568.00967932314,6712.711058717671,climb
U05,K22-020,6712.711058717671,7196.826290159992,cruise
U05,K22-020,7196.826290159992,7286.147945433429,descent
U05,K22-020,7346.147945433429,7420.582658161295,climb
U05,K22-020,7420.582658161295,7904.610829029809,cruise
U05,K22-020,7904.610829029809,8078.252484303247,descent
U08,K22-021,9936.560501937694,10016.044857406445,climb
U08,K22-021,10016.044857406445,10369.513017569847,cruise
U08,K22-021,10369.513017569847,10435.218461905784,descent
U08,K22-021,10543.218461905784,10595.782817374535,climb
U08,K22-021,10595.782817374535,10949.250674652578,cruise
U08,K22-021,10949.250674652578,11048.606118988515,descent
U07,K22-022,10745.281848950535,10840.640984692724,climb
U07,K22-022,10840.640984692724,11052.709247632783,cruise
U07,K22-022,11052.709247632783,11078.358167310518,descent
U07,K22-022,11186.358167310518,11206.877303052706,climb
U07,K22-022,11206.877303052706,11418.946815335046,cruise
U07,K22-022,11418.946815335046,11538.145735012782,descent
