resource_id,task_id,busy_start,busy_end,phase
U07,K23-001,390.0,448.14264404296875,climb
U07,K23-001,448.14264404296875,652.3733146928696,cruise
U07,K23-001,652.3733146928696,696.9016197465805,descent
U07,K23-001,804.9016197465805,840.5242637895493,climb
U07,K23-001,840.5242637895493,1044.748436102355,cruise
U07,K23-001,1044.748436102355,1117.426741156066,descent
U08,K23-002,480.0,552.5017016601563,climb
U08,K23-002,552.5017016601563,1048.2034596320877,cruise
U08,K23-002,1048.2034596320877,1092.930586707283,descent
U08,K23-002,1308.930586707283,1344.7122883674392,climb
U08,K23-002,1344.7122883674392,1840.3809927788063,cruise
U08,K23-002,1840.3809927788063,1931.0081198540017,descent
U07,K23-003,1507.426741156066,1602.7858768982537,climb
U07,K23-003,1602.7858768982537,1814.854139838315,cruise
U07,K23-003,1814.854139838315,1840.5030595160492,descent
U07,K23-003,1948.5030595160492,1969.0221952582367,climb
U07,K23-003,1969.0221952582367,2181.0917075405778,cruise
U07,K23-003,2181.0917075405778,2300.2906272183127,descent
U08,K23-004,2381.008119854002,2534.7173898735327,climb
U08,K23-004,2534.7173898735327,2836.9898520230727,cruise
U08,K23-004,2836.9898520230727,2918.7264395474867,descent
U08,K23-004,3098.7264395474867,3164.115709567018,climb
U08,K23-004,3164.115709567018,3466.353631812793,cruise
U08,K23-004,3466.353631812793,3658.4902193372072,descent
U05,K23-005,390.0,492.6455118815104,climb
U05,K23-005,492.6455118815104,811.2202073356964,cruise
U05,K23-005,811.2202073356964,844.8348215935089,descent
U05,K23-005,934.8348215935089,962.847000141686,climb
U05,K23-005,962.847000141686,1281.3976259846513,cruise
U05,K23-005,1281.3976259846513,1404.5722402424637,descent
U06,K23-006,390.0,485.20033162434896,climb
U06,K23-006,485.20033162434896,978.4742715543227,cruise
U06,K23-006,978.4742715543227,1031.8746695035416,descent
U06,K23-006,1121.8746695035416,1166.3750011278905,climb
U06,K23-006,1166.3750011278905,1659.5609888606184,cruise
U06,K23-006,1659.5609888606184,1773.8013868098371,descent
U05,K23-007,1794.5722402424637,1885.0661814859534,climb
U05,K23-007,1885.0661814859534,2208.3331194460457,cruise
U05,K23-007,2208.3331194460457,2227.3258489382333,descent
U05,K23-007,2317.3258489382333,2333.153123515056,climb
U05,K23-007,2333.153123515056,2656.3804496977245,cruise
U05,K23-007,2656.3804496977245,2764.973179189912,descent
U06,K23-008,2163.801386809837,2318.550516041608,climb
U06,K23-008,2318.550516041608,2679.2739337432386,cruise
U06,K23-008,2679.2739337432386,2775.6528888213634,descent
U06,K23-008,2865.6528888213634,2945.968684719801,climb
U06,K23-008,2945.968684719801,3306.700883329532,cruise
U06,K23-008,3306.700883329532,3492.3998384076576,descent
U07,K23-009,2979.5269879058733,3153.1686431793105,climb
U07,K23-009,3153.1686431793105,3637.283874621632,cruise
U07,K23-009,3637.283874621632,3748.935943713429,descent
U07,K23-009,3964.935943713429,4054.2575989868665,climb
U07,K23-009,4054.2575989868665,4538.285769855382,cruise
U07,K23-009,4538.285769855382,4755.337838947178,descent
U08,K23-010,4121.6985629389765,4229.914229442883,climb
U08,K23-010,4229.914229442883,4746.292967850077,cruise
U08,K23-010,4746.292967850077,4831.262550979959,descent
U08,K23-010,4939.262550979959,5007.238217483866,climb
U08,K23-010,5007.238217483866,5523.6144707361855,cruise
U08,K23-010,5523.6144707361855,5658.884053866068,descent
U07,K23-011,5205.337838947178,5303.421571857334,climb
U07,K23-011,5303.421571857334,5844.060551577998,cruise
U07,K23-011,5844.060551577998,5895.0652177156935,descent
U07,K23-011,6075.0652177156935,6115.86895062585,climb
U07,K23-011,6115.86895062585,6656.493058861744,cruise
U07,K23-011,6656.493058861744,6779.097724999439,descent
U05,K23-012,3250.3648040614744,3398.397889185172,climb
U05,K23-012,3398.397889185172,3799.6982247250326,cruise
U05,K23-012,3799.6982247250326,3838.61792687347,descent
U05,K23-012,3928.61792687347,3961.0510119971677,climb
U05,K23-012,3961.0510119971677,4362.299195529888,cruise
U05,K23-012,4362.299195529888,4539.938897678325,descent
U08,K23-013,6048.884053866068,6128.368409334818,climb
U08,K23-013,6128.368409334818,6481.83656949822,cruise
U08,K23-013,6481.83656949822,6547.542013834158,descent
U08,K23-013,6655.542013834158,6708.106369302908,climb
U08,K23-013,6708.106369302908,7061.57422658095,cruise
U08,K23-013,7061.57422658095,7160.929670916888,descent
U06,K23-014,4024.4242169309764,4079.6005210488147,climb
U06,K23-014,4079.6005210488147,4461.124032590025,cruise
U06,K23-014,4461.124032590025,4486.415597531432,descent
U06,K23-014,4576.415597531432,4597.49190164927,climb
U06,K23-014,4597.49190164927,4978.992438963214,cruise
U06,K23-014,4978.992438963214,5045.204003904621,descent
U05,K23-015,4929.938897678325,4985.826149468689,climb
U05,K23-015,4985.826149468689,5173.638643842701,cruise
U05,K23-015,5173.638643842701,5206.943345991138,descent
U05,K23-015,5296.943345991138,5324.697264448169,climb
U05,K23-015,5324.697264448169,5512.504999726245,cruise
U05,K23-015,5512.504999726245,5579.569701874682,descent
U07,K23-016,7721.001230311342,7779.14387435431,climb
U07,K23-016,7779.14387435431,7983.3745450042115,cruise
U07,K23-016,7983.3745450042115,8027.9028500579225,descent
U07,K23-016,8171.9028500579225,8207.525494100892,climb
U07,K23-016,8207.525494100892,8411.749666413696,cruise
U07,K23-016,8411.749666413696,8484.427971467408,descent
U08,K23-017,8339.67063650247,8397.813280545437,climb
U08,K23-017,8397.813280545437,8602.043951195337,cruise
U08,K23-017,8602.043951195337,8646.572256249048,descent
U08,K23-017,8790.572256249048,8826.194900292017,climb
U08,K23-017,8826.194900292017,9030.419072604824,cruise
U08,K23-017,9030.419072604824,9103.097377658534,descent
U07,K23-018,9393.855107794468,9451.997751837438,climb
U07,K23-018,9451.997751837438,9656.228422487338,cruise
U07,K23-018,9656.228422487338,9700.75672754105,descent
U07,K23-018,9844.75672754105,9880.379371584018,climb
U07,K23-018,9880.379371584018,10084.603543896823,cruise
U07,K23-018,10084.603543896823,10157.281848950535,descent
U06,K23-019,5445.230886610049,5505.648971326847,climb
U06,K23-019,5505.648971326847,6001.350729298778,cruise
U06,K23-019,6001.350729298778,6037.132430958934,descent
U06,K23-019,6097.132430958934,6126.950515675731,climb
U06,K23-019,6126.950515675731,6622.619220087098,cruise
U06,K23-019,6622.619220087098,6695.120921747254,descent
U05,K23-020,6568.00967932314,6712.711058717671,climb
U05,K23-020,6712.711058717671,7196.826290159992,cruise
U05,K23-020,7196.826290159992,7286.147945433429,descent
U05,K23-020,7346.147945433429,7420.582658161295,climb
U05,K23-020,7420.582658161295,7904.610829029809,cruise
U05,K23-020,7904.610829029809,8078.252484303247,descent
U08,K23-021,9588.839252228338,9697.054918732243,climb
U08,K23-021,9697.054918732243,10213.433657139438,cruise
U08,K23-021,10213.433657139438,10298.40324026932,descent
U08,K23-021,10406.40324026932,10474.378906773227,climb
U08,K23-021,10474.378906773227,10990.755160025547,cruise
U08,K23-021,10990.755160025547,11126.024743155429,descent
U07,K23-022,10547.281848950535,10626.766204419286,climb
U07,K23-022,10626.766204419286,10980.234364582688,cruise
U07,K23-022,10980.234364582688,11045.939808918625,descent
U07,K23-022,11153.939808918625,11206.504164387376,climb
U07,K23-022,11206.504164387376,11559.972021665419,cruise
U07,K23-022,11559.972021665419,11659.327466001356,descent
U08,K23-023,11516.024743155429,11611.383878897617,climb
U08,K23-023,11611.383878897617,11823.452141837677,cruise
U08,K23-023,11823.452141837677,11849.101061515412,descent
U08,K23-023,11957.101061515412,11977.6201972576,climb
U08,K23-023,11977.6201972576,12189.68970953994,cruise
U08,K23-023,12189.68970953994,12308.888629217676,descent
