scenario,delta_link_budget_db,pipeline_sha256,tasks_total,tasks_pass,boxes_assigned,boxes_total,duplicate_boxes,missing_boxes,hard_violations,soft_late_boxes,total_soft_lateness_s,max_soft_lateness_s,joint_makespan_s,transport_energy_kwh,relay_energy_kwh,total_energy_kwh,transport_sorties,relay_sorties,communication_pass,resource_pass,transport_peak,B_battery_peak,C_battery_peak,relay_peak,component_peak,service_peak,COMPLETE_FEASIBLE
FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,19,19,80,80,0,0,0,6,25505.98609375136,5619.8827108106,10825.75924500106,61.04704641755705,0.3995768224199172,61.446623239976965,19,1,True,True,4,4,4,1,1,3,True
