primitive_index,start,end,phase,direct_available,relay_required,direct_margin
783,1616.7464307757457,1617.4179741406003,cruise,False,True,-4.232250661665034
784,1617.4179741406003,1618.0895175054548,cruise,False,True,-4.218662402223089
785,1618.0895175054548,1618.47550622712,cruise,False,True,-4.205052878102165
786,1618.47550622712,1618.8614949487849,cruise,False,True,-4.197220765860621
787,1618.8614949487849,1619.9190270352772,cruise,False,True,-4.18938159372054
788,1619.9190270352772,1620.9765591217697,cruise,False,True,-4.167867554045074
789,1620.9765591217697,1622.0340912082622,cruise,False,True,-4.146300160547838
790,1622.0340912082622,1623.0916232947545,cruise,False,True,-4.124679148274652
791,1623.0916232947545,1624.149155381274,cruise,False,True,-4.103004250294859
792,1624.149155381274,1625.2066874677937,cruise,False,True,-4.081275197681393
793,1625.2066874677937,1625.7955068172853,cruise,False,True,-4.05949171949338
794,1625.7955068172853,1626.384326166777,cruise,False,True,-4.04733928913646
