primitive_interval,dem_cell,entry_parameter,exit_parameter,los_height_entry,los_height_exit,minimum_los_height,dem_height,clearance_lower_bound,pass,obstructed
9,693253912,0.0,1.0,186.15264981283735,186.15264981283735,186.15264981283735,132.31642150878906,53.83622830404829,True,False
9,695569659,0.0,1.0,185.8623555140761,185.8623555140761,185.8623555140761,130.80474853515625,55.057606978919864,True,False
9,697885407,0.0,1.0,185.57206121531487,185.57206121531487,185.57206121531487,130.80474853515625,54.767312680158625,True,False
9,848942704,0.0,1.0,166.63603060765743,166.63603060765743,166.63603060765743,128.7255401611328,37.91049044652462,True,False
9,1000000000,0.0,1.0,147.7,147.7,147.7,128.7255401611328,18.974459838867176,True,False
9,3409045,0.0,1.0,272.6292638081303,272.6292638081303,272.6292638081303,135.11814880371094,137.51111500441937,True,False
9,6818090,0.0,1.0,272.2019175088388,272.2019175088388,272.2019175088388,135.11814880371094,137.08376870512785,True,False
9,180099880,0.0,1.0,250.47989965886381,250.47989965886381,250.47989965886381,133.5413055419922,116.93859411687163,True,False
9,353381671,0.0,1.0,228.75788180888884,228.75788180888884,228.75788180888884,133.5413055419922,95.21657626689665,True,False
9,524363502,0.0,1.0,207.324179005237,207.324179005237,207.324179005237,132.31642150878906,75.00775749644794,True,False
9,695345334,0.0,1.0,185.8904762015851,185.8904762015851,185.8904762015851,132.31642150878906,53.57405469279604,True,False
9,697645293,0.0,1.0,185.60216115526202,185.60216115526202,185.60216115526202,130.80474853515625,54.797412620105774,True,False
9,699945252,0.0,1.0,185.31384610893895,185.31384610893895,185.31384610893895,130.80474853515625,54.5090975737827,True,False
9,849972626,0.0,1.0,166.50692305446944,166.50692305446944,166.50692305446944,128.7255401611328,37.78138289333663,True,False
10,0,0.0,1.0,273.0566101074219,273.0566101074219,273.0566101074219,135.11814880371094,137.93846130371094,True,False
10,3409045,0.0,1.0,272.6292638081303,272.6292638081303,272.6292638081303,135.11814880371094,137.51111500441937,True,False
10,6818090,0.0,1.0,272.2019175088388,272.2019175088388,272.2019175088388,135.11814880371094,137.08376870512785,True,False
